"Time (s)","X (hPa)"
-5.377057085E-1,1.014887619E3
4.897562915E-1,1.014888000E3
1.517183291E0,1.014888229E3
2.544665291E0,1.014888916E3
3.572116292E0,1.014888916E3
3.771601292E0,1.014888916E3
4.832238292E0,1.014889679E3
5.892826291E0,1.014889221E3
6.953372292E0,1.014889221E3
8.014012292E0,1.014889069E3
9.074639292E0,1.014887772E3
1.013526629E1,1.014886551E3
1.119588829E1,1.014885025E3
1.225649629E1,1.014882507E3
1.331717329E1,1.014879837E3
1.437783329E1,1.014878006E3
1.543845029E1,1.014876404E3
1.649912329E1,1.014876404E3
1.755972029E1,1.014876404E3
1.862034629E1,1.014877701E3
1.968096929E1,1.014879990E3
2.074164629E1,1.014881744E3
2.180231829E1,1.014881897E3
2.286294829E1,1.014882126E3
2.392356429E1,1.014882126E3
2.498420529E1,1.014881058E3
2.604482629E1,1.014879456E3
2.710544329E1,1.014879227E3
2.816600329E1,1.014878311E3
2.922662829E1,1.014877014E3
3.028725229E1,1.014875412E3
3.134788729E1,1.014873734E3
3.240850729E1,1.014870529E3
3.346911829E1,1.014867554E3
3.452975429E1,1.014863815E3
3.559043629E1,1.014859238E3
3.665110629E1,1.014855652E3
3.771173529E1,1.014852829E3
3.877240829E1,1.014849319E3
3.983305729E1,1.014846344E3
