"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.851958316E-2,-1.515645301E-3,-2.785593458E-2,-1.284643356E-2
2.848958317E-2,2.565116622E-3,-3.680788726E-2,-8.105740882E-3
3.845858318E-2,-2.800872317E-3,-4.254572466E-2,-1.522057806E-3
6.842858319E-2,-7.092556451E-3,-4.310205951E-2,1.319801202E-3
8.842858319E-2,6.049300544E-3,-1.841944270E-2,-1.890955120E-2
1.084285832E-1,9.835395962E-3,-2.075001597E-2,-2.819810063E-2
1.284285832E-1,1.760173403E-2,-3.039822914E-2,-2.140447870E-2
1.484285832E-1,1.272548549E-2,-4.220242426E-2,-1.447120402E-2
1.684285832E-1,1.718172617E-2,-3.133821487E-2,-9.413226508E-3
1.884285832E-1,1.928156987E-2,-1.607727073E-2,-4.546363372E-3
2.084285832E-1,3.238976374E-2,-2.551267389E-3,-1.192518743E-3
2.284285832E-1,3.659328446E-2,2.992958529E-3,-2.069313545E-3
2.484285832E-1,2.600588650E-2,-1.597727090E-2,1.104908297E-3
2.684285832E-1,1.760090701E-2,-2.968172543E-2,2.075916389E-3
2.884285832E-1,2.234103717E-2,-1.221953146E-2,7.146143354E-3
3.084285832E-1,3.406255320E-2,2.969618887E-2,9.841286577E-3
3.284285832E-1,5.036478490E-2,6.342475861E-2,9.274053387E-3
3.484285832E-1,7.363894582E-2,7.911637425E-2,9.680451825E-3
3.684285832E-1,7.675509900E-2,6.455985457E-2,6.712808739E-3
3.884285832E-1,6.934126467E-2,1.871749759E-2,1.497031655E-3
4.084285832E-1,6.823526323E-2,-3.855088726E-2,-8.291566744E-3
4.284285832E-1,6.004920229E-2,-9.683188796E-2,-5.641052965E-3
4.484285832E-1,3.006605245E-2,-2.181151062E-1,1.810656860E-2
4.684285832E-1,8.830637671E-4,-3.568639159E-1,2.482184954E-2
4.884285832E-1,-1.005011890E-2,-3.865462840E-1,-2.031230368E-3
5.084285832E-1,-1.368860155E-2,-3.364548385E-1,-3.539119661E-2
5.284285832E-1,-2.519521397E-3,-2.392385006E-1,-4.333850741E-2
5.484285832E-1,-2.058220841E-2,-1.178614795E-1,-3.330149502E-2
5.684285832E-1,-3.549351171E-2,-1.160633117E-1,-6.476273760E-3
5.884285832E-1,-2.080767602E-2,-1.638373584E-1,2.399193123E-2
6.084285832E-1,-3.648432344E-2,-1.921797246E-1,5.410438776E-2
6.284285832E-1,-8.441295475E-2,-2.364249676E-1,1.044514105E-1
6.484285832E-1,-1.188497245E-1,-2.761030197E-1,1.610454619E-1
6.684285832E-1,-1.347661763E-1,-2.800248265E-1,2.048235089E-1
6.884285832E-1,-1.622655541E-1,-2.528608739E-1,2.185332179E-1
7.084285832E-1,-1.804991364E-1,-2.636513412E-1,2.205089331E-1
7.284285832E-1,-1.819267124E-1,-2.347429693E-1,2.237296849E-1
7.484285832E-1,-1.957274079E-1,-1.167152002E-1,2.385800034E-1
7.684285832E-1,-2.073251754E-1,3.273356333E-2,2.597810626E-1
7.884285832E-1,-1.997977346E-1,1.554003060E-1,2.784235477E-1
8.084285832E-1,-1.725598574E-1,2.359824777E-1,2.885846198E-1
8.284285832E-1,-1.581649631E-1,2.742372453E-1,2.887634933E-1
8.484285832E-1,-1.407763809E-1,2.846001387E-1,2.772788703E-1
8.684285832E-1,-1.186039746E-1,2.914327979E-1,2.745392323E-1
8.884285832E-1,-9.443759173E-2,2.928741276E-1,2.965875864E-1
9.084285832E-1,-5.648256838E-2,2.633160353E-1,3.277401924E-1
9.284285832E-1,-1.173468307E-2,2.212503850E-1,3.578168452E-1
9.484285832E-1,3.400171548E-2,1.665959060E-1,3.699924350E-1
9.684285832E-1,7.415195554E-2,1.601120830E-1,3.596096635E-1
9.884285832E-1,1.064390242E-1,2.004713565E-1,3.351920545E-1
1.008428583E0,1.518737376E-1,2.311107665E-1,3.062234819E-1
1.028428583E0,1.733915657E-1,2.514399588E-1,2.852192223E-1
1.048428583E0,1.992860436E-1,2.039958984E-1,2.757635415E-1
