"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
6.297125015E-3,7.985123480E-1,3.696048703E-1,7.574789665E-2,4.690762060E-1,7.402344810E1,4.275459298E1,-1.304842213E1,5.573673130E1
1.624712499E-2,7.983454781E-1,3.694958997E-1,7.627399469E-2,4.693607499E-1,7.405520733E1,4.276489461E1,-1.300686199E1,5.579264313E1
2.619712509E-2,7.982152864E-1,3.694274637E-1,7.660445759E-2,4.695823158E-1,7.407997772E1,4.277087778E1,-1.298285693E1,5.583316758E1
3.614812507E-2,7.981533833E-1,3.694118588E-1,7.661352970E-2,4.696983356E-1,7.409175299E1,4.276815376E1,-1.298674149E1,5.584824477E1
4.609812505E-2,7.981185594E-1,3.695344113E-1,7.626178264E-2,4.697181551E-1,7.409837651E1,4.276429155E1,-1.302770367E1,5.583682466E1
5.604812503E-2,7.981082229E-1,3.697479483E-1,7.559360757E-2,4.696758924E-1,7.410034242E1,4.275580230E1,-1.310048992E1,5.580528576E1
6.599812501E-2,7.981184014E-1,3.699358179E-1,7.479785400E-2,4.696380656E-1,7.409840657E1,4.273808377E1,-1.318387112E1,5.576996391E1
7.594812498E-2,7.980752957E-1,3.700644185E-1,7.414347149E-2,4.697135401E-1,7.410660459E1,4.271930604E1,-1.325612176E1,5.575462615E1
8.589812508E-2,7.979704554E-1,3.700681801E-1,7.379810968E-2,4.699431350E-1,7.412654032E1,4.269978251E1,-1.329969632E1,5.577107873E1
9.584812506E-2,7.978579760E-1,3.699145548E-1,7.376919694E-2,4.702596052E-1,7.414792355E1,4.267699885E1,-1.330867381E1,5.581139610E1
1.057981250E-1,7.977947557E-1,3.696103389E-1,7.395021766E-2,4.705774767E-1,7.415993991E1,4.264754683E1,-1.328920685E1,5.586088230E1
1.157481250E-1,7.978008249E-1,3.691981006E-1,7.424554063E-2,4.708440134E-1,7.415878641E1,4.261220922E1,-1.325016086E1,5.590902355E1
1.256981250E-1,7.978436461E-1,3.687685293E-1,7.455048361E-2,4.710600581E-1,7.415064740E1,4.257607598E1,-1.320671615E1,5.595129947E1
1.356481251E-1,7.978956974E-1,3.683042713E-1,7.482916911E-2,4.712908121E-1,7.414075299E1,4.253457964E1,-1.316435227E1,5.599479204E1
1.455981251E-1,7.979288459E-1,3.677856859E-1,7.511320726E-2,4.715943326E-1,7.413445123E1,4.248636762E1,-1.312176644E1,5.604814743E1
1.555481250E-1,7.979516263E-1,3.672537716E-1,7.538958522E-2,4.719260073E-1,7.413012025E1,4.243598736E1,-1.308043623E1,5.610488443E1
1.654981250E-1,7.979853016E-1,3.668226199E-1,7.550286541E-2,4.721864326E-1,7.412371754E1,4.238977463E1,-1.305680544E1,5.614582988E1
1.754481250E-1,7.980837040E-1,3.665176980E-1,7.532453156E-2,4.722852775E-1,7.410500553E1,4.234523182E1,-1.305999849E1,5.615474468E1
1.853981251E-1,7.982801083E-1,3.663185647E-1,7.478415628E-2,4.721935660E-1,7.406764553E1,4.229688691E1,-1.309398931E1,5.612568187E1
1.953481251E-1,7.985369196E-1,3.661735900E-1,7.399861278E-2,4.719955074E-1,7.401877057E1,4.224377128E1,-1.314895002E1,5.607399448E1
2.052981250E-1,7.987886522E-1,3.659034709E-1,7.332683416E-2,4.718838709E-1,7.397083529E1,4.218118478E1,-1.319009777E1,5.603852594E1
2.152481250E-1,7.989449748E-1,3.654717923E-1,7.300037521E-2,4.720044531E-1,7.394105471E1,4.211469610E1,-1.320065859E1,5.604623206E1
2.251981250E-1,7.989823169E-1,3.649452834E-1,7.302192278E-2,4.723453368E-1,7.393393925E1,4.205211701E1,-1.318370393E1,5.609501866E1
2.351481250E-1,7.989464394E-1,3.644314079E-1,7.321712591E-2,4.727722528E-1,7.394077564E1,4.199859245E1,-1.315540238E1,5.616069940E1
2.450981251E-1,7.988899205E-1,3.639918163E-1,7.331705609E-2,4.731906445E-1,7.395154412E1,4.194883517E1,-1.313995966E1,5.622124019E1
2.550481251E-1,7.988243084E-1,3.636282049E-1,7.308888359E-2,4.736161064E-1,7.396404343E1,4.189115309E1,-1.315993334E1,5.627040908E1
2.649981250E-1,7.987022195E-1,3.632184954E-1,7.263129525E-2,4.742064468E-1,7.398729692E1,4.181471269E1,-1.320639601E1,5.633287302E1
2.749481250E-1,7.984880398E-1,3.627671764E-1,7.211719853E-2,4.749905362E-1,7.402807524E1,4.172827487E1,-1.326484089E1,5.641843017E1
2.848981250E-1,7.982439147E-1,3.623775920E-1,7.151746995E-2,4.757882180E-1,7.407453149E1,4.164423903E1,-1.333553182E1,5.650232550E1
2.948481251E-1,7.981210355E-1,3.620491837E-1,7.062522117E-2,4.763773256E-1,7.409790556E1,4.155497761E1,-1.342716534E1,5.654921215E1
3.047981251E-1,7.981988808E-1,3.617479813E-1,6.936530435E-2,4.766607631E-1,7.408309857E1,4.145421761E1,-1.354019872E1,5.654454622E1
3.147491250E-1,7.984864909E-1,3.614693274E-1,6.778730527E-2,4.766175205E-1,7.402837007E1,4.134437422E1,-1.366889866E1,5.648752296E1
3.246991250E-1,7.990033166E-1,3.612191332E-1,6.583364079E-2,4.762145755E-1,7.392993755E1,4.122392555E1,-1.381767554E1,5.637205117E1
3.346491250E-1,7.997010893E-1,3.611269369E-1,6.332204687E-2,4.754532454E-1,7.379686409E1,4.109880417E1,-1.401172954E1,5.619109010E1
3.445991250E-1,8.004642317E-1,3.612806359E-1,6.005474942E-2,4.744751540E-1,7.365108777E1,4.096796318E1,-1.428196676E1,5.595553296E1
3.545491251E-1,8.011959221E-1,3.617055605E-1,5.595432467E-2,4.734167413E-1,7.351108653E1,4.082967982E1,-1.464410368E1,5.568053127E1
3.644991250E-1,8.018940741E-1,3.624314556E-1,5.114490564E-2,4.722218465E-1,7.337728866E1,4.069549587E1,-1.508611379E1,5.536336677E1
3.744491250E-1,8.026616841E-1,3.634007278E-1,4.578793583E-2,4.707203756E-1,7.322993703E1,4.057068545E1,-1.558191612E1,5.498870360E1
