"Time (s)","X (hPa)"
-5.554028749E-1,1.014928055E3
4.720421250E-1,1.014933472E3
1.499526125E0,1.014938965E3
2.526994125E0,1.014939117E3
3.554512125E0,1.014946823E3
3.753989125E0,1.014946823E3
4.814586125E0,1.014946823E3
5.875164125E0,1.014944611E3
6.935788125E0,1.014944611E3
7.996411125E0,1.014944611E3
9.056988125E0,1.014938507E3
1.011754912E1,1.014938507E3
1.117820713E1,1.014938354E3
1.223881113E1,1.014927826E3
1.329938813E1,1.014927826E3
1.435994312E1,1.014927826E3
1.542050213E1,1.014928589E3
1.648104613E1,1.014928589E3
1.754164813E1,1.014931183E3
1.860218412E1,1.014934082E3
1.966270313E1,1.014934082E3
2.072321813E1,1.014934998E3
2.178380212E1,1.014935989E3
2.284436213E1,1.014935989E3
2.390493913E1,1.014936447E3
2.496553913E1,1.014936447E3
2.602614113E1,1.014936447E3
2.708677713E1,1.014935760E3
2.814739312E1,1.014936295E3
2.920799013E1,1.014936295E3
3.026862413E1,1.014940643E3
3.132927412E1,1.014942398E3
3.238987012E1,1.014942398E3
3.345046713E1,1.014944458E3
3.451108412E1,1.014947205E3
3.557173813E1,1.014947205E3
3.663236312E1,1.014947205E3
3.769295812E1,1.014947357E3
3.875359112E1,1.014947357E3
3.981422912E1,1.014947357E3
4.087488712E1,1.014944077E3
4.193560513E1,1.014944077E3
4.299627313E1,1.014944077E3
4.405693613E1,1.014943390E3
4.511759212E1,1.014943390E3
4.617826613E1,1.014943390E3
