"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781210741567095E9,"2026-06-11 22:45:41.567 UTC+02:00"
"PAUSE",3.917767799994908E1,1.781210780744333E9,"2026-06-11 22:46:20.744 UTC+02:00"
