"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
1.096204156E-2,3.022486852E-1,8.956706856E-2,3.456561249E-1,8.838243234E-1,1.448145709E2,4.175875103E1,2.901845622E0,1.433479730E2
3.089804156E-2,3.028101233E-1,8.999903161E-2,3.456798957E-1,8.835789023E-1,1.447470718E2,4.177597016E1,2.883667810E0,1.432666125E2
4.086604156E-2,3.030898098E-1,9.018739641E-2,3.456587696E-1,8.834721022E-1,1.447134417E2,4.177973103E1,2.876035052E0,1.432271002E2
5.083404155E-2,3.033070558E-1,9.034135885E-2,3.456258529E-1,8.833946152E-1,1.446873174E2,4.178100853E1,2.868702047E0,1.431960365E2
6.080204155E-2,3.034794364E-1,9.045444938E-2,3.455709250E-1,8.833453877E-1,1.446665869E2,4.177833103E1,2.862673753E0,1.431716974E2
7.077004155E-2,3.036163083E-1,9.053520274E-2,3.455042908E-1,8.833161588E-1,1.446501259E2,4.177318503E1,2.857898602E0,1.431526817E2
8.073804155E-2,3.037247100E-1,9.055601275E-2,3.454522922E-1,8.832971085E-1,1.446370883E2,4.176761415E1,2.858472649E0,1.431394060E2
9.070504154E-2,3.038104788E-1,9.051399234E-2,3.454400274E-1,8.832765829E-1,1.446267725E2,4.176442339E1,2.865916319E0,1.431313794E2
1.006730415E-1,3.038749213E-1,9.041754982E-2,3.454718167E-1,8.832518427E-1,1.446190214E2,4.176443102E1,2.879609269E0,1.431281423E2
1.106410415E-1,3.039367297E-1,9.025649617E-2,3.455478180E-1,8.832173455E-1,1.446115871E2,4.176723472E1,2.901388422E0,1.431279915E2
1.206090415E-1,3.040034271E-1,9.004590944E-2,3.456675361E-1,8.831690242E-1,1.446035645E2,4.177331337E1,2.930048989E0,1.431294433E2
1.305770415E-1,3.040570800E-1,8.978915084E-2,3.458208242E-1,8.831167199E-1,1.445971108E2,4.178165618E1,2.964083234E0,1.431343744E2
1.405450415E-1,3.040597774E-1,8.948659969E-2,3.460030882E-1,8.830751631E-1,1.445967864E2,4.179184160E1,3.001635201E0,1.431470515E2
1.505130415E-1,3.040071992E-1,8.915488292E-2,3.462093760E-1,8.830458922E-1,1.446031108E2,4.180391819E1,3.040657584E0,1.431672521E2
1.604810415E-1,3.039094607E-1,8.881329325E-2,3.464187932E-1,8.830319416E-1,1.446148670E2,4.181614322E1,3.078834812E0,1.431930065E2
1.704490415E-1,3.037766981E-1,8.847678227E-2,3.466344691E-1,8.830267153E-1,1.446308355E2,4.182939792E1,3.115229331E0,1.432225250E2
1.804170415E-1,3.036322819E-1,8.817661242E-2,3.468528319E-1,8.830205830E-1,1.446482048E2,4.184435026E1,3.147574238E0,1.432518738E2
1.903850415E-1,3.035061575E-1,8.794950412E-2,3.470703307E-1,8.830012165E-1,1.446633734E2,4.186184469E1,3.173340398E0,1.432761559E2
2.003530415E-1,3.034202201E-1,8.779349757E-2,3.472850900E-1,8.829618935E-1,1.446737084E2,4.188151548E1,3.193601918E0,1.432929484E2
2.103210415E-1,3.033696228E-1,8.768150285E-2,3.474828536E-1,8.829125185E-1,1.446797933E2,4.190070965E1,3.210317141E0,1.433038651E2
2.202890415E-1,3.033448404E-1,8.756273303E-2,3.476691426E-1,8.828594977E-1,1.446827736E2,4.191825303E1,3.228382865E0,1.433121163E2
2.302560415E-1,3.033294779E-1,8.740647359E-2,3.478548627E-1,8.828070881E-1,1.446846210E2,4.193434484E1,3.250595192E0,1.433208461E2
