"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.089804156E-2,1.225566305E-2,-6.135907397E-2,-4.420134798E-2
4.086604156E-2,7.605992258E-3,-5.092066154E-2,-3.702751920E-2
5.083404155E-2,1.091899816E-3,-4.027227685E-2,-2.725691162E-2
8.080204155E-2,-6.904670503E-3,-3.263931721E-2,-2.121602930E-2
1.008020416E-1,-1.312759938E-3,6.368950475E-3,-1.895000972E-2
1.208020416E-1,7.352855988E-3,3.511434793E-2,-2.808875404E-2
1.408020416E-1,1.636473089E-2,5.804338306E-2,-3.141796589E-2
1.608020416E-1,1.916607842E-2,7.750104368E-2,-1.658106409E-2
1.808020416E-1,2.101746947E-2,8.061964810E-2,-7.777025457E-4
2.008020416E-1,3.210945055E-2,5.194563419E-2,6.720970850E-4
2.208020416E-1,3.245359659E-2,3.177391738E-2,-7.405604236E-3
2.408020416E-1,2.784185857E-2,4.202533513E-2,-1.541752927E-2
2.608020416E-1,3.337167948E-2,6.312735379E-2,-2.285404131E-2
2.808020416E-1,4.769759253E-2,1.034266576E-1,-1.886125840E-2
3.008020416E-1,8.587521315E-2,6.561963260E-2,8.164072037E-2
3.208020416E-1,5.969305709E-2,-2.970572934E-2,2.679651082E-1
3.408020416E-1,5.333623663E-2,-1.967777908E-1,1.780625284E-1
3.608020416E-1,4.832579568E-2,-2.863490283E-1,1.020080671E-1
3.808020416E-1,6.009064987E-2,-3.964404762E-1,1.490990818E-1
4.008020416E-1,5.326719210E-2,-4.666384161E-1,1.932135820E-1
4.208020416E-1,3.112472966E-2,-4.454157054E-1,1.739819497E-1
4.408020416E-1,-4.636520986E-3,-3.629755378E-1,1.591442376E-1
4.608020416E-1,-1.996087655E-2,-2.865467966E-1,1.854802221E-1
4.808020416E-1,-2.492561191E-2,-2.768650353E-1,1.949153394E-1
5.008020416E-1,-3.457215801E-2,-2.602793276E-1,1.697603464E-1
5.208020416E-1,-5.626150966E-2,-1.617577672E-1,1.786940843E-1
5.408020416E-1,-8.525513858E-2,-1.300923675E-1,2.419482321E-1
5.608020416E-1,-5.461011827E-2,-2.754469812E-1,2.641441822E-1
5.808020416E-1,3.838021308E-3,-4.151571989E-1,1.846248507E-1
6.008020416E-1,1.115091890E-2,-3.269261718E-1,1.293100566E-1
6.208020416E-1,1.172839198E-3,-8.529744297E-2,2.085565925E-1
6.408020416E-1,-7.058932446E-3,8.193480223E-2,3.676239252E-1
6.608020416E-1,4.337097518E-3,2.063090056E-1,4.667137861E-1
6.808020416E-1,1.581178978E-2,3.526125550E-1,4.588732421E-1
7.008020416E-1,7.820827886E-4,4.697701633E-1,4.106229246E-1
7.208020416E-1,1.790630631E-2,5.398422480E-1,3.782543838E-1
7.408020416E-1,2.925249562E-2,6.013832092E-1,3.504740596E-1
7.608020416E-1,3.863541782E-2,6.212521195E-1,3.027903736E-1
7.808020416E-1,5.123046786E-2,5.840655565E-1,2.357010543E-1
8.008020416E-1,3.586696833E-2,5.113559365E-1,1.694184393E-1
8.208020416E-1,-7.679156028E-3,4.273171425E-1,1.203479171E-1
8.408020416E-1,-1.579986885E-2,3.370238543E-1,8.410356194E-2
8.608020416E-1,-1.017885841E-2,2.674999535E-1,4.726659507E-2
8.808020416E-1,-6.830264349E-3,1.898074150E-1,1.470632106E-2
9.008020416E-1,-2.841855166E-3,8.906147629E-2,-5.020583048E-3
9.208020416E-1,4.767100792E-3,-3.743153811E-2,-2.361333929E-2
9.408020416E-1,1.359771378E-2,-4.591788352E-2,-3.343983740E-2
9.608020416E-1,1.582333818E-2,1.404681150E-2,-1.802217029E-2
9.808020416E-1,-7.489358541E-3,9.446193278E-2,9.545217268E-3
1.000802042E0,-1.580634527E-2,1.743244082E-1,3.872780129E-2
1.020802042E0,1.786104403E-4,2.196279764E-1,5.386907235E-2
1.040802042E0,1.142926514E-2,2.003999352E-1,6.372343004E-2
1.060802042E0,1.979372650E-2,1.563917398E-1,7.516596466E-2
1.080802042E0,3.085216507E-2,1.335429996E-1,1.011164114E-1
1.100802042E0,4.063272104E-2,7.662253082E-2,1.279272735E-1
1.120802042E0,4.917644709E-2,-1.983934641E-2,1.251118928E-1
1.140802042E0,4.823215306E-2,-5.539989099E-2,1.215327978E-1
1.160802042E0,5.049762875E-2,-5.415580794E-2,1.216463149E-1
1.180802042E0,4.555896670E-2,-2.478306554E-2,1.111896485E-1
1.200802042E0,6.833522022E-2,3.038066439E-2,8.950569481E-2
1.220802042E0,7.244037092E-2,7.357426733E-2,5.572896451E-2
1.240802042E0,6.287182122E-2,1.098833606E-1,1.510436274E-2
1.260802042E0,4.653579369E-2,1.107335836E-1,-9.891597554E-3
1.280802042E0,4.409360513E-2,1.054103151E-1,-1.835452765E-2
1.300802042E0,5.450010672E-2,9.564676881E-2,-2.846887894E-2
1.320802042E0,6.109765917E-2,7.153564692E-2,-4.318413883E-2
1.340802042E0,5.825965106E-2,5.731913820E-2,-4.511746764E-2
1.360802042E0,4.166866094E-2,2.441532165E-2,-3.972200304E-2
1.380802042E0,4.490246624E-2,7.968025282E-3,-3.961833939E-2
1.400802042E0,4.574896395E-2,3.507984430E-2,-1.720077358E-2
1.420802042E0,3.748441115E-2,1.735297590E-2,5.381066352E-3
1.440802042E0,3.348907083E-2,-3.928539529E-2,-1.423384622E-2
1.460802042E0,3.867773339E-2,-5.033600330E-2,-4.141530395E-2
1.480802042E0,2.046070620E-2,-2.469550818E-2,-4.158714786E-2
1.500802042E0,-1.793668419E-2,9.559222963E-4,-3.095827438E-2
1.520802042E0,-4.892779142E-2,5.377312750E-2,-8.998880163E-3
1.540802042E0,-6.735499203E-2,8.527968824E-2,-3.300774610E-3
1.560802042E0,-7.332423329E-2,1.118599623E-1,-1.494128443E-2
1.580802042E0,-7.738635689E-2,1.439241469E-1,-5.661769770E-3
1.600802042E0,-6.243780255E-2,1.031591967E-1,1.092669461E-2
1.620802042E0,-8.164482191E-3,1.982974447E-2,-8.623673581E-3
1.640802042E0,2.959829010E-2,2.014165744E-3,-4.701732844E-2
1.660802042E0,5.699199438E-2,7.129409909E-2,-6.227727234E-2
1.680802042E0,8.644019067E-2,9.502703696E-2,-4.089812189E-2
1.700802042E0,1.179228947E-1,6.476742774E-2,-2.225052938E-2
1.720802042E0,1.530650854E-1,3.574679792E-2,-2.371121198E-2
1.740802042E0,1.710217893E-1,6.235058978E-2,-1.119734906E-2
1.760802042E0,1.967924386E-1,6.081174687E-2,2.143366262E-2
1.780802042E0,2.657344043E-1,7.050453685E-3,4.057909921E-2
1.800802042E0,2.930102944E-1,-4.391055554E-2,5.466982722E-2
1.820802042E0,3.383045793E-1,-9.421519190E-2,6.331063807E-2
1.840802042E0,3.480263352E-1,-1.277758181E-1,8.181148767E-2
1.860802042E0,3.448807597E-1,-1.378596574E-1,1.042754874E-1
1.880802042E0,3.277730942E-1,-1.205050647E-1,9.276457131E-2
1.900802042E0,2.723462582E-1,-2.864566259E-2,8.338826895E-2
1.920802042E0,2.015777826E-1,6.624801457E-2,9.783626348E-2
1.940802042E0,1.321708560E-1,1.450088322E-1,1.299887300E-1
1.960802042E0,1.106489226E-1,1.775300354E-1,1.514739096E-1
1.980802042E0,1.306943744E-1,1.883848906E-1,1.511511803E-1
2.000802042E0,1.179135293E-1,2.331194729E-1,1.609876454E-1
2.020802042E0,9.623793513E-2,2.499256134E-1,1.972821206E-1
2.040802042E0,1.426255554E-1,1.655733585E-1,2.042321414E-1
2.060802042E0,2.237022966E-1,7.275684178E-2,1.602870375E-1
2.080802042E0,2.773372829E-1,2.660835534E-2,9.923398495E-2
2.100802042E0,2.798307240E-1,6.660304964E-2,5.943204835E-2
2.120802042E0,2.240569741E-1,1.361032277E-1,6.154083088E-2
2.140802042E0,1.799052209E-1,1.543959528E-1,5.429783463E-2
2.160802042E0,1.341959834E-1,1.725247502E-1,2.126618288E-2
2.180802042E0,8.862107992E-2,1.842644364E-1,-2.430626191E-2
2.200802042E0,6.591594964E-2,1.844958365E-1,-3.611367941E-2
2.220802042E0,7.295528054E-2,1.164580360E-1,-3.808608651E-2
2.240802042E0,6.332598627E-2,1.002219990E-1,-4.863330349E-2
2.260802042E0,2.550745569E-2,1.591008008E-1,-5.517919362E-2
2.280802042E0,-5.483465735E-3,2.114218473E-1,-2.771160752E-2
2.300802042E0,1.510972157E-2,2.059495002E-1,1.620188355E-2
2.320802042E0,6.756200641E-2,1.652417481E-1,7.128537446E-2
2.340802042E0,1.301524192E-1,1.051938534E-1,8.965346217E-2
2.360802042E0,1.846850067E-1,5.471052229E-2,6.700624526E-2
2.380802042E0,1.853657663E-1,4.066059738E-2,5.079284683E-2
2.400802042E0,1.857279986E-1,2.264934359E-3,5.084967241E-2
2.420802042E0,1.768862903E-1,-7.926937193E-2,2.838270739E-2
2.440802042E0,1.162992865E-1,-6.988575310E-2,-5.481541157E-3
2.460802042E0,4.391947016E-2,-7.081929594E-3,-5.208321381E-4
2.480802042E0,1.338345278E-2,-3.484315798E-2,1.551798172E-2
2.500802042E0,4.708832502E-2,-1.147857234E-1,2.202143427E-3
2.520802042E0,6.922078878E-2,-1.119087115E-1,-7.325847633E-3
2.540802042E0,4.762164876E-2,-4.503521323E-2,1.971079409E-2
2.560802042E0,5.106762424E-2,1.297226408E-3,6.515154988E-2
2.580802042E0,5.007882416E-2,4.105727654E-3,8.854885399E-2
2.600802042E0,6.373053789E-2,1.252389140E-2,6.844672561E-2
2.620802042E0,6.025172770E-2,3.322037682E-2,5.795894563E-2
2.640802042E0,5.131509155E-2,2.009819262E-2,5.837213993E-2
2.660802042E0,2.708183601E-2,-3.463858366E-2,3.987725824E-2
2.680802042E0,-4.088014737E-2,-3.788347915E-2,2.476715483E-3
2.700802042E0,-8.478993177E-2,-2.004385926E-2,-1.893700100E-2
2.720802042E0,-1.066531241E-1,-4.240956903E-2,-3.537508473E-2
2.740802042E0,-1.203881130E-1,-6.648401171E-2,-5.399191380E-2
2.760802042E0,-1.477415115E-1,-4.626303911E-2,-6.828450412E-2
2.780802042E0,-1.614518315E-1,5.681039765E-3,-6.456596404E-2
2.800802042E0,-1.578626335E-1,5.740761384E-2,-3.007631935E-2
2.820802042E0,-1.151025370E-1,5.520673469E-2,1.344438270E-2
2.840802042E0,-7.261620462E-2,4.215183668E-3,3.479187936E-2
2.860802042E0,-4.918561131E-2,6.751905195E-3,3.878132626E-2
2.880802042E0,-2.548385039E-2,6.826130673E-3,4.479843751E-2
2.900802042E0,-1.462586969E-2,-1.013818942E-2,3.495273367E-2
2.920802042E0,-3.046405874E-2,-3.898243234E-2,2.021450177E-2
2.940802042E0,-4.079189897E-2,-8.192517608E-2,-7.547390647E-3
2.960802042E0,-7.598869503E-2,-6.739163399E-2,-2.246701717E-2
2.980802042E0,-1.357648522E-1,-1.751269773E-2,-2.380282432E-2
3.000802042E0,-1.867428422E-1,6.340523250E-3,-2.428122424E-2
3.020802042E0,-1.984691024E-1,-2.301902324E-2,-3.103769571E-2
3.040802042E0,-2.016225308E-1,-2.857847326E-2,-2.224278077E-2
3.060802042E0,-2.025299817E-1,9.378003888E-3,4.210007377E-3
3.080802042E0,-2.182420492E-1,2.763834596E-2,2.855841815E-2
3.100802042E0,-2.123381793E-1,2.425632067E-2,3.122234344E-2
3.120802042E0,-2.035650015E-1,-9.896202013E-3,2.707080543E-2
3.140802042E0,-2.066879869E-1,-8.783483505E-2,7.309128065E-3
3.160802042E0,-2.073936313E-1,-1.238143593E-1,-5.883877631E-3
3.180802042E0,-2.319779396E-1,-1.534675956E-1,1.258820575E-2
