"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780927665353307E9,"2026-06-08 4:07:45.353 UTC+02:00"
"PAUSE",1.847626129165292E1,1.780927683829671E9,"2026-06-08 4:08:03.830 UTC+02:00"
