"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780609716710813E9,"2026-06-04 23:48:36.711 UTC+02:00"
"PAUSE",3.428973408333695E1,1.780609750999697E9,"2026-06-04 23:49:11.000 UTC+02:00"
"START",3.428973408333695E1,1.780609832300061E9,"2026-06-04 23:50:32.300 UTC+02:00"
"PAUSE",7.703884454166837E1,1.780609875048103E9,"2026-06-04 23:51:15.048 UTC+02:00"
"START",7.703884454166837E1,1.780609939786255E9,"2026-06-04 23:52:19.786 UTC+02:00"
"PAUSE",1.339162702083340E2,1.780609996662270E9,"2026-06-04 23:53:16.662 UTC+02:00"
