"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780575074703084E9,"2026-06-04 14:11:14.703 UTC+02:00"
"PAUSE",6.021055779166636E1,1.780575134912689E9,"2026-06-04 14:12:14.913 UTC+02:00"
"START",6.021055779166636E1,1.780575312023249E9,"2026-06-04 14:15:12.023 UTC+02:00"
"PAUSE",1.080026241666710E2,1.780575359814560E9,"2026-06-04 14:15:59.815 UTC+02:00"
"START",1.080026241666710E2,1.780575646353369E9,"2026-06-04 14:20:46.353 UTC+02:00"
"PAUSE",1.575758299583394E2,1.780575695925553E9,"2026-06-04 14:21:35.926 UTC+02:00"
