"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780514297094000E9,"2026-06-03 21:18:17.094 UTC+02:00"
"PAUSE",3.704458595835604E1,1.780514334138000E9,"2026-06-03 21:18:54.138 UTC+02:00"
