"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.248250017E-2,-5.103506893E-2,1.038119867E-1,1.034510229E-2
2.248950000E-2,-1.337360740E-1,2.228331864E-1,1.194074079E-1
3.249650006E-2,-2.399605811E-1,1.615053415E-1,2.528367639E-1
6.250450013E-2,-3.257324696E-1,1.189946383E-1,3.426790237E-1
8.250450013E-2,-3.830135167E-1,6.760307401E-2,3.046111763E-1
1.025045001E-1,-3.835217655E-1,-2.075548470E-2,1.594619900E-1
1.225045001E-1,-4.519200027E-1,6.039220467E-2,5.080545321E-2
1.425045001E-1,-6.135437489E-1,-8.541941643E-3,6.719711423E-2
1.625045001E-1,-6.827393174E-1,-1.063043550E-1,1.151027083E-1
1.825045001E-1,-6.535416842E-1,-1.637433320E-1,1.938974410E-1
2.025045001E-1,-6.383053660E-1,-1.202114597E-1,3.024443686E-1
2.225045001E-1,-6.585289836E-1,-1.091296300E-1,3.777034581E-1
2.425045001E-1,-5.665183663E-1,-1.925303489E-1,3.390049040E-1
2.625045001E-1,-4.558972716E-1,-3.074656725E-1,2.589590549E-1
2.825045001E-1,-5.174667239E-1,-3.389540911E-1,3.248698115E-1
3.025045001E-1,-6.704908013E-1,-2.064825892E-1,5.370410085E-1
3.225045001E-1,-7.996891737E-1,-2.974374220E-4,7.157794237E-1
3.425045001E-1,-1.003385186E0,2.142133862E-1,7.285420895E-1
3.625045001E-1,-1.269472718E0,5.024737120E-1,6.692460179E-1
3.825045001E-1,-1.529699326E0,4.486882687E-1,3.116595745E-1
4.025045001E-1,-1.593064070E0,4.290542603E-1,7.327262312E-2
4.225045001E-1,-1.644582272E0,6.749772429E-1,2.934062779E-1
4.425045001E-1,-1.684402704E0,1.324043632E0,6.061790586E-1
4.625045001E-1,-1.708603621E0,1.732442737E0,7.728942037E-1
4.825045001E-1,-1.816888571E0,1.708684802E0,1.052855730E0
5.025045001E-1,-1.858500838E0,1.274344444E0,1.306755543E0
5.225045001E-1,-2.018578529E0,8.764143586E-1,1.309664965E0
5.425045001E-1,-2.395787716E0,5.692700744E-1,1.281495333E0
5.625045001E-1,-2.789556265E0,4.279013276E-1,1.337614059E0
5.825045001E-1,-3.057041168E0,5.304887891E-1,1.347580194E0
6.025045001E-1,-3.455308437E0,9.150760770E-1,1.348769307E0
6.225045001E-1,-3.874651670E0,7.452284098E-1,1.498004317E0
6.425045001E-1,-2.786987066E0,1.681114674E0,1.404267550E0
