"Time (s)","X (hPa)"
-5.417008332E-1,1.014893494E3
4.858281666E-1,1.014902802E3
1.513406167E0,1.014912109E3
2.540967167E0,1.014912109E3
3.568457167E0,1.014914093E3
3.767799167E0,1.014916000E3
4.828422167E0,1.014916840E3
5.889040167E0,1.014916840E3
6.949674167E0,1.014916840E3
8.010268167E0,1.014915543E3
9.070880167E0,1.014915543E3
1.013146317E1,1.014915543E3
1.119203817E1,1.014914703E3
1.225262217E1,1.014913483E3
1.331327117E1,1.014913483E3
1.437395717E1,1.014908905E3
1.543464617E1,1.014907990E3
1.649530917E1,1.014905472E3
1.755594617E1,1.014903793E3
1.861656917E1,1.014901505E3
1.967720417E1,1.014901886E3
2.073790517E1,1.014901886E3
2.179857317E1,1.014903412E3
2.285924417E1,1.014906158E3
2.391993217E1,1.014907990E3
2.498068617E1,1.014911423E3
2.604137317E1,1.014913940E3
2.710209017E1,1.014918594E3
2.816279917E1,1.014920654E3
2.922347617E1,1.014923630E3
3.028414017E1,1.014926682E3
3.134479717E1,1.014926682E3
3.240544617E1,1.014929733E3
3.346616217E1,1.014929733E3
3.452680617E1,1.014929733E3
3.558750217E1,1.014925308E3
3.664819617E1,1.014924698E3
3.770887317E1,1.014924698E3
3.876950817E1,1.014919205E3
3.983014717E1,1.014919205E3
4.089078117E1,1.014919205E3
4.195145917E1,1.014913254E3
4.301212417E1,1.014913254E3
4.407278317E1,1.014913254E3
