"Time (s)","X (hPa)"
-5.439173332E-1,1.000319595E3
4.834866666E-1,1.000321579E3
1.510951667E0,1.000323563E3
2.538403667E0,1.000327911E3
3.565854667E0,1.000328064E3
3.765421667E0,1.000331039E3
4.826004667E0,1.000331802E3
5.886594667E0,1.000333405E3
6.947176667E0,1.000334930E3
8.007765667E0,1.000339661E3
9.068342667E0,1.000343704E3
1.012893567E1,1.000351562E3
1.118952567E1,1.000358505E3
1.225009967E1,1.000363846E3
1.331066167E1,1.000365677E3
1.437127567E1,1.000365677E3
1.543191967E1,1.000361710E3
1.649258867E1,1.000355530E3
1.755323867E1,1.000348129E3
1.861391467E1,1.000337982E3
1.967457767E1,1.000324554E3
2.073519767E1,1.000306625E3
2.179577667E1,1.000286636E3
2.285634567E1,1.000266571E3
2.391692267E1,1.000250092E3
2.497749467E1,1.000238876E3
2.603808867E1,1.000232697E3
2.709871167E1,1.000229874E3
2.815932067E1,1.000226974E3
2.921999967E1,1.000221100E3
3.028062967E1,1.000213623E3
3.134127767E1,1.000211868E3
3.240190267E1,1.000211868E3
3.346252667E1,1.000223846E3
3.452315967E1,1.000244598E3
3.558378867E1,1.000269928E3
