time_bin,gyro_X (rad/s),gyro_Y (rad/s),gyro_Z (rad/s),linacc_X (m/s^2),linacc_Y (m/s^2),linacc_Z (m/s^2),accel_X (m/s^2),accel_Y (m/s^2),accel_Z (m/s^2),orient_w,orient_x,orient_y,orient_z,orient_Direct (°),orient_Yaw (°),orient_Pitch (°),orient_Roll (°),pressure_X (hPa),exercise_class,exercise_type,session
-2.0,,,,,,,,,,,,,,,,,,1000.326614,2,Squat,2
0.0,0.0016632234705247519,0.13345525534652475,0.08655746904336634,0.06313856839811881,0.05408519324612871,-0.10828506718530694,0.24473364798287128,7.697002910950496,5.998889601316832,0.4089295704293532,0.18855459950646764,-0.3894503910308458,-0.8001106217761194,131.61813181044778,51.34811808681592,-0.9789221439355225,-126.34411226268658,1000.326538,2,Squat,2
2.0,0.01715172105301,0.0175869126736,-0.02672193763578,-0.142332425491792,0.36469413806788,0.035293419464850005,-0.48706314697559994,8.28818513019,5.815240644839999,0.520170186029,0.27985838279549996,-0.355892963472,-0.7235083570405,117.3116820555,53.8834948737,1.9770880022879502,-107.533849605,1000.3480526666666,2,Squat,2
4.0,0.004432939374872001,-0.004711763843870001,-0.0009382916876300003,-0.02453650047029,-0.17118544771740002,-0.3094977730446682,0.83663870089894,7.49014815677,5.72094124143,0.5311437959049751,0.21809814453930348,-0.379558829419403,-0.7243763438527363,115.82760948905474,51.8086939638806,-5.0232773072417904,-109.87164633333333,1000.3551865,2,Squat,2
6.0,-0.07203925327079,-0.09587381978477999,0.046056966837160006,-0.015524233273070003,0.10540239466559999,-0.11730463604082299,1.1200199164770395,7.637320091237624,5.92865002170297,0.519245524529,0.19498081431300002,-0.386932650692,-0.733787105277,117.424364536,51.209815977649995,-6.72289447036241,-112.43381678850001,1000.3582,2,Squat,2
8.0,0.04856803120109,0.010596778872778998,-0.03227137045279,-0.08260498617268,0.3817167510928,-0.061848479169070006,0.32957564392919,8.57594522998,5.242940249639999,0.4880659689114428,0.24509471885074627,-0.40891329946865673,-0.729639474020398,121.56844501393034,57.01338363502487,-2.4360407766091443,-113.63784679850745,1000.359268,2,Squat,2
10.0,0.03277143077269,0.045194129463810004,-0.037459525274371,-0.034403766509388,-0.22029178563922,-0.28036432508268,1.4676649749808002,7.3055280762,5.77459267273,0.5026329935044775,0.16885761209054725,-0.40153827553283583,-0.7451657869960199,119.6437742880597,51.18931308716418,-8.784937892258707,-116.08094499502488,1000.3614805,2,Squat,2
12.0,-0.1184623280968176,-0.097159309891438,0.09527035185213001,-0.039052707373027,0.283274607137815,-0.02802837680512,1.2546730721583268,7.866305300059405,5.848207896039605,0.5069330786905,0.18644216750360001,-0.399553185223,-0.7362978028945,119.0599998405,52.13929853505,-7.6155103016775,-114.252403093,1000.3627775,2,Squat,2
14.0,0.141844787044424,0.09617050369159501,-0.08307422284873,-0.030551310317849998,0.41246753887876,-0.018777052508859998,0.78528798521395,8.55991207123,5.126909037740001,0.4893945804233831,0.22834224766492536,-0.4225741976164179,-0.7228717802532338,121.36958150447761,57.51541330900497,-4.897075252349651,-114.06461111492537,1000.366364,2,Squat,2
16.0,-0.0168357385753,-0.02084260618762,-0.004108410771080001,-0.0359763088272,-0.49398056095518,-0.43591239442091995,2.151640640258,6.91484799961,5.5220737884,0.5193828298955,0.1438073336926,-0.4156691290175,-0.7303272614185,117.41085294599999,51.159692337799996,-12.896859394655001,-115.1716817015,1000.370636,2,Squat,2
18.0,-0.11018623023325,-0.06423260309253,0.09555156505602,-0.100351382225214,0.46151555665028,-0.030832701427529998,0.6409374607429603,8.805415282247525,4.816132326039604,0.4948185432014925,0.24953253527373134,-0.43065145325273635,-0.7076628646338309,120.65108878457711,59.84533577885572,-4.285136670433398,-112.13847553781095,1000.3744125000001,2,Squat,2
20.0,0.09688758375162002,0.09264884281711,-0.08930536760613,0.006721181068850002,0.3079153235351,-0.01064534725520001,1.7630322555588,7.72041730967,5.9934166259,0.5252919757507463,0.16604090766462687,-0.4013290824049751,-0.7273161812104478,116.58483165074625,50.82290390751243,-10.441079073000001,-112.94011351044776,1000.379333,2,Squat,2
22.0,-0.087370642169134,-0.094460159964569,0.06383154486763,-0.04101162652958,-0.1582060439746,-0.19664482693423999,2.391515318273,6.97397953488,5.96724505002,0.5360808446375,0.1298387075064,-0.4070597133205,-0.7260019298975,115.153481107,49.1248480153,-14.412374038435,-113.57839811449999,1000.375938,2,Squat,2
24.0,0.032092509099750005,0.03057105337237,-0.010992607681019999,-0.134766894687992,0.2588681652564,-0.205073088392588,0.77505825806717,8.54849830609,4.8140251831,0.4964815662910448,0.23483816841144278,-0.43023213554079603,-0.7134734016616915,120.45252665920398,58.72153379467662,-5.378082601709453,-113.11406679950248,1000.374374,2,Squat,2
26.0,0.06911951998094,0.08937272359333999,-0.10394706014577,0.026571849633489998,-0.27914305227315,-0.27932115842862,2.4450985597077226,6.988183838623762,5.718516699138614,0.5237987882437811,0.12967174787860697,-0.416629388879602,-0.7282776612756219,116.79358421343284,50.35521632333333,-14.398054638495474,-115.12984701343284,1000.364914,2,Squat,2
28.0,-0.122857836795687,-0.11942032982116,0.09015551147155,-0.05774881904353,0.3943806156952,0.05496688522399999,0.8114430953799,8.25505302895,5.67799704436,0.4873852199935,0.20850188554145,-0.4060074376965,-0.7408423124385,121.65041857300001,54.38444565895,-5.0922094423664,-115.62364087600001,1000.3632355,2,Squat,2
30.0,0.12009167851947,0.09755944957417001,-0.03894373449183,0.031017990191020996,0.41518827753295,0.07078904734435999,1.4871754028691,8.14626974478,5.78075386045,0.5015498649462687,0.1831062263360199,-0.4135367527333333,-0.7339384338049751,119.78765822537314,53.50509099293532,-8.546247753358209,-115.32472182636816,1000.363617,2,Squat,2
32.0,-0.059882479431142395,-0.01334332985094,0.035817410888639996,-0.04175754632893,-0.49693172087567,-0.38669273453854003,2.328513277257426,7.00167805429703,5.371971007970298,0.5426114255045,0.1536110274115,-0.424664038194,-0.7065528236605,114.251546232,52.380296953549994,-14.12369691976,-111.8078828495,1000.3719715,2,Squat,2
34.0,-0.023029496617876,-0.038069670692389,0.05073193291062,-0.075850125297453,0.39301206315119996,-0.0186489283528,1.127370121765,8.64263454874,5.10162511594,0.5294471786870647,0.23708901631791043,-0.4254047511880597,-0.6930835327920398,116.05926513532337,58.12692054263681,-7.053538148587065,-109.05518466567163,1000.3834535,2,Squat,2
36.0,0.0658858925014,0.052191145286100006,-0.07142730045167,0.08179036137406999,0.2855879878104,0.0802514414679,2.186485180621,8.06023914642,5.56277564848,0.5309789830199005,0.1740942905730846,-0.43211736195422884,-0.7049148241865671,115.84071907910447,54.71094953865672,-12.411465788303483,-112.2260875278607,1000.391159,2,Squat,2
38.0,-0.0840779551887541,-0.06469024283326,0.07256936059261801,-0.05188827794358,-0.16710648856723,-0.226249040043132,2.3202878079465346,7.274594679752475,5.6334712747821785,0.5456555687529999,0.152319506884,-0.419213064789,-0.707626085703,113.850120311,51.71251485915,-14.049900265195,-111.4332998545,1000.392838,2,Squat,2
40.0,0.00954599387899,0.018733609863100003,-0.045277182549691,-0.06370861076796301,0.1816979638198,-0.11842755870309,1.142303068573,8.3902878067,5.00924172821,0.5169664328746268,0.22751699695920397,-0.42904966007164175,-0.7028172086726369,117.72269027661692,57.91367489597015,-7.145770429716418,-111.11895367313431,1000.39341,2,Squat,2
42.0,0.13274102088339101,0.07687980188891,-0.06408309719425,-0.02087386040592,-0.23399735506816,-0.21373449580915502,2.0877445129274,7.223200776720001,5.65075968474,0.5422882520910001,0.16381864097680002,-0.41160348253050005,-0.7100664781099999,114.304334956,51.713218930450005,-12.472631710205,-111.00903774950001,1000.395432,2,Squat,2
44.0,-0.1691963992873,-0.08340543244718,0.1025667519654615,-0.03349933581994,0.36282887046234,-0.01986266705052,1.4033871414147001,8.38256087519,5.17336343541,0.5395225340333333,0.22444077056567163,-0.4220442399477612,-0.6876224848766169,114.64325219054727,56.892882440298514,-8.522281389333333,-107.9556072835821,1000.3966144999999,2,Squat,2
