"Time (s)","X (hPa)"
-5.351424583E-1,1.013094406E3
4.968245417E-1,1.013095703E3
1.528794542E0,1.013096924E3
2.560763542E0,1.013121338E3
3.592678542E0,1.013154602E3
3.786072542E0,1.013184967E3
4.851300542E0,1.013190079E3
5.916558542E0,1.013213120E3
6.981812542E0,1.013219910E3
8.047058542E0,1.013219910E3
9.112285542E0,1.013199692E3
1.017750554E1,1.013164368E3
1.124273854E1,1.013134613E3
1.230795554E1,1.013120193E3
1.337319254E1,1.013120193E3
1.443842554E1,1.013125763E3
1.550363054E1,1.013149109E3
1.656886754E1,1.013170853E3
1.763410154E1,1.013186264E3
1.869931154E1,1.013187714E3
1.976450654E1,1.013188095E3
2.082970454E1,1.013188095E3
2.189491454E1,1.013187256E3
2.296012154E1,1.013187256E3
2.402535454E1,1.013189316E3
2.509061854E1,1.013199081E3
2.615589154E1,1.013208923E3
2.722112954E1,1.013218460E3
2.828640154E1,1.013223038E3
2.935164954E1,1.013223419E3
3.041690854E1,1.013223419E3
3.148214454E1,1.013216705E3
3.254737554E1,1.013207397E3
3.361256354E1,1.013195267E3
3.467776554E1,1.013183441E3
3.574298254E1,1.013169174E3
3.680820254E1,1.013154831E3
3.787346254E1,1.013139725E3
3.893869854E1,1.013126678E3
4.197511396E1,1.013137360E3
4.300707696E1,1.013133698E3
4.403900696E1,1.013137360E3
4.507095096E1,1.013138504E3
4.610291596E1,1.013147125E3
4.629632596E1,1.013151855E3
4.736156496E1,1.013153992E3
4.842684096E1,1.013162613E3
4.949209896E1,1.013170395E3
5.055727996E1,1.013178024E3
5.162246196E1,1.013181610E3
5.268767696E1,1.013181915E3
5.375288496E1,1.013181915E3
5.481814496E1,1.013177185E3
5.588333796E1,1.013161774E3
5.694853996E1,1.013149185E3
5.801377096E1,1.013139420E3
5.907897496E1,1.013130798E3
6.014413896E1,1.013124542E3
6.120933296E1,1.013124542E3
6.227458596E1,1.013123932E3
6.333983596E1,1.013123093E3
6.440504696E1,1.013118668E3
6.547022996E1,1.013113556E3
6.653544096E1,1.013109589E3
6.760065896E1,1.013105545E3
6.866586596E1,1.013103027E3
6.973108496E1,1.013103027E3
7.079628396E1,1.013104706E3
7.186147596E1,1.013108292E3
7.292666596E1,1.013112488E3
7.399186396E1,1.013117294E3
7.505702496E1,1.013118820E3
7.612221296E1,1.013118820E3
7.718747696E1,1.013113327E3
7.825271496E1,1.013103485E3
7.931793196E1,1.013091736E3
8.215572100E1,1.013140640E3
8.318760100E1,1.013134613E3
8.421948700E1,1.013128586E3
8.525135100E1,1.013128586E3
8.628325500E1,1.013128204E3
8.647682500E1,1.013126297E3
8.754192800E1,1.013122406E3
8.860712700E1,1.013120880E3
8.967231300E1,1.013117523E3
9.073750200E1,1.013112488E3
9.180270100E1,1.013109360E3
9.286790500E1,1.013107452E3
9.393308300E1,1.013103790E3
9.499827700E1,1.013101120E3
9.606346300E1,1.013093567E3
9.712863500E1,1.013089142E3
9.819380900E1,1.013083267E3
9.925896100E1,1.013079834E3
1.003241430E2,1.013079834E3
1.013892910E2,1.013083496E3
1.024544470E2,1.013091202E3
1.035196020E2,1.013103027E3
1.045847670E2,1.013117828E3
1.056499320E2,1.013134842E3
1.067150680E2,1.013154449E3
1.077802160E2,1.013171310E3
1.088453460E2,1.013183212E3
1.099105020E2,1.013191833E3
1.109756400E2,1.013191833E3
1.120407810E2,1.013189926E3
1.131058990E2,1.013180161E3
1.141710120E2,1.013166580E3
1.152361320E2,1.013150787E3
1.163012490E2,1.013140564E3
1.173663730E2,1.013131943E3
1.184315070E2,1.013127518E3
1.194966730E2,1.013120728E3
1.205618360E2,1.013115234E3
1.216270080E2,1.013110199E3
1.226921530E2,1.013102264E3
1.237572990E2,1.013094254E3
1.248224300E2,1.013094254E3
1.258876370E2,1.013104248E3
1.269528210E2,1.013111038E3
