"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.289916663E-3,1.223396137E-2,5.092636868E-2,-4.836956039E-2
1.924191666E-2,1.038032025E-2,4.389215261E-2,-6.124403328E-3
2.919391666E-2,1.229167078E-2,4.593053833E-2,7.088071667E-3
5.914679166E-2,2.178270370E-3,8.912178129E-2,-7.221762091E-3
7.914679166E-2,-1.534756366E-2,2.391230464E-1,-9.653789550E-2
9.914679166E-2,-2.948195674E-2,1.890473366E-1,-8.046050370E-2
1.191467917E-1,-5.067748576E-2,1.347578615E-1,2.537670732E-2
1.391467917E-1,-5.523690954E-2,4.384986311E-2,9.712576866E-2
1.591467917E-1,-8.658885024E-3,-8.755242825E-2,6.715646386E-2
1.791467917E-1,6.532523781E-2,-2.257610857E-1,8.786676452E-3
1.991467917E-1,8.999533206E-2,-2.200461179E-1,-2.371449955E-2
2.191467917E-1,5.112275854E-2,-1.080591753E-1,-5.821398459E-3
2.391467917E-1,-9.159833193E-3,2.522110566E-2,-2.710968070E-2
2.591467917E-1,-1.825170591E-2,1.646183133E-1,-5.137309060E-2
2.791467917E-1,1.349089388E-2,2.060346007E-1,-5.805413425E-2
2.991467917E-1,2.644333988E-2,1.527787298E-1,-4.201406240E-2
3.191467917E-1,-7.682535332E-3,7.086596638E-2,-5.596525222E-2
3.391467917E-1,-4.011215642E-2,9.640937671E-3,-8.895764500E-2
3.591467917E-1,-6.389559805E-2,-6.495820731E-2,-9.066290408E-2
3.791467917E-1,-4.052579403E-2,-2.014686614E-1,-9.956936538E-2
3.991467917E-1,2.302254364E-2,-2.862782776E-1,-1.481488049E-1
4.191467917E-1,7.614005357E-2,-3.306025863E-1,-2.043824643E-1
4.391467917E-1,6.711269170E-2,-4.532275796E-1,-2.339029014E-1
4.591467917E-1,3.558982909E-2,-6.555110812E-1,-2.785158753E-1
4.791467917E-1,-1.979551977E-3,-7.950260639E-1,-3.164408803E-1
4.991467917E-1,-1.098487899E-1,-7.380774021E-1,-3.681947291E-1
5.191467917E-1,-1.425337791E-1,-6.670336127E-1,-4.161682427E-1
5.391467917E-1,-1.396428049E-1,-7.652934790E-1,-4.604978561E-1
5.591467917E-1,-1.016703472E-1,-8.208528161E-1,-5.302394629E-1
5.791467917E-1,-5.908227339E-2,-7.960687280E-1,-6.120786667E-1
5.991467917E-1,-3.583937883E-2,-8.492539525E-1,-6.858060956E-1
6.191467917E-1,4.563930258E-2,-1.008699059E0,-7.441118360E-1
6.391467917E-1,4.243765026E-3,-1.162766695E0,-7.562144399E-1
6.591467917E-1,-4.066853225E-2,-1.250985384E0,-7.785739303E-1
6.791467917E-1,-2.008670941E-2,-1.142675400E0,-7.434825301E-1
6.991467917E-1,3.355450695E-3,-9.180647731E-1,-6.649052501E-1
7.191467917E-1,-4.229493812E-2,-6.234554052E-1,-6.306315064E-1
7.391467917E-1,-5.136201531E-2,-2.319903970E-1,-5.703048110E-1
7.591467917E-1,1.438193582E-2,1.353731453E-1,-4.046357572E-1
7.791467917E-1,6.733014435E-2,4.927816391E-1,-1.089717895E-1
7.991467917E-1,1.271746010E-1,6.353880167E-1,2.252863348E-2
8.191467917E-1,2.077329755E-1,5.323200822E-1,-3.208188340E-2
8.391467917E-1,2.324389219E-1,2.303678393E-1,-1.398728639E-1
8.591467917E-1,1.768822521E-1,-1.746215820E-1,-2.096131891E-1
8.791467917E-1,1.013706252E-1,-4.773853123E-1,-2.303883284E-1
8.991467917E-1,9.925142676E-2,-6.294187307E-1,-2.737719417E-1
9.191467917E-1,4.595217109E-2,-5.497802496E-1,-3.091979027E-1
9.391467917E-1,3.387644887E-2,-2.310817242E-1,-2.781254649E-1
9.591467917E-1,3.500731289E-2,2.117248774E-1,-2.149362713E-1
9.791467917E-1,2.079613693E-2,4.293636382E-1,-2.071436346E-1
9.991467917E-1,4.617347196E-2,5.170674324E-1,-2.634566724E-1
1.019146792E0,4.746543616E-2,5.859851837E-1,-3.406943083E-1
1.039146792E0,6.765211932E-3,6.066995263E-1,-4.082918465E-1
1.059146792E0,-1.877109706E-2,3.999542296E-1,-4.010388255E-1
1.079146792E0,-2.030919120E-2,1.333849728E-1,-3.247188032E-1
1.099146792E0,5.205440335E-3,8.416840574E-4,-2.776627243E-1
1.119146792E0,3.478182480E-2,-5.369999446E-3,-2.843605280E-1
1.139146792E0,1.267540306E-1,1.153351441E-1,-3.072039783E-1
1.159146792E0,1.682041734E-1,2.360068113E-1,-3.054170609E-1
1.179146792E0,6.655044854E-2,6.135644913E-1,-2.136464417E-1
1.199146792E0,6.834182888E-3,8.595848083E-1,-7.162111998E-2
1.219146792E0,1.301617473E-1,9.070394635E-1,-4.584416747E-2
1.239146792E0,8.142683655E-2,9.890826941E-1,-2.810818851E-1
1.259146792E0,-3.591513261E-2,9.799054861E-1,-5.397081375E-1
1.279146792E0,-2.608387172E-1,8.592380285E-1,-6.382190585E-1
1.299146792E0,-3.575404286E-1,4.082771540E-1,-5.253777504E-1
1.319146792E0,-3.729956150E-1,6.572866440E-2,-3.557652831E-1
1.339146792E0,-3.541020155E-1,-1.626203805E-1,-3.342970908E-1
1.359146792E0,-3.238130212E-1,-3.107958436E-1,-4.530609548E-1
1.379146792E0,-3.091308773E-1,-1.874730438E-1,-4.200731814E-1
1.399146792E0,-2.948230505E-1,3.585362807E-3,-2.195963860E-1
1.419146792E0,-2.162006646E-1,2.620576918E-1,-5.258594826E-2
1.439146792E0,-9.471051395E-2,3.534425795E-1,-1.579237916E-2
1.459146792E0,5.839959718E-3,3.513996601E-1,-8.253598213E-2
1.479146792E0,9.972319007E-2,3.343504667E-1,-1.144722477E-1
1.499146792E0,1.751239598E-1,1.992013007E-1,-7.458709180E-2
1.519146792E0,2.514125109E-1,-7.056118548E-2,-8.712630719E-2
1.539146792E0,3.303435445E-1,-3.674945831E-1,-2.044242918E-1
1.559146792E0,3.464214504E-1,-6.921396852E-1,-3.921951354E-1
1.579146792E0,3.930613697E-1,-9.917181134E-1,-5.954487920E-1
1.599146792E0,3.660900295E-1,-1.166467667E0,-6.335126758E-1
1.619146792E0,2.736145258E-1,-1.369835734E0,-5.661574602E-1
1.639146792E0,1.972428858E-1,-1.598069549E0,-6.029546857E-1
1.659146792E0,1.500253081E-1,-1.676189661E0,-6.565626264E-1
1.679146792E0,1.057665646E-1,-1.681363702E0,-6.340632439E-1
1.699146792E0,2.062648162E-2,-1.649750829E0,-5.691143870E-1
1.719146792E0,5.830367096E-3,-1.569290519E0,-4.584724605E-1
1.739146792E0,9.349432588E-2,-1.344111204E0,-3.088937700E-1
1.759146792E0,1.259784847E-1,-9.975720644E-1,-1.253749579E-1
1.779146792E0,1.209065914E-1,-7.299122214E-1,4.734735191E-2
1.799146792E0,2.754019573E-2,-6.443189979E-1,1.512397677E-1
1.819146792E0,-8.739711344E-2,-7.773391008E-1,1.434771419E-1
1.839146792E0,-1.324951053E-1,-9.626460075E-1,5.916659907E-2
1.859146792E0,-5.372914020E-3,-9.051572680E-1,2.202036558E-3
1.879146792E0,1.155411899E-1,-1.014465094E0,7.354358584E-2
1.899146792E0,2.464373410E-1,-1.181142569E0,1.940324008E-1
1.919146792E0,2.050465047E-1,-9.819499850E-1,2.771074772E-1
1.939146792E0,3.505056724E-2,-6.144338250E-1,3.639175296E-1
1.959146792E0,-7.286392897E-2,-2.804403007E-1,4.440800846E-1
1.979146792E0,-2.588908374E-1,-2.151377946E-1,5.485526919E-1
1.999146792E0,-3.599250913E-1,-2.730493248E-1,5.473667979E-1
2.019146792E0,-2.806797624E-1,-6.413070858E-2,5.364292264E-1
2.039146792E0,-2.666632235E-1,2.844660543E-2,6.204526424E-1
2.059146792E0,-2.733385265E-1,-5.430549979E-1,6.437395811E-1
2.079146792E0,-4.598534480E-2,-1.391961336E0,5.237936974E-1
2.099146792E0,1.459395587E-1,-1.403220892E0,2.873447537E-1
2.119146792E0,1.175014954E-2,-6.531073451E-1,2.546869218E-1
