,,time_bin,gyro_X (rad/s),gyro_Y (rad/s),gyro_Z (rad/s),linacc_X (m/s^2),linacc_Y (m/s^2),linacc_Z (m/s^2),accel_X (m/s^2),accel_Y (m/s^2),accel_Z (m/s^2),orient_w,orient_x,orient_y,orient_z,orient_Direct (°),orient_Yaw (°),orient_Pitch (°),orient_Roll (°),pressure_X (hPa),exercise_class,exercise_type,session,LOF_Label,LOF_Score,PC1,PC2
subj1,10,20.0,-0.0428505419772099,-0.1796816065545899,0.6955210700979699,0.2380324221354399,-0.0765890467085299,0.09093055346873,7.588437090723763,0.8535873322177526,4.49484401290099,0.8319987169905472,0.0650879082988706,-0.4869675609616915,-0.01058170263,67.33125472756218,3.1470756991557214,-50.88752047636816,1.4627007309258706,1003.7859345,1,Pullup,1,1,-1.005685177982596,0.8250198323890109,1.0884928123739623
subj1,11,22.0,0.01900584460688,-0.0037501491699999,-0.3714448896730999,0.0858619983824,-0.05830482493,-0.08220439102792,5.606739225813,5.0595386353388,4.47268101201,0.8161812697895522,0.2480309218656149,-0.4259155176024876,-0.1793383445791069,70.53250813985075,40.73246740391095,-37.529766266139305,-34.87136683014428,1003.776932,1,Pullup,1,1,-1.0915585654324076,3.1329343060436172,-2.0861096125793157
subj1,12,24.0,-0.0472938399348,-0.0410853994814599,0.1145892675106,0.23485728169312,-0.0676079093643999,0.13812389002572,8.519862557613862,-1.868756969195248,4.357754339841584,0.8398931541766169,-0.0703245310829403,-0.5177696156676617,0.0670199331938493,65.71209242,-19.830837349156617,-58.20837099885572,19.501316165456217,1003.7714385,1,Pullup,1,1,-1.139946496667116,-0.20168193583797114,2.258342890760899
subj1,13,26.0,-0.11709507159888,0.03221524357538,0.2594392814954,0.0637646438869,-0.0355105070012899,-0.0086866966834,7.133659977702999,3.6461792312836,4.1914727875,0.8244373229452736,0.1678470999960795,-0.4845616456676617,-0.1172831127188901,68.87634929099502,32.72360347820348,-47.90949556432835,-28.331013019455227,1003.761673,1,Pullup,1,1,-0.9569989636892213,2.1569209460264624,-1.255614718777582
subj1,14,28.0,0.0561676800507,0.1815027229889599,-0.774545596577902,0.25710782227637,-0.1682034072058,0.038790887612,6.9723850091475255,0.8075039552369306,4.626795361237623,0.8311071980169155,0.0573313823449353,-0.4624222516562189,-0.0449513669092835,67.55939230358209,2.850101698851443,-46.20341084014428,-1.9673499952587064,1003.7555695,1,Pullup,1,1,-1.3367852715224553,1.5105377568597225,0.3665311659700513
subj1,15,30.0,0.0011109413786555,0.18705567845279586,-0.324911199875921,0.19932148689398502,-0.08359341976371694,-0.0016589998155499969,3.9210738078200995,1.9128239947174754,6.933961693039604,0.9066655509601991,0.10750560994236816,-0.24341631343855627,0.020641930167056247,44.56007775716418,10.42434238114214,-25.228286011384576,3.6604855149689053,1003.74923725,1,Pullup,1,-1,-1.6898226244051457,4.2961278616718195,-0.6217108224836541
subj1,16,32.0,-0.053945797293389,0.1926086339166318,0.12472319682606,0.1415351515116,0.0010165676783661,-0.0421088872431,0.8697626064926733,3.01814403419802,9.241128024841585,0.9822239039034826,0.157679837539801,-0.0244103752208936,0.086235227243396,21.56076321074627,17.998583063432836,-4.253161182624876,9.288321025196517,1003.742905,1,Pullup,1,1,-1.0977945077908968,7.37328956394763,2.8405084111800067
subj1,17,34.0,0.3098650921275313,-0.2993163389109899,0.1143411195598252,0.2445410203951515,-0.0724108215482151,-0.0370404603477272,2.9229866179885,3.4848372436300004,8.22475154114,0.9133981699014926,0.2317080632323383,-0.0785997624107363,0.2771661175497512,45.46790723845771,24.358378073681592,-16.16737281858607,29.022053609651746,1003.7504575,1,Pullup,1,1,-1.0977945077908966,5.367330488884065,2.7537152517226913
subj1,18,36.0,-0.3658993295209,-0.0290556325481699,0.40869439541123,0.15515959786313,-0.0286249058026499,0.14050511594174,7.239115488772277,-1.2626036102318812,5.209721773336634,0.7375558343,0.1694145833485194,-0.4117130281890547,0.452411663420398,84.51334265417911,-12.449809710011444,-46.43661059567164,69.30986968776119,1003.775406,1,Pullup,1,1,-1.3912067213233865,-0.5988414647021486,3.242261796782118
subj1,19,38.0,0.0110926983412,-0.1150902590705,-0.7506891080156,0.1227459350217999,-0.1988375217993,-0.00958638725183,6.192788530077,4.870821574492,3.744705844078,0.7988291743671642,0.3677300686451741,-0.3922161626343283,0.0601480096984606,73.68109376268657,42.83158005969205,-40.68174998935324,-3.869262576869761,1003.782959,1,Pullup,1,1,-1.0209181975542994,2.1864216215663252,-1.5221635584495024
subj1,20,40.0,-0.06629154495002,0.0026916610516999,0.61823576169559,0.2349822951573,-0.1480174863583999,0.0469469670031399,7.418989458623763,0.7898495785721782,3.7702513061930696,0.7719533499144279,0.2036489983753134,-0.4768487738587065,0.2073788595501746,78.66539771925373,4.09586174611592,-49.11309152741293,32.17545794195373,1003.788452,1,Pullup,1,1,-0.9937758692630119,0.02084520749301513,1.1838714476608498
subj1,21,42.0,-0.0356559952440099,0.0168054384637,0.0963129565471,0.155209650056295,-0.1126516658943,-0.081854271436979,7.71760914917,3.170791804539,3.2808279830962,0.791082054677612,0.2826954138012935,-0.480606190778607,0.0972534412190278,75.23920626850746,31.3544041695602,-53.397840469402986,1.5892194386490048,1003.7890245,1,Pullup,1,1,-0.9673259946151346,1.0030499154836967,-1.0775513277013362
subj1,22,44.0,-0.092969769785143,-0.00530849403107,-0.7365628358717999,0.1820657857862,-0.1968251689159,-0.00971754027,7.650400810622773,1.4926662815363367,3.4879813589574256,0.7740603594701493,0.2108909519004477,-0.5010240992373134,0.1312897449510746,78.24981482467662,11.366373217820398,-52.078417390149255,18.20732266930597,1003.789673,1,Pullup,1,1,-1.0480603336997418,0.16124653415349957,-0.23409869614671633
subj1,23,46.0,0.0376939819167,-0.0359993544926999,0.80495741794425,0.18673613236191,-0.1276117116039,0.0816563753282999,7.662251266552,-1.9486223190829,3.5066828155539995,0.7426879560482587,0.0781393521582935,-0.5368979928258707,0.270890025775801,83.62222934820895,-20.6765807810806,-51.30154324179105,51.04719843595423,1003.791504,1,Pullup,1,1,-1.1434227948474949,-1.381978544958802,2.5176575983642246
subj1,24,48.0,0.04970504682198,-0.06510777457843,-0.3230712845005999,0.1693598621961999,-0.2346859823962999,-0.1098221909406,7.596140872493069,2.8992526562663365,2.6333965958678216,0.7619088124915422,0.2892301512706418,-0.5005227495965174,0.0980132816941194,80.49018847945274,30.03110180959701,-52.43432677462687,3.721255260670149,1003.787956,1,Pullup,1,1,-1.024189882721839,0.5246066728966862,-1.402873774003127
subj1,25,50.0,-0.0893258698406,0.02757800872868,-0.4478274959411,0.286383940041,-0.0851810403816,0.07136315471611,8.739176289181,0.980989521827,2.7523025573545,0.7533027106686566,0.2199950147931841,-0.5463211043363184,0.192597223101184,82.11452944263682,7.903137419920398,-62.63079708228856,27.16499487270149,1003.7804795,1,Pullup,1,1,-0.9872459529259527,-0.7622002369508625,0.17753393213284754
subj1,26,52.0,0.098584222116139,-0.03273740550653,0.5508329902634,0.3261307655641,-0.2572640477979599,-0.0025377924517099,7.041478951644555,2.9562647920866336,2.934390971920594,0.7491901404004976,0.3090118319572139,-0.4750160574039801,0.0864327464588956,82.63293872497512,21.554104498488066,-48.40850805174129,13.289073513199003,1003.775482,1,Pullup,1,1,-1.036701650176086,0.542385018363461,-0.37345667394442367
subj1,27,54.0,-0.1344481491228,0.02584471485259,-0.3581748078878,0.0826840761273,-0.10596229351995,-0.1473353099518,5.3657733170199,6.3639096816193,3.355374462896,0.7893726051343284,0.3660492295512437,-0.4189345457218905,-0.1364379043342885,75.62462419701492,58.40372217779253,-36.00454209273632,-37.75920138271642,1003.772354,1,Pullup,1,1,-1.099770624748189,3.118250759045802,-3.187733438483352
subj1,28,56.0,-0.06562372464619,-0.00059907206391,-0.19093082802507,0.284834977517488,-0.09441325163023,0.1237499560952,8.704431714396039,1.1260474811950494,2.733024072960396,0.7467919898054727,0.2212525451763681,-0.550793778538806,0.1829256811890497,83.1565951018408,11.565214837991045,-61.703632339801,22.79235268437313,1003.771362,1,Pullup,1,1,-1.0455838633305805,-0.7716172725574169,0.23544787123736444
subj1,29,58.0,0.17818150270539,0.0183634152179599,0.5688365732615199,0.23137307499492,-0.1895341674714,-0.030271023743566,7.83658174452,1.7404801528673,2.681875511166,0.7312567673363184,0.265337038888209,-0.5233765817119403,0.152247349566199,85.58395340910448,11.871245790835822,-54.714857423333335,24.23455715842786,1003.7715145,1,Pullup,1,1,-0.9879497465745795,-0.27903923844475703,-0.06664103963575842
subj1,30,60.0,-0.0442793755796299,-0.0015799426557899,0.0261377794460999,0.0688746455136,-0.0477253819287199,-0.1294449306644,7.178577516910891,4.899175478313762,2.5683605518998016,0.7781308970129354,0.3411434515074626,-0.4825348693935323,-0.0001204453145298,77.65468548099503,52.14992828777114,-50.32275426318408,-22.360901435788055,1003.771591,1,Pullup,1,1,-1.0524883410039192,1.71985800044938,-2.5899085903008308
subj1,31,62.0,-0.1654109087364,0.01079550333772,-0.6078375452388599,0.3296508712886,-0.2125187317766,0.0109385434800479,8.215550175319999,1.6411706680827998,2.35778895262682,0.7370417750885572,0.2428941707258706,-0.5465081256099502,0.1305251388403034,84.73683138059701,15.341827707258703,-57.8447865038806,16.622731640089054,1003.7716295,1,Pullup,1,1,-0.9954844352293902,-0.5199554213717875,-0.598514903355531
subj1,32,64.0,0.12227629895363,-0.06244668847368,0.3313693883134,0.2315550754270999,-0.1223356161750999,0.0730260838272999,8.997191728564356,1.4901526966726732,2.0965002063769504,0.7320866988188118,0.2638134553480198,-0.5634624829069307,0.1847262762796782,85.71497809851485,20.08864711968911,-67.46775580351485,17.77286889498713,1003.7742615,1,Pullup,1,1,-0.9552863114194474,-1.0381671605823015,-0.3117985391969973
subj1,33,66.0,0.04551645415345,0.0543721679461,0.28751425853648,0.14900514610234,-0.11495279142178,-0.10895751420782,8.189115147308,3.5130775177741,1.76210418545139,0.7416269327258705,0.3333483153119403,-0.5312349437373134,0.1004158814070288,83.9775455160199,39.56295168506915,-60.541327046268655,-2.32183090357214,1003.7802505,1,Pullup,1,1,-0.9724149477061941,0.19103879476906252,-1.9749619104221352
subj1,34,68.0,-0.11892960789946,0.0021361191870299,-0.5320678913198,0.3583760096132999,-0.154103155087,-0.142431646334,6.802159292434852,4.402984046676237,2.330546672520099,0.7479696921641791,0.3514603423970149,-0.4747516059014925,0.0014943656330995,82.71116370432836,34.61026737979105,-48.24280294293533,-3.614980772870647,1003.786545,1,Pullup,1,1,-1.0844256853599987,1.0704676936780533,-2.118692904275749
subj1,35,70.0,-0.0163342819536,0.0006580535957999,-0.1239526564059,0.5053231769782,0.1269962622247,0.0256718122295099,9.13289354989,1.0197993164118,2.13470336149,0.7255392255696518,0.2420339140976119,-0.5624658419482587,0.2119230621965442,86.72239024348258,9.099175560045271,-64.97340288766169,29.44469069804975,1003.7953565,1,Pullup,1,1,-1.1914510371099065,-1.1961488070573236,0.1939763490009253
subj1,36,72.0,0.0026969296032727484,0.0853686690360449,-0.04299217777144,0.32872593896044,0.06035324125583,-0.006243693045407547,5.3804585288035,2.3955696372809,5.497595191924999,0.8338606279631842,0.22628124409233824,-0.2925734070659579,0.23407121465225222,62.9364537510199,16.055378450967908,-36.827820124937816,29.061277531985077,1003.79404075,1,Pullup,1,-1,-1.696941715266267,3.568523330800652,-2.5211550173689514
subj1,37,74.0,0.0217281411601455,0.1700792844762899,0.03796830086302,0.15212870094268,-0.00628977971304,-0.038159198320325,1.628023507717,3.77133995815,8.86048702236,0.9421820303567164,0.2105285740870646,-0.0226809721836572,0.2562193671079602,39.150517258557215,23.011581341890547,-8.68223736221393,28.6778643659204,1003.792725,1,Pullup,1,1,-1.037072016275485,5.805819984136576,2.642243571057378
subj1,38,76.0,-0.0205461437573551,0.0180275199587244,-0.0035574843213387,0.1642453469176897,0.0459929095481836,0.0439685020578775,1.2988342088267326,5.28173983280198,8.1285169589901,0.8227536992783919,0.2633411539070351,0.0913487907341758,0.434234599040201,64.8697062141206,32.92905392959799,-6.668949236326633,54.21719149346734,1003.8106155,1,Pullup,1,1,-1.024198207892961,4.623385487422606,2.8705708669816317
subj1,39,78.0,-0.08814451143807255,0.0746257503188922,0.24904470333680065,0.15001153106337983,0.0016289483093018045,0.11325691302988874,4.802157920487623,1.3083372195301979,5.442044596129703,0.7092196791095939,0.24606232287603,-0.22326217277445443,0.47136327285293633,85.74721607499563,4.076582292787304,-32.12967649582501,72.50202423432498,1003.8158605833335,1,Pullup,1,-1,-2.4161123406620306,0.8263389482420068,-0.1937163995283096
subj1,40,80.0,-0.15574287911879,0.13122398067906,0.50164689099494,0.13577771520907,-0.04273501292958,0.1825453240019,8.305481632148513,-2.6650653937415845,2.755572233269307,0.5956856589407961,0.2287834918450249,-0.5378731362830846,0.5084919466656717,106.62472593587066,-24.775889344023383,-57.590403755323386,90.7868569751826,1003.8211056666668,1,Pullup,1,1,-1.1877564542960457,-3.774435073567919,2.6884759616223937
subj1,41,82.0,-0.06246590149902,-0.01914989526649,-0.1677936175096,0.0876022189497,-0.2144118065888999,-0.0074928041298999,8.582672241320001,1.6375182633069,1.631445391826,0.6921539629651741,0.3200788265144278,-0.5514054841258706,0.2268779747098258,91.85193835577115,21.35597469975622,-63.32075793104477,25.81958525425373,1003.820038,1,Pullup,1,1,-1.0805901629408083,-1.7151355708860823,-1.0970421989809211
subj1,42,84.0,-0.0696704186721599,-0.03001482870208,-0.1579207727069,0.2538119083548,-0.30303591814031,-0.0098818997304,8.569187214171286,0.9474881042039603,1.8041951865130688,0.6982041653592039,0.2772707413374129,-0.5600060717298507,0.2259013732422676,90.92371138925373,13.08541841131841,-60.673623332238805,30.30962186934826,1003.820839,1,Pullup,1,1,-1.0255838878790617,-1.8829751017016374,-0.5293868198001337
subj1,43,86.0,-0.05871121289523,-0.0324727062137,-0.208217266219462,0.3820212214381,0.0574678968565,0.2002678319096999,9.39256007094,-2.056327844248,1.7933576934454,0.6451746521189055,0.2018082529196019,-0.6071818516462686,0.3873312613040298,99.49322129393036,-30.985706884890547,-68.60456440154229,81.35937734679602,1003.827438,1,Pullup,1,1,-1.1753372334994794,-3.9555189970321023,2.199060892596753
subj1,44,88.0,0.1086205264897999,0.0318753541317,0.40503915585167,0.219077883220509,-0.2263560382606,-0.0021153837629499,8.05104934090297,2.280601030029703,1.9111529647069307,0.706644555418408,0.3296037576104478,-0.5249213313402985,0.1768677375479651,89.48682612701492,19.25109522560149,-56.69785719149253,24.88556325228856,1003.836174,1,Pullup,1,1,-1.0256687106234164,-1.296357714787675,-0.797287630560166
subj1,45,90.0,-0.2659331590985599,0.0067317639002699,-0.6031543402370501,0.0911084901091,-0.0655980124118999,0.00883747588868,8.195512843389999,3.81681838533458,1.378498397831,0.7221571535427861,0.3371462862676617,-0.5572660475149254,0.0674481773648059,87.28265332124377,50.15215325825572,-60.32118804552239,-15.536485961579103,1003.8368985,1,Pullup,1,1,-1.30141494003301,-0.6473521673765092,-2.8692568017270084
subj1,46,92.0,0.0607600067071699,-0.17758201547312,0.31933791431794,0.2360829165646,0.1431421342476,0.0879278934906,8.037689993039605,5.648751380792079,1.1860489450238614,0.7415003378029851,0.3704168304383085,-0.547827368799005,-0.0127687458998348,84.15203844895522,81.13591938059702,-54.03235277791045,-50.1154673577612,1003.8323975,1,Pullup,1,1,-1.6592071389431777,0.49795250063234126,-3.35409845912837
subj1,47,94.0,-0.00553031085499,0.147271715434518,0.2055492062369,0.0934890260628799,-0.1961995373497,0.07194517071208,8.87984177393,-1.840672801213,1.11877349855549,0.6903363792681592,0.0959967758968348,-0.6449070885925373,0.2374993722398348,92.66540282517413,-13.33076581112438,-65.63900636144278,41.350552373238806,1003.830032,1,Pullup,1,1,-0.9682571808298427,-3.331795526178109,0.6553956174180323
subj1,48,96.0,-0.08889365500327,0.078450798844,0.2288383152769,0.0434526475836,-0.1377116594696,0.028394633954,8.775477538306932,0.2119132844624752,1.85310190029802,0.7418323662179105,0.1096297509471641,-0.6138843186039801,0.101359063604694,84.12200243626866,8.5698412262199,-65.34137974661692,9.043677247818408,1003.830566,1,Pullup,1,1,-0.9715804953459175,-1.946933148054232,-0.5808863482186764
subj1,49,98.0,-0.00656971979903,-0.1351428536821,-0.4622130953955,0.0927439855246,-0.1719647902026,-0.0851860113311,8.683914207579999,1.4547348632558,1.5398478698904,0.7372771082542289,0.177481034504189,-0.6080288693114427,0.0766343886168427,84.91930686502488,26.766874277378108,-63.74754695253732,-5.466116450522388,1003.830566,1,Pullup,1,1,-1.0014058555753187,-1.4099184869522359,-1.8615795717276014
subj1,50,100.0,0.11045937698647,-0.10703577295217,0.16136847854364,0.2412884178655,-0.0492770027992,0.1528963102702299,8.960190454950494,-3.3074167459834656,1.6222255744443566,0.682829003121393,0.0429787769760945,-0.6414025495169153,0.3096276483709452,93.77239531955225,-49.514234264846266,-65.72639358920398,79.3257954638209,1003.8322835,1,Pullup,1,1,-1.0265351453078542,-4.1853462192296185,2.752799789203108
subj1,51,102.0,-0.131951780964829,0.0302875454772,0.29955934001314,0.0534187705771999,-0.0806070625544999,-0.05327834385245,8.66194439396,1.799554806498,1.855354270948265,0.7532676033402984,0.1612584382965025,-0.6000013343218906,0.0392329900193218,82.09346842552239,29.069706778763184,-63.936276744975125,-12.303187223115424,1003.8333515,1,Pullup,1,1,-0.9972518456064098,-1.1202949441476755,-1.742384913639496
subj1,52,104.0,-0.239772065271924,-0.04354093105534,-0.5707549031011829,0.2113207125507999,-0.0650584969707499,0.0685389897852,9.061062868316831,-1.7622097234533662,1.46900212502,0.7057606282492538,0.0483349586843233,-0.6477181947940298,0.1883893401432338,90.11531477786068,-25.28002409377612,-66.6184218318408,45.13347706804975,1003.829689,1,Pullup,1,1,-1.1115438589029076,-3.332301796155939,0.8514838675406973
subj1,53,106.0,0.192467060539773,-0.0598395355457,0.66249248574452,0.11838461089322,-0.11945729981984,-0.0070649673843999,8.35824543924,1.10984157253958,1.8893231323242,0.7339087665626866,0.0676351770600825,-0.6162531648736318,-0.0220752351855373,85.47559998084577,16.466980137512436,-58.71667901487562,-12.586644196865672,1003.8246155,1,Pullup,1,1,-1.0719088330748705,-1.4101214979788963,-1.0165207270853265
subj1,54,108.0,-0.1525718883074699,-0.17650363450273,-0.56950950984692,0.05951137629212,-0.09815352030558,0.0985031610221069,9.133460336960397,-1.1682863776154455,0.5550428122316832,0.6704711747343284,0.1157750660810353,-0.6749562877159204,0.2006029193601094,95.7379867580597,-9.244080458308456,-70.47442150651742,33.92837985557214,1003.8246155,1,Pullup,1,1,-1.0935945365754762,-3.680746073221886,-0.08378652647010437
subj1,55,110.0,0.0249030345693589,0.07402354119506,0.2552680137834,0.2264160073207,-0.1354115921521899,-0.0584937840883,8.93848831767,-2.7763231063701,0.8040574539166001,0.6852411234587065,0.0195134896052985,-0.6651014981761194,0.226402333487594,93.4352641964179,-36.62665568368159,-65.64022214393034,57.31334182871642,1003.8287355,1,Pullup,1,1,-1.0539496696877062,-3.7807489108273504,1.2916612279418977
subj1,56,112.0,0.05721097783515,0.0405243866068999,0.3055729324937,0.04967896743399,-0.1103113489299,0.0593498802304,8.924726084910892,0.0071657917445544,1.0638303277182175,0.716310763939801,0.0506820899443054,-0.6573945355169154,0.0494451646537611,88.46793014895522,13.78684313404975,-67.71597705895522,-5.398911378467662,1003.8316725,1,Pullup,1,1,-0.9695721082842548,-2.4843123635856266,-0.977277808719058
subj1,57,114.0,-0.14393952920265,-0.0682471942574,-0.3032728879475,-0.0365454252755099,-0.084439353633343,-0.0957684084998,9.05185806422,0.6423442383131,1.3512355910893,0.7354923973308458,0.064565947197597,-0.6452423872164178,0.0146391065553283,85.1494852135821,10.895504957303482,-70.13832410472637,-4.340917568477612,1003.836784,1,Pullup,1,1,-0.9906982597850451,-2.123601340622208,-1.7078637539706851
subj1,58,116.0,0.1163215243126699,-0.1515893479236,-0.04413697032313,0.2396537644113,-0.129775955616,0.1074000133274,8.391638606623763,-4.462881765835347,1.4473654356168315,0.6879285695482587,-0.0532034602041169,-0.6387140350228855,0.2928714877886567,92.99788301567165,-60.961734687582094,-60.33480135134328,81.3241203433985,1003.842239,1,Pullup,1,1,-1.0010975172711696,-4.470797389646972,3.1333382613075873
subj1,59,118.0,0.0224789700645199,0.07145660295006,0.3761696063758,0.0745350660166,-0.1041088688730999,0.0552235867717,8.9818261963,-0.1959739700439999,0.3687806167341,0.6837982554557214,0.0955727974739502,-0.6787026824955225,0.1117732350812965,93.70225617343284,22.707348298606966,-67.46244766587064,-7.1380249451243785,1003.847389,1,Pullup,1,1,-0.9910854735596251,-2.9930392641034307,-1.2997716915211233
subj1,60,120.0,-0.10808980867427,-0.04190453619574,-0.1539079659978,-0.0705250221501,0.0054611877950999,0.08972050656339,9.32998532428713,-0.7759596509802971,-0.0081128322636633,0.6777832972716418,0.0769450170769562,-0.7035399109054727,0.1354743715489418,94.64701502373134,9.5145020580597,-76.29269388502487,2.6576376814427864,1003.853035,1,Pullup,1,1,-1.0524444565593503,-3.745455897731188,-1.1962024417141075
subj1,61,122.0,-0.16392632523334,-0.0597015860882,-0.3905529378365,0.2573919479568,-0.1460103060327099,0.0115461935987,9.04626868743,-1.89877298122655,0.4936494507103999,0.6803312774527362,0.0578766148534378,-0.67017607770398,0.1897338078864726,94.12512409393037,-21.98873709985075,-65.91585690995025,31.955597551293533,1003.8518905,1,Pullup,1,1,-1.000426009705703,-3.890500063220654,0.26000537215018615
subj1,62,124.0,0.173285999070986,-0.124804508930461,0.35536492555037,0.1968835102501,-0.208605207518,-0.0096845523326499,8.700581305673268,-1.7769444290148515,1.5903744823842574,0.7231144799452736,0.0048604064437189,-0.6320582755273632,0.1355155262701244,87.22544461069653,-26.344312541044776,-62.058021150796016,38.16194980726368,1003.843803,1,Pullup,1,1,-1.0164259165912466,-3.1826818251916627,0.976690911468443
subj1,63,126.0,0.0149047169333,0.169396235891098,-0.3570515999061009,0.1957257732539,-0.10713306761417,-0.3460170451757,7.57036484536,3.74001160582897,3.6276537551536,0.8155892730552239,0.1776070275581592,-0.5005763104646767,-0.1268686573869437,69.90902408373134,40.86718250881592,-52.521252596915424,-36.73953680950746,1003.83522,1,Pullup,1,1,-1.6491826696898766,1.287295153388154,-3.126436974511314
subj1,64,128.0,0.058003938130894495,0.24823705838734894,-0.1736413195475055,0.17998823571783995,-0.08806631214442001,-0.279161313841738,5.172565594552,2.863516786182985,6.298241988386799,0.8489593160504976,0.166907072284801,-0.2882458419793035,0.15376267659384152,63.01343124900497,26.738973539815923,-34.09708155181592,6.99847891288308,1003.8394165,1,Pullup,1,-1,-1.7375922166835784,-0.635530035637766,-0.6006250774289319
subj1,65,130.0,0.101103159328489,0.3270778808835999,0.0097689608110899,0.1642506981817799,-0.06899955667467,-0.212305582507776,2.774766343744,1.987021966537,8.96883022162,0.8823293590457711,0.1562071170114428,-0.0759153734939303,0.4343940105746268,56.1178384142786,12.61076457081592,-15.672910506716416,50.73649463527363,1003.843613,1,Pullup,1,1,-1.1359425165950765,3.617341621524364,2.704080082405036
