"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781127124613019E9,"2026-06-10 23:32:04.613 UTC+02:00"
"PAUSE",5.791298895829823E1,1.781127182525314E9,"2026-06-10 23:33:02.525 UTC+02:00"
"START",5.791298895829823E1,1.781127376908819E9,"2026-06-10 23:36:16.909 UTC+02:00"
"PAUSE",9.796533191663912E1,1.781127416960682E9,"2026-06-10 23:36:56.961 UTC+02:00"
"START",9.796533191663912E1,1.781127828229791E9,"2026-06-10 23:43:48.230 UTC+02:00"
"PAUSE",1.389511063749669E2,1.781127869215075E9,"2026-06-10 23:44:29.215 UTC+02:00"
