time_bin,gyro_X (rad/s),gyro_Y (rad/s),gyro_Z (rad/s),linacc_X (m/s^2),linacc_Y (m/s^2),linacc_Z (m/s^2),accel_X (m/s^2),accel_Y (m/s^2),accel_Z (m/s^2),orient_w,orient_x,orient_y,orient_z,orient_Direct (°),orient_Yaw (°),orient_Pitch (°),orient_Roll (°),pressure_X (hPa),exercise_class,exercise_type,session
-2.0,,,,,,,,,,,,,,,,,,1014.887619,0,Pushup,6
0.0,0.024163516292379002,-0.03787657832292,-0.11868159213533,0.010396670106690004,0.043710486388197994,0.03947409239303,-0.31051813556644553,9.671742458465346,-1.7251076696693068,0.4488271603645,0.556846127329,-0.5278484297939999,-0.456086317323,126.646750274,100.32289586625001,1.9481291311910498,-88.6008733654,1014.8881145,0,Pushup,6
2.0,-0.040279686895950004,-0.04545067349846,-0.16903618777683999,-0.0657198154098,-0.04547208874322,-0.05642368100794,-5.49198036809,7.044482922329999,-3.034931327787,0.22878271845358208,0.6985494218442786,-0.39733705950049747,-0.529067072381592,153.33250177263682,114.73414668432835,34.35624240487562,-80.53918031736319,1014.888916,0,Pushup,6
4.0,-0.0473991413252,-0.0005632444610999987,-0.006103966161000003,-0.074920008701303,0.004008739942999996,-0.08185732223601,-6.30420932927,6.3725182800599995,-3.338991032395,0.19873004438645,0.736942682498,-0.346318695496,-0.5288672534905,156.889945982,119.3292791509,40.288230592,-73.61383773145,1014.88945,0,Pushup,6
6.0,0.0324388566336,0.0020640026648309985,-0.0426776240751,-0.043705943104100003,0.00361619881775,-0.0730993918555,-6.675844243128713,5.848886682475247,-3.5339165292960395,0.1641816983359005,0.5831529796069652,-0.2735503788358209,-0.41968108619900496,160.9363775562189,123.22055017711443,43.46510322238806,-72.16459787298507,1014.889221,0,Pushup,6
8.0,0.17433100850092,-0.03901478823089,-0.1913115976244,-0.101469949182978,0.029118419126299998,-0.06840096258999999,-6.61451554413,5.75074127195,-3.44528349607,0.183038252858477,0.340439480971,-0.179108402993,-0.2574870282185,158.6751066055,124.58887224649999,42.891439621850004,-70.32674323090001,1014.8884204999999,0,Pushup,6
10.0,0.09407655659513,-0.021807249426941996,-0.06529749363171,0.0424474380992,-0.034948462972680006,0.03737925576329999,-6.10820991215,6.4878444580500005,-3.06762783511,0.21384169129728756,0.5749274307004975,-0.2841939926721393,-0.4262798032900497,155.1337204641791,118.08022943333333,39.69228540104478,-74.0592253899005,1014.885788,0,Pushup,6
12.0,-0.23594429102538,0.04336348817578,0.22338498070998,-0.06273097896320999,-0.016787277202549005,-0.02712203058764,-6.353940872346534,6.240395308356436,-3.1447940305247526,0.21069437273650896,0.4631820611323383,-0.22529110808208955,-0.3464835905248756,155.47973805074628,119.78355888905473,41.0257919458209,-72.03375055308459,1014.881172,0,Pushup,6
14.0,-0.037370165405719996,0.0299203550577,0.024357701945100004,-0.0474581364646,0.02725046322701,-0.1120075381148,-7.32548457641,4.80801518099,-4.0934640976,0.119211241223051,0.403264279322,-0.16643777485550001,-0.2780060583065,166.219169206,132.03566009050002,48.624998842699995,-65.3176041975,1014.877205,0,Pushup,6
16.0,0.18593611744121,-0.06032449572866,-0.20101492783320002,-0.06116752121492999,0.054032313055399996,-0.08888812104718,-6.51082467039,5.8713140396300005,-3.7394053665399998,0.1779028478181592,0.5432120615024876,-0.24746422439253732,-0.37435479714825876,159.29528528159204,125.14697352686568,42.08974178457712,-68.01846052348259,1014.876404,0,Pushup,6
18.0,0.04018983375255,-0.011673650683429999,-0.0483513171537694,0.07217702136753,-0.021333709566500002,0.084565433846525,-5.887095840019802,6.737947277435644,-3.152886113861386,0.2351819136998582,0.7244459210621891,-0.33160074763930353,-0.5087980670427861,152.64320774179106,116.96811696268658,37.92980821348259,-72.03283683980099,1014.8788455,0,Pushup,6
20.0,-0.19918635937607,0.05696114960188,0.20759986457758,-0.094213042932404,-0.0137921550022501,-0.07454854385852,-6.42448721013,5.94526775207,-3.56705826414,0.200412464469965,0.41405259464750005,-0.193050579218,-0.287801960734,156.661310817,124.219909973,41.59348715475,-66.76118501605,1014.8818205,0,Pushup,6
22.0,-0.0322708217366,0.0035668248356349975,0.030309131959629997,-0.020755820470569997,-0.0015572187753870015,-0.11506225513231,-6.972097947680001,5.30276634059,-4.07536523439,0.1411942977530819,0.6784408524303482,-0.2818291546004975,-0.4549977817487562,163.65903364179104,128.57050493482586,45.649121357562194,-66.77278344273633,1014.882126,0,Pushup,6
24.0,0.16288089184619,-0.06493593825576,-0.16531528802642,-0.06657144482555999,0.07838118029354199,-0.08986953817428,-6.87004535030693,5.494151091594059,-3.8723182647920793,0.15774887905250415,0.400565527153,-0.17936032872199997,-0.277238015736,161.6858203465,127.683714303,44.85556331365,-67.6320371099,1014.881058,0,Pushup,6
26.0,0.0972942740787,-0.013085668290410002,-0.073599873130788,0.0457879114772,0.004236611794800002,0.011504364638480003,-6.17271227869,6.32526604161,-3.5612727951,0.21496107785837312,0.6309170687701493,-0.27624427989950245,-0.42782446681243785,155.027191159204,121.31136752338308,39.904886470199,-68.48145217442786,1014.8793415,0,Pushup,6
28.0,-0.19690086105038,0.028521659575485997,0.175569428560111,-0.05441548694631,-0.01968171326907,-0.04006558358929999,-6.32633332217,6.15937052306,-3.53999154966,0.214759796121199,0.5065671708960199,-0.21711963363333334,-0.3445436459159204,155.01466925373134,122.41226867810944,40.78475379910448,-66.84676361099503,1014.8776625,0,Pushup,6
30.0,-0.1047357351634,0.03291249250059,0.032985683642599996,-0.024957062460684007,0.04693797692624,-0.13145500022686,-7.37187460786,4.8134503784,-4.15363447269,0.12364404389007,0.5567386681184999,-0.201885358293,-0.3660175955605,165.697663223,131.8402865965,49.0501284451,-62.4098334896,1014.874573,0,Pushup,6
32.0,0.14990471873237,-0.043590694072734,-0.17670024637058,-0.055630585130629996,0.07650652203285001,-0.12552113175019,-6.764663008910891,5.498177866425742,-4.0588200363465345,0.1744042367687015,0.7851176496960198,-0.2877282973800995,-0.5017831512626866,159.72283280597014,128.504774039801,43.928460753930345,-61.19069280378109,1014.8690415000001,0,Pushup,6
34.0,0.1155715396758,-0.033843431206145,-0.051797476422299996,0.027445760234999995,0.00028805138254000287,0.04094085036607,-6.08996585089,6.36178859256,-3.6572861343,0.2321602296243841,0.7080214492606965,-0.27681240201094526,-0.4548072723666667,152.98695405472637,121.98712725572139,39.12527782825871,-63.88742455383085,1014.8615265000001,0,Pushup,6
36.0,-0.23523083201079,0.027730955944429998,0.15555891400864,-0.05260579708416,-0.02496339937658,-0.032661976537371004,-6.75625130312,5.38725065461,-3.88154079437,0.187808577128565,0.3949141440105,-0.143406414532,-0.257128721184,158.16100479349998,128.730781895,44.1771203591,-60.1386415568,1014.8542405000001,0,Pushup,6
38.0,-0.054372228383784,0.0011407848794199999,-0.001588397205399998,-0.015923014878210004,0.043897573898100006,-0.16888307146856998,-7.483321521118812,4.396605232178218,-4.437265727742574,0.12246192911039004,0.4640935527323383,-0.14760550645771145,-0.2953228337890547,165.85513545870648,136.24255897164178,50.05088247746269,-55.56267704373134,1014.8478315,0,Pushup,6
40.0,-0.03619800762091,-0.1028887469152,0.13501598604535,-0.01904768797572,0.031183902733048,-0.05603426960368,-4.59893596348,8.43292065118,-2.129182841478,0.36792487483134334,0.703106660123383,-0.33150428750049754,-0.5069109624253731,136.8181138044776,104.12103343532338,27.923323911791044,-72.46651957497512,,0,Pushup,6
42.0,0.03643836294005,0.017737220497175,0.0016988143962250002,0.01021432560765,0.07728583601215,-0.049699863930247494,-4.0945815240000005,8.7985720253,-1.87516931535,0.36071866047594936,0.6645074418443038,-0.38878170494810127,-0.5264307923797468,137.71117887468355,101.78769450759494,24.780641290253165,-80.91222639670886,,0,Pushup,6
