"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
1.224641665E-2,9.048898662E-1,-3.744173239E-3,1.049818201E-1,-4.124790892E-1,5.038309206E1,-5.454591062E0,1.077222908E1,-4.952482947E1
2.225541673E-2,9.046424010E-1,-4.375712154E-3,1.079933810E-1,-4.122382410E-1,5.044967307E1,-5.669422371E0,1.105686285E1,-4.954592785E1
3.226541681E-2,9.045699716E-1,-5.575806787E-3,1.107760898E-1,-4.116440758E-1,5.046914480E1,-5.928522571E0,1.129256852E1,-4.952451999E1
4.227541666E-2,9.047234493E-1,-7.391456142E-3,1.134255934E-1,-4.105551909E-1,5.042787589E1,-6.239626112E0,1.148833278E1,-4.944449517E1
5.228441674E-2,9.049449732E-1,-9.713873936E-3,1.161134982E-1,-4.092649073E-1,5.036825422E1,-6.603557410E0,1.166572973E1,-4.934542141E1
6.229441683E-2,9.057222243E-1,-1.256388598E-2,1.188899007E-1,-4.066627819E-1,5.015853829E1,-7.010473453E0,1.183792418E1,-4.908718284E1
7.230441668E-2,9.068344585E-1,-1.570592827E-2,1.218152134E-1,-4.031941174E-1,4.985700337E1,-7.443972813E0,1.202083619E1,-4.872634680E1
8.231341676E-2,9.082041890E-1,-1.889396330E-2,1.251691490E-1,-3.989245995E-1,4.948329687E1,-7.892502532E0,1.225621993E1,-4.827524070E1
9.232341684E-2,9.097773412E-1,-2.199801548E-2,1.292314414E-1,-3.938534274E-1,4.905080031E1,-8.355349012E0,1.258077008E1,-4.773935640E1
1.023334167E-1,9.115617755E-1,-2.497239233E-2,1.341080319E-1,-3.878742858E-1,4.855584507E1,-8.829940657E0,1.301012367E1,-4.710881382E1
1.123424168E-1,9.135869948E-1,-2.775571226E-2,1.397407317E-1,-3.808689106E-1,4.798829622E1,-9.303014856E0,1.354376621E1,-4.636901563E1
1.223524166E-1,9.158196187E-1,-3.032360383E-2,1.460398943E-1,-3.728634329E-1,4.735521359E1,-9.765251974E0,1.417469935E1,-4.552308155E1
1.323624167E-1,9.181759015E-1,-3.268545000E-2,1.529687203E-1,-3.639853467E-1,4.667829728E1,-1.021489280E1,1.489866851E1,-4.458807068E1
1.423714168E-1,9.205681145E-1,-3.494507953E-2,1.604931445E-1,-3.543658765E-1,4.598144359E1,-1.066074742E1,1.570729738E1,-4.358237051E1
1.523814166E-1,9.229615076E-1,-3.723846868E-2,1.685315495E-1,-3.440237563E-1,4.527410419E1,-1.111137102E1,1.658720964E1,-4.250946292E1
1.623914167E-1,9.253175796E-1,-3.958095891E-2,1.772619636E-1,-3.328648092E-1,4.456741580E1,-1.157239348E1,1.755955775E1,-4.136367109E1
1.724004168E-1,9.277326362E-1,-4.225224724E-2,1.859468696E-1,-3.208592373E-1,4.383182306E1,-1.203690274E1,1.853620960E1,-4.012750901E1
1.824104167E-1,9.302317547E-1,-4.515708180E-2,1.940551119E-1,-3.081757543E-1,4.305805971E1,-1.247185647E1,1.946310700E1,-3.880611085E1
1.924204167E-1,9.325266506E-1,-4.803335133E-2,2.022786154E-1,-2.952459442E-1,4.233567457E1,-1.288791602E1,2.041987135E1,-3.746719209E1
2.024294168E-1,9.344950559E-1,-5.107704395E-2,2.106632304E-1,-2.823669841E-1,4.170655946E1,-1.331533785E1,2.140035498E1,-3.615240601E1
2.124394167E-1,9.360977952E-1,-5.464869433E-2,2.191428813E-1,-2.696495308E-1,4.118753745E1,-1.379588350E1,2.238363855E1,-3.488118699E1
2.224494168E-1,9.373301269E-1,-5.895178219E-2,2.276597900E-1,-2.571148474E-1,4.078417210E1,-1.435327748E1,2.335768595E1,-3.366034281E1
2.324584168E-1,9.381754662E-1,-6.409354493E-2,2.360365868E-1,-2.449604970E-1,4.050525377E1,-1.500061830E1,2.429826102E1,-3.251381680E1
