"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
9.762083413E-3,4.597567966E-1,4.755488028E-1,-5.978100458E-1,-4.528800186E-1,1.252571697E2,9.968560384E1,-6.832163622E0,-9.722972735E1
1.973008341E-2,4.593946195E-1,4.752667561E-1,-5.980872035E-1,-4.531773739E-1,1.253038994E2,9.969277223E1,-6.820302035E0,-9.729945571E1
2.969808341E-2,4.593869962E-1,4.750836070E-1,-5.981732463E-1,-4.532634746E-1,1.253048829E2,9.968462753E1,-6.829195653E0,-9.732065030E1
3.966708342E-2,4.594850933E-1,4.750047292E-1,-5.981521518E-1,-4.532747064E-1,1.252922270E2,9.967308467E1,-6.838359758E0,-9.731903851E1
4.963508341E-2,4.593579971E-1,4.749521194E-1,-5.982166470E-1,-4.533734799E-1,1.253086240E2,9.967610390E1,-6.830342990E0,-9.733831440E1
5.960308341E-2,4.588970614E-1,4.748747904E-1,-5.984369380E-1,-4.536305091E-1,1.253680805E2,9.969775108E1,-6.800147163E0,-9.739565183E1
6.957208342E-2,4.582788590E-1,4.747484500E-1,-5.987401267E-1,-4.539874011E-1,1.254477979E2,9.972539530E1,-6.760550166E0,-9.747497673E1
7.954008342E-2,4.578224902E-1,4.746407068E-1,-5.989543327E-1,-4.542777956E-1,1.255066284E2,9.974283821E1,-6.730075932E0,-9.753505978E1
8.950808342E-2,4.577317384E-1,4.746879429E-1,-5.989318790E-1,-4.543496656E-1,1.255183254E2,9.974465652E1,-6.716205730E0,-9.753931214E1
9.947708342E-2,4.579950803E-1,4.749334325E-1,-5.986312613E-1,-4.542239753E-1,1.254843816E2,9.972972712E1,-6.712536422E0,-9.748406556E1
1.094450834E-1,4.584006310E-1,4.753239547E-1,-5.981419470E-1,-4.540509066E-1,1.254320976E2,9.970443982E1,-6.703692711E0,-9.739749787E1
1.194130834E-1,4.586983130E-1,4.757533257E-1,-5.976520531E-1,-4.539455828E-1,1.253937123E2,9.968322779E1,-6.681597227E0,-9.731788725E1
1.293820834E-1,4.587365363E-1,4.761408870E-1,-5.973145622E-1,-4.539447860E-1,1.253887830E2,9.967849807E1,-6.646117465E0,-9.727036514E1
1.393500834E-1,4.585789671E-1,4.764577997E-1,-5.971267874E-1,-4.540185672E-1,1.254091024E2,9.968675812E1,-6.604674554E0,-9.725145878E1
1.493180834E-1,4.583984074E-1,4.766905083E-1,-5.970034921E-1,-4.541187950E-1,1.254323843E2,9.969476205E1,-6.568019205E0,-9.724438408E1
1.592873335E-1,4.583220182E-1,4.768547756E-1,-5.968874408E-1,-4.541759652E-1,1.254422334E2,9.969642386E1,-6.544874779E0,-9.723397416E1
1.692553335E-1,4.583608180E-1,4.770082428E-1,-5.967268929E-1,-4.541866458E-1,1.254372309E2,9.969084656E1,-6.530431058E0,-9.721261216E1
1.792233335E-1,4.584574686E-1,4.771801177E-1,-5.964984570E-1,-4.542087650E-1,1.254247690E2,9.967783592E1,-6.514782877E0,-9.718303297E1
1.891923335E-1,4.584950862E-1,4.773760584E-1,-5.962337326E-1,-4.543123394E-1,1.254199186E2,9.966224730E1,-6.487405323E0,-9.715687688E1
1.991603335E-1,4.583172041E-1,4.776155210E-1,-5.959960402E-1,-4.545520088E-1,1.254428541E2,9.965487367E1,-6.436863483E0,-9.714853851E1
2.091283335E-1,4.578257638E-1,4.779049961E-1,-5.958448910E-1,-4.549408637E-1,1.255062065E2,9.966466159E1,-6.358508991E0,-9.716760123E1
2.190973335E-1,4.571392240E-1,4.782857349E-1,-5.957263899E-1,-4.553862392E-1,1.255946793E2,9.968887752E1,-6.260573295E0,-9.719694010E1
2.290653335E-1,4.565036811E-1,4.788134398E-1,-5.954870538E-1,-4.557819665E-1,1.256765489E2,9.971263478E1,-6.154797366E0,-9.720425632E1
2.390343335E-1,4.561275816E-1,4.794876155E-1,-5.950024546E-1,-4.560827075E-1,1.257249834E2,9.971882716E1,-6.051482710E0,-9.716770442E1
2.490023335E-1,4.560045898E-1,4.803123398E-1,-5.942850362E-1,-4.562730500E-1,1.257408201E2,9.970982297E1,-5.951481422E0,-9.708748074E1
2.589703335E-1,4.559562224E-1,4.812202250E-1,-5.934702112E-1,-4.564253514E-1,1.257470477E2,9.969692940E1,-5.849204878E0,-9.698997005E1
2.689393335E-1,4.558431363E-1,4.820633253E-1,-5.927252287E-1,-4.566166621E-1,1.257616075E2,9.968680339E1,-5.747414409E0,-9.690644049E1
2.789073335E-1,4.557321779E-1,4.827812758E-1,-5.920694870E-1,-4.568195006E-1,1.257758925E2,9.967541621E1,-5.656394871E0,-9.683671891E1
2.888753335E-1,4.557000700E-1,4.833314028E-1,-5.915090761E-1,-4.569960036E-1,1.257800260E2,9.965883869E1,-5.586040235E0,-9.677767741E1
2.988443333E-1,4.557638603E-1,4.837071262E-1,-5.910370894E-1,-4.571453921E-1,1.257718138E2,9.963528632E1,-5.537529130E0,-9.672824127E1
3.088123333E-1,4.558720606E-1,4.839586796E-1,-5.906423209E-1,-4.572814749E-1,1.257578836E2,9.960867875E1,-5.503351986E0,-9.668820235E1
3.187803335E-1,4.560259904E-1,4.841443049E-1,-5.903030283E-1,-4.573694681E-1,1.257380646E2,9.958252185E1,-5.481330296E0,-9.665084276E1
3.287493333E-1,4.562866192E-1,4.843560348E-1,-5.899618232E-1,-4.573258112E-1,1.257045037E2,9.955930111E1,-5.472405188E0,-9.659944337E1
3.387173333E-1,4.566698156E-1,4.846043483E-1,-5.895909467E-1,-4.571584067E-1,1.256551507E2,9.953636692E1,-5.475198833E0,-9.653104336E1
3.486853333E-1,4.571453731E-1,4.848298761E-1,-5.892002876E-1,-4.569475314E-1,1.255938870E2,9.950832192E1,-5.486818042E0,-9.645548235E1
3.586543333E-1,4.576315566E-1,4.850471325E-1,-5.887985122E-1,-4.567482836E-1,1.255312371E2,9.947785781E1,-5.498325923E0,-9.637968708E1
3.686223333E-1,4.580410052E-1,4.853100393E-1,-5.883915475E-1,-4.565828653E-1,1.254784616E2,9.945174809E1,-5.500038139E0,-9.630671491E1
3.785903333E-1,4.582951415E-1,4.856535098E-1,-5.879556912E-1,-4.565242061E-1,1.254456986E2,9.943050341E1,-5.479483089E0,-9.624091433E1
3.885593333E-1,4.584259418E-1,4.860408920E-1,-5.874514779E-1,-4.566298496E-1,1.254288341E2,9.940457221E1,-5.435459590E0,-9.618300044E1
3.985273333E-1,4.586039321E-1,4.864112943E-1,-5.868669696E-1,-4.568080002E-1,1.254058832E2,9.936576278E1,-5.387197592E0,-9.612188342E1
4.084953333E-1,4.589840361E-1,4.867393074E-1,-5.862219279E-1,-4.569050828E-1,1.253568628E2,9.931425228E1,-5.356111461E0,-9.604425340E1
4.184643333E-1,4.595948354E-1,4.870351098E-1,-5.855971272E-1,-4.567771178E-1,1.252780679E2,9.926245510E1,-5.355890329E0,-9.594599029E1
4.284323333E-1,4.603109599E-1,4.873073363E-1,-5.850579425E-1,-4.564565836E-1,1.251856500E2,9.922013716E1,-5.379257134E0,-9.583931147E1
4.384003333E-1,4.608871791E-1,4.874933883E-1,-5.847101309E-1,-4.561220344E-1,1.251112592E2,9.919429264E1,-5.408606288E0,-9.575720059E1
4.483693333E-1,4.611904883E-1,4.874831940E-1,-5.845900072E-1,-4.559801477E-1,1.250720915E2,9.917710304E1,-5.431140069E0,-9.572619543E1
4.583373333E-1,4.613416619E-1,4.873052658E-1,-5.845619215E-1,-4.560535324E-1,1.250525671E2,9.915326364E1,-5.445043991E0,-9.573027161E1
4.683053333E-1,4.615009863E-1,4.870415161E-1,-5.844660743E-1,-4.562968791E-1,1.250319882E2,9.911032775E1,-5.450876163E0,-9.574304984E1
4.782743333E-1,4.616354821E-1,4.867547753E-1,-5.843044570E-1,-4.566734559E-1,1.250146147E2,9.905567401E1,-5.445297665E0,-9.576091943E1
4.882423333E-1,4.615255855E-1,4.865001978E-1,-5.842270859E-1,-4.571546663E-1,1.250288107E2,9.901587719E1,-5.420230236E0,-9.580109414E1
