"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.237366674E-2,-2.595460713E-1,9.457017779E-1,8.034501672E-1
4.237366674E-2,-8.604635000E-1,1.058267355E0,1.167439461E0
6.237366674E-2,-9.083084464E-1,1.385352373E0,1.681133628E0
8.237366674E-2,-7.100923061E-1,2.116286039E0,2.255609751E0
1.023736667E-1,-8.536276221E-1,2.349585295E0,2.597306490E0
1.223736667E-1,-1.248653412E0,2.146541357E0,2.522775650E0
1.423736667E-1,-1.519337893E0,1.609803796E0,2.256169558E0
1.623736667E-1,-1.132683635E0,2.233300924E0,1.786967158E0
1.823736667E-1,-7.380568981E-1,2.770483494E0,1.513901114E0
2.023736667E-1,-7.578869462E-1,2.347124577E0,1.012312293E0
2.223736667E-1,-1.229088068E0,1.571556449E0,1.501749270E-2
2.423736667E-1,-1.562152386E0,9.495620131E-1,-7.669468522E-1
2.623736667E-1,-1.218354225E0,6.422126293E-1,-7.563476562E-1
2.823736667E-1,-8.655864596E-1,4.695102870E-1,-6.069365740E-1
3.023736667E-1,-7.079887986E-1,3.389710784E-1,-4.358127713E-1
3.223736667E-1,-7.125790119E-1,1.751196682E-1,-7.478669286E-1
3.423736667E-1,-6.612535715E-1,-4.592585266E-1,-1.349074721E0
3.623736667E-1,-5.399062634E-1,-6.515995264E-1,-1.841814399E0
3.823736667E-1,-4.794154763E-1,-4.283614159E-1,-2.302934170E0
4.023736667E-1,-6.738872528E-1,-4.006820023E-1,-2.406021357E0
4.223736667E-1,-1.104395032E0,-8.102011085E-1,-1.902096272E0
4.423736667E-1,-1.728371739E0,-1.493328094E0,-1.167396307E0
4.623736667E-1,-2.224969149E0,-1.463288546E0,-7.140361667E-1
4.823736667E-1,-2.564818382E0,-1.473284602E0,-5.888558030E-1
5.023736667E-1,-2.861193657E0,-1.848290682E0,-7.319241166E-1
5.223736667E-1,-3.285929680E0,-1.970317483E0,-8.601728678E-1
5.423736667E-1,-3.748057127E0,-1.717190385E0,-9.990299344E-1
5.623736667E-1,-4.138341427E0,-1.638990998E0,-1.035051584E0
5.823736667E-1,-4.481385708E0,-1.639853835E0,-9.141848683E-1
6.023736667E-1,-4.515680790E0,-1.230364919E0,-7.954859138E-1
6.223736667E-1,-4.277071476E0,6.969245672E-1,-9.364945292E-1
6.423736667E-1,-4.186433315E0,2.582096577E0,-1.168167591E0
6.623736667E-1,-3.878203392E0,4.428062439E0,-1.389669299E0
6.823736667E-1,-3.112821341E0,5.910695076E0,-1.831979394E0
7.023736667E-1,-1.931217670E0,5.362683296E0,-2.567128658E0
7.223736667E-1,1.479840875E-1,3.135067225E0,-2.293713331E0
7.423736667E-1,1.700165272E0,9.443999529E-1,-4.572532475E-1
7.623736667E-1,1.338760018E0,1.524476886E0,-4.168100655E-1
7.823736667E-1,6.089097857E-1,1.767498732E0,-1.176193953E0
8.023736667E-1,-4.385326803E-1,2.808217049E0,-1.622025728E0
8.223736667E-1,-1.712556481E-1,9.587735534E-1,-1.589641452E0
8.423736667E-1,1.539633423E-1,-8.376979828E-1,-1.483906150E0
8.623736667E-1,2.506639361E-1,-1.599938154E0,-1.589876294E0
8.823736667E-1,1.806572676E-1,-1.617568970E0,-1.159582615E0
9.023736667E-1,1.264541745E-1,-1.380869389E0,-5.277898908E-1
9.223736667E-1,1.146443486E-1,-8.138341308E-1,-2.963922918E-1
9.423736667E-1,1.196611300E-1,-3.598537445E-1,-5.117380023E-1
9.623736667E-1,1.040447429E-1,-1.242505237E-1,-6.331388354E-1
9.823736667E-1,6.324309856E-2,-2.498093061E-2,-6.037261486E-1
1.002373667E0,-3.240795434E-2,-6.296101026E-3,-5.840027332E-1
1.022373667E0,-2.207461298E-1,2.202510275E-2,-5.322052240E-1
1.042373667E0,-4.458530545E-1,2.195881605E-1,-4.741704464E-1
1.062373667E0,-5.596087575E-1,4.549083412E-1,-3.677862585E-1
1.082373667E0,-4.247207344E-1,6.480482221E-1,-2.426853180E-1
1.102373667E0,-1.190092266E-1,6.861081719E-1,-1.095786989E-1
