"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.373666735E-3,-4.413721619E0,-2.290536804E0,8.979976044E0
2.239366667E-2,-5.568719788E0,-2.565814362E0,8.541388092E0
4.241466662E-2,-6.137686615E0,-2.733166351E0,1.034304153E1
6.243566656E-2,-6.931785278E0,-3.151546326E0,1.064646057E1
8.245566674E-2,-6.311175842E0,-3.090024261E0,8.401578827E0
1.024766667E-1,-5.283413086E0,-1.630409546E0,6.417454834E0
1.224966666E-1,-5.239703979E0,-2.180964661E-1,5.907465363E0
1.425176666E-1,-1.875150604E0,1.068777466E-1,9.771829376E0
1.625376667E-1,-6.920109558E-1,-6.271957397E-1,1.015173935E1
1.825586667E-1,-2.305355988E0,-6.932084656E-1,7.415878601E0
2.025796666E-1,-1.838626556E0,-1.442849579E0,3.474724274E0
2.225996666E-1,-3.286415863E0,-8.843609619E-1,3.780388641E0
2.426206665E-1,-8.686286774E0,-3.439098358E0,7.348967743E0
2.626406667E-1,-9.261690216E0,-4.452940063E0,7.737409973E0
2.826616666E-1,-8.985664215E0,-4.067341919E0,6.746919708E0
3.026816666E-1,-6.547384644E0,-2.868784332E0,5.678142242E0
3.227026665E-1,-4.889881439E0,-2.117496643E0,4.421355743E0
3.427236667E-1,-4.813839569E0,-1.888173523E0,5.571264496E0
3.627436666E-1,-5.062023468E0,-2.629881134E0,6.848109283E0
3.827646666E-1,-6.243067474E0,-4.521198120E0,6.325246582E0
4.027846665E-1,-6.618187408E0,-5.741161194E0,4.762047272E0
4.228056667E-1,-5.602848816E0,-5.054239655E0,2.435285797E0
4.428256666E-1,-5.238656158E0,-4.080963593E0,3.149151306E0
4.628466666E-1,-4.684508514E0,-3.749852142E0,3.031046906E0
4.828676665E-1,-3.883823547E0,-3.860921173E0,2.151475983E0
5.028876667E-1,-3.833827515E0,-5.182822266E0,1.838027802E0
5.229086666E-1,-4.195176086E0,-5.806575165E0,2.025138702E0
5.429286666E-1,-3.986360321E0,-5.848038940E0,1.758243713E0
5.629496665E-1,-3.546275482E0,-5.556145935E0,1.950893097E0
5.829696667E-1,-2.377056885E0,-4.975503387E0,2.584824829E0
6.029906666E-1,-9.325607300E-1,-4.258494415E0,5.658083954E0
6.230116666E-1,-1.093176727E0,-3.262315979E0,3.738176422E0
6.430316665E-1,-9.267228699E-1,-2.687211914E0,1.977238312E0
6.630526667E-1,-7.141648865E-1,-2.905757446E0,1.571282501E0
6.830726666E-1,-4.155658264E0,-1.487486755E1,1.676513672E0
7.030935416E-1,-8.700207825E0,-2.080807938E1,-4.280498657E0
7.231135417E-1,-1.314281937E1,-3.263348831E1,-7.609126740E0
7.431345417E-1,-5.711672516E0,-2.795017731E1,-6.072871399E0
7.631555416E-1,6.818321228E-1,-1.412402893E1,-2.312391357E0
7.831755416E-1,2.510130157E0,-7.595654755E0,2.837499390E0
8.031965417E-1,5.169200592E0,-4.137994995E0,9.795929260E0
8.232165417E-1,2.492167511E0,-5.233267365E0,3.164419556E0
8.432375416E-1,2.170935516E0,-8.801846466E0,-7.969427490E-1
8.632575416E-1,-3.520678711E-1,-1.240440491E1,-2.327809296E0
8.832785417E-1,-3.287164307E-1,-1.264944534E1,-2.693947906E0
9.032995417E-1,5.276527405E-1,-1.125898682E1,-1.848506012E0
9.233195416E-1,1.029409332E0,-9.540859680E0,-1.238374786E0
9.433405416E-1,2.957849121E-1,-9.027577057E0,-9.301657104E-1
9.633605417E-1,-3.676354980E-1,-9.388177185E0,-7.307803345E-1
9.833815417E-1,-8.852590942E-1,-9.755064240E0,-6.912625122E-1
1.003401542E0,-1.287023621E0,-1.039872574E1,-7.268884277E-1
1.023422542E0,-1.218166809E0,-1.092084000E1,-6.270460510E-1
1.043443542E0,-1.860181732E0,-1.088057373E1,-4.044589233E-1
1.063463542E0,-2.257156219E0,-1.078327606E1,1.475930786E-1
1.083484542E0,-2.212998047E0,-1.013198044E1,4.480183411E-1
1.103504542E0,-1.667831726E0,-9.828561401E0,2.691403198E-1
1.123525542E0,-7.590715027E-1,-9.855505371E0,-1.071771240E-1
1.143545542E0,1.945953369E-1,-1.010039612E1,-4.402345276E-1
1.163566542E0,1.760339355E0,-1.072564590E1,-3.008743286E-2
1.183587542E0,3.204835510E0,-1.095332245E1,1.386865997E0
1.203607542E0,3.819906464E0,-1.009590546E1,2.342478790E0
1.223628542E0,3.559747467E0,-9.195527802E0,1.152303772E0
1.243648542E0,2.591560822E0,-9.553433533E0,4.086502075E-2
1.263669542E0,2.477198639E0,-1.027178970E1,5.993536377E-1
1.283689542E0,1.923649750E0,-1.092158844E1,5.821394348E-1
1.303710542E0,1.294657745E0,-1.102442459E1,1.075214081E0
1.323731542E0,1.222058716E0,-1.042432251E1,1.225202179E0
1.343751542E0,1.576820984E0,-9.904603271E0,-6.584806824E-1
1.363772542E0,1.522933044E0,-9.456584930E0,-1.314266968E0
1.383792542E0,1.462009735E0,-8.755742340E0,-1.065933380E0
1.403813542E0,1.494492188E0,-8.111182709E0,-5.911207581E-1
1.423833542E0,1.418001251E0,-7.816744995E0,-1.812730408E-1
1.443854542E0,1.544039154E0,-8.037535858E0,-1.811233521E-1
1.463875542E0,1.555415497E0,-8.250243530E0,-1.246907043E-1
1.483895542E0,1.573677521E0,-8.279283142E0,1.496887207E-1
1.503916542E0,1.700164490E0,-8.483159180E0,7.379653931E-1
1.523936542E0,2.098486176E0,-8.875942383E0,1.065783691E0
1.543957542E0,2.218087463E0,-9.772727509E0,1.368154907E0
1.563977542E0,2.432890778E0,-1.028735733E1,2.877466278E0
1.583998542E0,2.342329102E0,-1.093191696E1,5.462291107E0
1.604019542E0,1.946103058E0,-1.160776154E1,3.734284515E0
1.624039542E0,2.030976563E0,-1.028750702E1,1.331032104E0
1.644060542E0,2.497855682E0,-8.403375092E0,6.092330933E-2
1.664080542E0,1.981279907E0,-8.674611053E0,1.366658020E-1
1.684101542E0,2.183958435E0,-9.620344391E0,7.649093628E-2
1.704121833E0,1.442101135E0,-1.026161087E1,1.773811340E-1
1.724142833E0,2.336640930E-1,-1.034229309E1,4.243675232E-1
1.744162833E0,-9.607022095E-1,-9.989626465E0,1.996847534E-1
1.764183833E0,-1.375938721E0,-1.020173538E1,4.290078735E-1
1.784204833E0,-1.313668213E0,-1.033974838E1,4.426295471E-1
1.804224833E0,-1.179846497E0,-1.040621017E1,4.219725037E-1
1.824245833E0,-7.137158203E-1,-9.937085724E0,3.796105957E-1
1.844265833E0,1.258882141E-1,-9.508377228E0,2.613565063E-1
1.864286833E0,1.282832336E0,-9.362879791E0,4.177812195E-1
1.884306833E0,2.561323700E0,-8.978030090E0,2.869532776E-1
1.904327833E0,3.842659149E0,-8.187224579E0,9.759704590E-2
1.924348833E0,4.404291229E0,-7.499404907E0,1.769320679E-1
1.944368833E0,3.487447815E0,-9.506880341E0,-7.529342651E-2
1.964389833E0,2.950514374E0,-1.234258347E1,9.190887451E-2
