"Time (s)","X (hPa)"
-5.260451251E-1,1.018634186E3
5.056128750E-1,1.018633652E3
1.537343875E0,1.018634186E3
2.569087875E0,1.018650436E3
3.600785875E0,1.018655472E3
3.794593875E0,1.018661346E3
4.859613875E0,1.018673553E3
5.924716875E0,1.018666840E3
6.989768875E0,1.018672256E3
8.054774875E0,1.018666840E3
9.119844875E0,1.018662567E3
1.018495687E1,1.018658447E3
1.125002887E1,1.018655624E3
1.231510287E1,1.018648224E3
1.338015387E1,1.018655624E3
1.444527587E1,1.018645554E3
1.551034787E1,1.018655701E3
1.657542887E1,1.018645477E3
1.764051687E1,1.018653107E3
1.870557587E1,1.018644485E3
1.977061287E1,1.018653107E3
2.083564187E1,1.018648071E3
2.190071487E1,1.018654175E3
2.296580387E1,1.018651581E3
2.403083587E1,1.018654785E3
2.509585987E1,1.018651581E3
2.616079987E1,1.018649063E3
2.722580887E1,1.018647385E3
2.829075387E1,1.018645554E3
2.935575587E1,1.018646622E3
3.042075687E1,1.018646622E3
3.148574687E1,1.018646622E3
3.255075187E1,1.018645554E3
3.506147512E1,1.018601532E3
3.609333412E1,1.018603516E3
3.712516412E1,1.018605576E3
3.815695312E1,1.018608475E3
3.918874112E1,1.018617020E3
3.938226812E1,1.018615265E3
4.044728112E1,1.018620682E3
4.151231512E1,1.018615265E3
4.257735512E1,1.018620682E3
4.364242212E1,1.018614426E3
4.470748312E1,1.018622971E3
4.577256212E1,1.018616714E3
4.683762612E1,1.018625336E3
4.790267412E1,1.018620071E3
4.896778212E1,1.018626785E3
5.003284512E1,1.018621597E3
5.109795912E1,1.018624725E3
5.216307712E1,1.018623276E3
5.322818112E1,1.018623276E3
5.429330012E1,1.018619843E3
5.535843112E1,1.018618317E3
5.642355312E1,1.018618622E3
5.748872912E1,1.018614197E3
5.855386412E1,1.018615265E3
5.961895512E1,1.018611908E3
6.068404512E1,1.018613510E3
6.174909412E1,1.018613510E3
6.281419312E1,1.018613815E3
6.387934612E1,1.018615265E3
6.494445812E1,1.018614120E3
6.600958312E1,1.018619461E3
6.707468312E1,1.018617325E3
6.813975912E1,1.018620071E3
6.920486512E1,1.018617325E3
7.230622950E1,1.018596725E3
7.333797450E1,1.018594513E3
7.436974650E1,1.018596725E3
7.540156050E1,1.018595428E3
7.643340950E1,1.018608780E3
7.662703150E1,1.018601608E3
7.769219650E1,1.018607254E3
7.875728550E1,1.018601608E3
7.982239650E1,1.018607254E3
8.088748850E1,1.018600006E3
8.195253850E1,1.018606644E3
8.301763850E1,1.018599701E3
8.408276450E1,1.018602448E3
8.514785550E1,1.018595581E3
8.621295650E1,1.018596039E3
8.727805050E1,1.018589325E3
8.834315750E1,1.018584442E3
8.940822750E1,1.018582001E3
9.047331350E1,1.018572083E3
9.153843850E1,1.018568878E3
9.260350150E1,1.018557587E3
9.366858450E1,1.018556671E3
9.473366650E1,1.018550339E3
9.579877550E1,1.018549500E3
9.686387550E1,1.018545151E3
9.792896850E1,1.018545151E3
9.899409750E1,1.018546600E3
1.000592025E2,1.018548431E3
1.011243065E2,1.018555374E3
1.021894395E2,1.018558578E3
