"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
9.407083329E-3,2.923199835E-1,2.299452713E-1,4.199621673E-1,8.278321508E-1,1.460061976E2,5.687066032E1,-7.769347136E0,1.368905945E2
1.935708331E-2,2.924774863E-1,2.297556527E-1,4.200743200E-1,8.277722602E-1,1.459873243E2,5.687440431E1,-7.738158930E0,1.368852224E2
2.930708328E-2,2.927280914E-1,2.296942236E-1,4.200858051E-1,8.276947943E-1,1.459572927E2,5.687365201E1,-7.717658234E0,1.368622079E2
3.925808333E-2,2.930083890E-1,2.297079003E-1,4.200012796E-1,8.276347561E-1,1.459237000E2,5.686569110E1,-7.706620225E0,1.368317971E2
4.920808331E-2,2.933124785E-1,2.297838805E-1,4.198845855E-1,8.275651716E-1,1.458872525E2,5.685745378E1,-7.701232123E0,1.367949975E2
5.915808334E-2,2.935904370E-1,2.299042414E-1,4.197777116E-1,8.274874107E-1,1.458539339E2,5.685273890E1,-7.700815326E0,1.367580523E2
6.910808332E-2,2.937750824E-1,2.299898416E-1,4.196564551E-1,8.274596359E-1,1.458317990E2,5.684388847E1,-7.703423740E0,1.367334864E2
7.905908331E-2,2.938463105E-1,2.299431113E-1,4.194898802E-1,8.275317913E-1,1.458232600E2,5.682164075E1,-7.703074549E0,1.367300008E2
8.900908334E-2,2.937704041E-1,2.296990600E-1,4.193079534E-1,8.277186283E-1,1.458323599E2,5.678580475E1,-7.694545715E0,1.367552233E2
9.895908332E-2,2.935652332E-1,2.292606274E-1,4.191414101E-1,8.279972190E-1,1.458569552E2,5.674035848E1,-7.675569900E0,1.368068176E2
1.089090833E-1,2.932857785E-1,2.286907282E-1,4.190040008E-1,8.283233724E-1,1.458904528E2,5.669078157E1,-7.647836905E0,1.368746795E2
1.188600833E-1,2.930569211E-1,2.280845407E-1,4.188968530E-1,8.286256496E-1,1.459178833E2,5.664315755E1,-7.612472282E0,1.369391825E2
1.288100833E-1,2.929763785E-1,2.275427324E-1,4.187706759E-1,8.288669403E-1,1.459275365E2,5.659763532E1,-7.575091691E0,1.369836673E2
1.387600833E-1,2.930845695E-1,2.271298619E-1,4.185749881E-1,8.290407117E-1,1.459145695E2,5.655188182E1,-7.541487941E0,1.369999501E2
1.487100833E-1,2.933585872E-1,2.268486265E-1,4.182611521E-1,8.291791430E-1,1.458817257E2,5.650006204E1,-7.515551955E0,1.369906753E2
1.586610833E-1,2.937117989E-1,2.266301161E-1,4.178411377E-1,8.293255401E-1,1.458393855E2,5.643936824E1,-7.495628215E0,1.369695135E2
1.686110833E-1,2.940879595E-1,2.264104573E-1,4.172974328E-1,8.295259484E-1,1.457942890E2,5.636390642E1,-7.480132500E0,1.369467408E2
1.785610833E-1,2.944503170E-1,2.261601366E-1,4.166240631E-1,8.298042230E-1,1.457508422E2,5.627117009E1,-7.468846757E0,1.369282459E2
1.885110833E-1,2.948505646E-1,2.258406635E-1,4.158762516E-1,8.301241808E-1,1.457028464E2,5.616593677E1,-7.452770884E0,1.369105198E2
1.984620833E-1,2.954016978E-1,2.253517285E-1,4.151237512E-1,8.304376479E-1,1.456367470E2,5.605163336E1,-7.413231146E0,1.368872935E2
2.084120833E-1,2.962214962E-1,2.245099716E-1,4.143488393E-1,8.307605349E-1,1.455384038E2,5.591668097E1,-7.328037984E0,1.368575520E2
2.183620833E-1,2.973575645E-1,2.231992784E-1,4.134268875E-1,8.311670413E-1,1.454020775E2,5.574012751E1,-7.190027025E0,1.368240191E2
2.283120833E-1,2.986865389E-1,2.214170883E-1,4.123148956E-1,8.317194179E-1,1.452425386E2,5.551631007E1,-7.008002174E0,1.367999168E2
2.382630833E-1,2.999740408E-1,2.193102622E-1,4.111268497E-1,8.324021126E-1,1.450879121E2,5.526603004E1,-6.802880364E0,1.368000665E2
2.482130833E-1,3.010679834E-1,2.171314598E-1,4.099024626E-1,8.331818503E-1,1.449564801E2,5.500725551E1,-6.603796197E0,1.368246079E2
2.581630833E-1,3.020134636E-1,2.151625909E-1,4.085236917E-1,8.340271897E-1,1.448428467E2,5.474136218E1,-6.438899040E0,1.368518751E2
2.681130833E-1,3.030085718E-1,2.136760715E-1,4.068509676E-1,8.348656380E-1,1.447232103E2,5.446706786E1,-6.328168293E0,1.368446294E2
2.780640833E-1,3.043134382E-1,2.128338405E-1,4.048318491E-1,8.355874449E-1,1.445662730E2,5.418776294E1,-6.274447960E0,1.367653452E2
2.880140833E-1,3.061583954E-1,2.126045300E-1,4.024510473E-1,8.361217616E-1,1.443442614E2,5.390103186E1,-6.263380323E0,1.365912012E2
2.979640833E-1,3.086246393E-1,2.128106070E-1,3.996969826E-1,8.364835712E-1,1.440472712E2,5.359676601E1,-6.275684521E0,1.363242180E2
3.079140833E-1,3.115523280E-1,2.131881691E-1,3.966640006E-1,8.367458089E-1,1.436943882E2,5.327178294E1,-6.292570747E0,1.359971740E2
3.178640833E-1,3.147242788E-1,2.134926063E-1,3.934515572E-1,8.369977838E-1,1.433116609E2,5.292399162E1,-6.299645512E0,1.356478506E2
3.278150833E-1,3.179668676E-1,2.137815229E-1,3.900683033E-1,8.372821276E-1,1.429199717E2,5.255689838E1,-6.311470829E0,1.352916296E2
3.377650833E-1,3.211579952E-1,2.143496782E-1,3.864236387E-1,8.376088288E-1,1.425340600E2,5.217562908E1,-6.365831937E0,1.349247650E2
3.477150833E-1,3.242257589E-1,2.153897044E-1,3.824617823E-1,8.379783935E-1,1.421626511E2,5.178448792E1,-6.486892579E0,1.345443143E2
3.576650833E-1,3.271688312E-1,2.168371273E-1,3.782242380E-1,8.383844784E-1,1.418059503E2,5.138556640E1,-6.667040805E0,1.341544546E2
3.676160833E-1,3.299907735E-1,2.183660464E-1,3.738646523E-1,8.388370934E-1,1.414635690E2,5.097920568E1,-6.869208900E0,1.337736188E2
3.775660833E-1,3.327437635E-1,2.196293244E-1,3.694830133E-1,8.393610209E-1,1.411292087E2,5.055778984E1,-7.054318066E0,1.334161149E2
3.875160833E-1,3.354528997E-1,2.205731662E-1,3.651927538E-1,8.399126177E-1,1.407998382E2,5.013112006E1,-7.210464681E0,1.330816100E2
3.974660833E-1,3.381750171E-1,2.214331358E-1,3.609497410E-1,8.404287270E-1,1.404685496E2,4.970744954E1,-7.358031080E0,1.327499356E2
4.074170833E-1,3.409898997E-1,2.223805916E-1,3.566107283E-1,8.408933749E-1,1.401256088E2,4.928057233E1,-7.515558971E0,1.324028106E2
4.173670833E-1,3.437964584E-1,2.234659099E-1,3.521515127E-1,8.413419860E-1,1.397833112E2,4.885027720E1,-7.694185585E0,1.320488549E2
4.273170833E-1,3.464408360E-1,2.247882725E-1,3.475290518E-1,8.418269276E-1,1.394604508E2,4.841677756E1,-7.912991278E0,1.317001379E2
4.372670833E-1,3.488017760E-1,2.265091073E-1,3.427480608E-1,8.423506865E-1,1.391719122E2,4.798967078E1,-8.192417123E0,1.313613196E2
4.472180833E-1,3.508519673E-1,2.287047526E-1,3.378679141E-1,8.428774378E-1,1.389211318E2,4.758050473E1,-8.537512648E0,1.310310962E2
4.571680833E-1,3.527433492E-1,2.313130893E-1,3.328477661E-1,8.433734219E-1,1.386895946E2,4.718257732E1,-8.936918868E0,1.306962391E2
