"Time (s)","X (hPa)"
-5.322217918E-1,1.014933395E3
4.952362082E-1,1.014934311E3
1.522706208E0,1.014933472E3
2.550200208E0,1.014934006E3
3.577647208E0,1.014934006E3
3.777066208E0,1.014934082E3
4.837704208E0,1.014934082E3
5.898278208E0,1.014933929E3
6.958797208E0,1.014933929E3
8.019386208E0,1.014933319E3
9.079960208E0,1.014931641E3
1.014053821E1,1.014930954E3
1.120113921E1,1.014930954E3
1.226177121E1,1.014932480E3
1.332235721E1,1.014934769E3
1.438290421E1,1.014938507E3
1.544346221E1,1.014943085E3
1.650402321E1,1.014946365E3
1.756458721E1,1.014949722E3
1.862516021E1,1.014952011E3
1.968578021E1,1.014954147E3
2.074636221E1,1.014954147E3
2.180696221E1,1.014953461E3
2.286751821E1,1.014951401E3
2.392813321E1,1.014950790E3
2.498868421E1,1.014950790E3
2.604924721E1,1.014951782E3
2.710981221E1,1.014954071E3
2.817037421E1,1.014956284E3
2.923101121E1,1.014956284E3
3.029164021E1,1.014955215E3
3.135227821E1,1.014951859E3
3.241290621E1,1.014947128E3
3.347357721E1,1.014943390E3
3.453418521E1,1.014939651E3
3.559477121E1,1.014937744E3
