"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
1.616761550E1,9.686647285E-1,-5.124339730E-1,9.748600143E0
1.618751550E1,9.891229666E-1,-4.956320719E-1,9.747414327E0
1.620741450E1,1.013353244E0,-4.753948220E-1,9.745933228E0
1.622731450E1,1.033717999E0,-4.516865553E-1,9.744922244E0
1.624721450E1,1.040884420E0,-4.184252537E-1,9.745644375E0
1.626711350E1,1.034174228E0,-3.764835048E-1,9.748068631E0
1.628701350E1,1.021377158E0,-3.301753841E-1,9.751095734E0
1.630691350E1,9.994151625E-1,-2.784497815E-1,9.754985302E0
1.632681350E1,9.677709816E-1,-2.157613439E-1,9.759762477E0
1.634671250E1,9.392891941E-1,-1.381478154E-1,9.763951423E0
1.636661250E1,9.184999305E-1,-5.320126163E-2,9.766761594E0
1.638651250E1,8.909774519E-1,2.349926535E-2,9.769427340E0
1.640641250E1,8.361419711E-1,8.742775116E-2,9.773910400E0
1.642631150E1,7.455334443E-1,1.470551713E-1,9.780524186E0
1.644621150E1,6.306028392E-1,2.043327051E-1,9.787578267E0
1.646611150E1,5.207249959E-1,2.707596697E-1,9.792427363E0
1.648601150E1,4.445400152E-1,3.443878822E-1,9.793869286E0
1.650591050E1,4.117722187E-1,4.160381280E-1,9.792520334E0
1.652581050E1,4.129085885E-1,4.687292520E-1,9.790091985E0
1.654571050E1,4.073875013E-1,5.018204361E-1,9.788682806E0
1.656560950E1,3.822382613E-1,5.289219152E-1,9.788270577E0
1.658550950E1,3.831909555E-1,5.589030749E-1,9.786566699E0
1.660540950E1,4.322476330E-1,6.103492171E-1,9.781448631E0
1.662530950E1,5.138909164E-1,7.079661801E-1,9.770916041E0
1.664520850E1,6.657275022E-1,8.458454986E-1,9.750766536E0
1.666510850E1,8.660036284E-1,9.804885294E-1,9.722385321E0
1.668500850E1,9.739941732E-1,1.079068273E0,9.701703134E0
1.670490850E1,9.618742839E-1,1.167970217E0,9.692613053E0
1.672480750E1,9.133273374E-1,1.269300271E0,9.684565530E0
1.674470750E1,8.794341711E-1,1.369496843E0,9.674046389E0
1.676460750E1,8.431749290E-1,1.446337443E0,9.666088328E0
1.678450650E1,8.411933076E-1,1.502042405E0,9.657761893E0
1.680440650E1,8.662596633E-1,1.575507261E0,9.643830902E0
1.682430650E1,8.443581862E-1,1.667658941E0,9.630268870E0
1.684420650E1,7.640813971E-1,1.747198031E0,9.622867464E0
1.686410550E1,6.504103553E-1,1.794414297E0,9.622533004E0
1.688400550E1,5.559390116E-1,1.828490408E0,9.622040083E0
1.690390550E1,5.037954428E-1,1.874015806E0,9.616150768E0
1.692380550E1,4.789461285E-1,1.931006863E0,9.606139750E0
1.694370450E1,4.583861488E-1,1.983498926E0,9.596442727E0
1.696360450E1,4.455540686E-1,2.007653920E0,9.592022817E0
1.698350450E1,4.752600802E-1,2.025253454E0,9.586895978E0
1.700340350E1,5.337687819E-1,2.054775900E0,9.577530493E0
1.702330413E1,5.798725789E-1,2.086636647E0,9.567956847E0
1.704320413E1,5.872141602E-1,2.105885973E0,9.563290184E0
1.706310413E1,5.438941859E-1,2.111379871E0,9.564640891E0
1.708300312E1,4.879019067E-1,2.096527943E0,9.570926063E0
1.710290312E1,4.301384327E-1,2.063120023E0,9.580950530E0
1.712280312E1,3.407178773E-1,2.019022076E0,9.593933687E0
1.714270212E1,2.555535285E-1,1.982369097E0,9.604218355E0
1.716260212E1,2.218736395E-1,1.969599217E0,9.607681661E0
1.718250212E1,2.209759457E-1,1.989350673E0,9.603632464E0
1.720240212E1,1.866469060E-1,2.037902151E0,9.594176347E0
1.722230113E1,1.165551900E-1,2.101792191E0,9.581491982E0
1.724220113E1,6.029149940E-2,2.145320180E0,9.572359216E0
1.726210113E1,2.472864701E-2,2.189182338E0,9.562581502E0
1.728200012E1,1.526147154E-2,2.263408501E0,9.545305318E0
1.730190012E1,6.631756220E-2,2.362993454E0,9.520922429E0
1.732180012E1,1.741950959E-1,2.449427727E0,9.497687348E0
1.734170013E1,2.655038633E-1,2.515635896E0,9.478247695E0
1.736159912E1,3.066875573E-1,2.590632284E0,9.456779058E0
1.738149912E1,3.278360593E-1,2.669852993E0,9.434008246E0
1.740139912E1,2.869614820E-1,2.732717870E0,9.417324970E0
1.742129912E1,2.109112065E-1,2.752355744E0,9.413615497E0
1.744119813E1,1.645136234E-1,2.761662464E0,9.411814554E0
1.746109813E1,1.573112424E-1,2.799536050E0,9.400742267E0
1.748099813E1,1.810604762E-1,2.842339715E0,9.387460901E0
1.750089712E1,2.153532631E-1,2.873622903E0,9.377207224E0
1.752079713E1,2.288283178E-1,2.876294788E0,9.376068771E0
1.754069713E1,1.804084386E-1,2.844327768E0,9.386871502E0
1.756059713E1,7.488632326E-2,2.790673717E0,9.404394438E0
1.758049612E1,-5.151797844E-3,2.737596494E0,9.420277814E0
1.760039612E1,-2.388073907E-2,2.700758159E0,9.430876477E0
1.762029612E1,5.948402176E-3,2.667448033E0,9.440380542E0
1.764019513E1,1.835386176E-2,2.623791551E0,9.452591282E0
1.766009513E1,-1.367549081E-2,2.569976410E0,9.467371874E0
1.767999512E1,-7.557073528E-2,2.506936701E0,9.483968611E0
1.769989512E1,-1.500625314E-1,2.432321113E0,9.502494344E0
1.771979413E1,-2.324074898E-1,2.356479510E0,9.519931326E0
1.773969413E1,-3.031226013E-1,2.281342496E0,9.536230440E0
1.775959413E1,-3.360068488E-1,2.205667977E0,9.552917224E0
1.777949413E1,-3.451452428E-1,2.122812201E0,9.571344724E0
1.779939312E1,-3.697582201E-1,2.035602733E0,9.589353563E0
1.781929312E1,-4.065160104E-1,1.940614569E0,9.607541912E0
1.783919312E1,-4.273720053E-1,1.837730032E0,9.626847664E0
1.785909212E1,-4.336239945E-1,1.724302673E0,9.647531020E0
1.787899212E1,-4.538301445E-1,1.605681232E0,9.667053704E0
1.789889212E1,-4.660763703E-1,1.488863365E0,9.685151421E0
1.791879212E1,-4.445984143E-1,1.376852933E0,9.702716457E0
1.793869113E1,-4.137417436E-1,1.268163427E0,9.718882838E0
1.795859113E1,-3.903420271E-1,1.163196185E0,9.732969950E0
1.797849113E1,-3.751281567E-1,1.062715804E0,9.745050883E0
1.799839012E1,-3.462315459E-1,9.693384008E-1,9.755850105E0
1.801829004E1,-2.874935420E-1,8.764279713E-1,9.766541154E0
1.803819004E1,-2.061838605E-1,7.910261708E-1,9.775882081E0
1.805809004E1,-1.060664271E-1,7.125251810E-1,9.783514452E0
1.807798904E1,1.101277844E-2,6.361307969E-1,9.789347050E0
1.809788904E1,1.534239038E-1,5.668833548E-1,9.792405728E0
1.811778904E1,2.807544433E-1,5.079594278E-1,9.792816203E0
1.813768804E1,3.483640985E-1,4.526349736E-1,9.793358240E0
1.815758804E1,3.967035054E-1,4.096026459E-1,9.793413788E0
1.817748804E1,4.458682102E-1,3.894068381E-1,9.792122723E0
1.819738804E1,5.418820859E-1,3.715081090E-1,9.787974708E0
1.821728704E1,6.590746133E-1,3.684999723E-1,9.780896069E0
1.823718704E1,7.187262263E-1,3.534474485E-1,9.777249745E0
1.825708704E1,7.673498444E-1,3.546887759E-1,9.773508697E0
1.827698604E1,8.381335328E-1,3.790026315E-1,9.766779721E0
1.829688604E1,9.469885884E-1,4.222821503E-1,9.755049621E0
1.831678604E1,1.035103863E0,4.303906669E-1,9.745738515E0
1.833668604E1,9.991629282E-1,3.950636538E-1,9.750984637E0
1.835658504E1,9.068163896E-1,3.090440583E-1,9.763107669E0
1.837648504E1,7.485995049E-1,1.833534801E-1,9.779676924E0
1.839638504E1,5.074304741E-1,2.431331426E-2,9.796837333E0
1.841628404E1,3.304606551E-1,-1.300392165E-1,9.803569817E0
1.843618404E1,3.388594129E-1,-2.811845060E-1,9.800112943E0
1.845608404E1,4.793519618E-1,-4.388701895E-1,9.788447748E0
1.847598404E1,6.579197882E-1,-5.807635850E-1,9.770668119E0
1.849588304E1,8.166960322E-1,-6.666678806E-1,9.753187283E0
1.851578304E1,9.638317124E-1,-7.005677712E-1,9.737367641E0
1.853568304E1,1.126056790E0,-7.264279595E-1,9.718044932E0
1.855558204E1,1.238216327E0,-7.589397211E-1,9.701903694E0
1.857548204E1,1.223754116E0,-8.024076299E-1,9.700240746E0
1.859538204E1,1.131659373E0,-8.393819133E-1,9.708289438E0
1.861528204E1,1.043765197E0,-8.698283652E-1,9.715454616E0
1.863518104E1,9.950043885E-1,-9.028929810E-1,9.717553766E0
1.865508104E1,1.008855273E0,-9.291538498E-1,9.713649580E0
1.867498104E1,1.090533128E0,-9.425037009E-1,9.703531559E0
1.869488004E1,1.202050494E0,-9.381389737E-1,9.690772349E0
1.871478004E1,1.306534464E0,-9.151462600E-1,9.679441030E0
1.873468004E1,1.374618273E0,-8.921518651E-1,9.672155399E0
1.875458004E1,1.383452247E0,-8.805246768E-1,9.671961272E0
1.877447904E1,1.326404033E0,-8.760367195E-1,9.680357289E0
1.879437904E1,1.235056930E0,-8.750516099E-1,9.692524175E0
1.881427904E1,1.151807636E0,-8.685014127E-1,9.703357311E0
1.883417804E1,1.112236969E0,-8.522688843E-1,9.709411519E0
1.885407804E1,1.137878252E0,-8.255631886E-1,9.708747275E0
1.887397804E1,1.208540757E0,-7.961736940E-1,9.702661493E0
1.889387804E1,1.280636707E0,-7.755838935E-1,9.695078239E0
1.891377704E1,1.307258787E0,-7.706550562E-1,9.691917819E0
1.893367704E1,1.269152045E0,-7.882648232E-1,9.695565312E0
1.895357704E1,1.175129913E0,-8.204857589E-1,9.704739593E0
1.897347604E1,1.066180717E0,-8.480721914E-1,9.714943569E0
1.899337604E1,9.897407249E-1,-8.707434545E-1,9.721024674E0
1.901327638E1,9.749620336E-1,-8.833120445E-1,9.721384277E0
1.903317638E1,1.018880105E0,-8.857779615E-1,9.716655049E0
1.905307537E1,1.080830770E0,-8.707639197E-1,9.711317126E0
1.907297538E1,1.115670454E0,-8.464452036E-1,9.709526709E0
1.909287538E1,1.100419454E0,-8.251095177E-1,9.713102866E0
1.911277437E1,1.041466072E0,-8.149594092E-1,9.720457494E0
1.913267437E1,9.713887270E-1,-8.163502425E-1,9.727593436E0
1.915257437E1,9.261907002E-1,-8.117902183E-1,9.732382305E0
1.917247437E1,9.061574815E-1,-7.861536860E-1,9.736371861E0
1.919237338E1,8.894904318E-1,-7.515472325E-1,9.740640913E0
1.921227338E1,8.871781504E-1,-7.137989970E-1,9.743690820E0
1.923217337E1,8.946622941E-1,-6.819016316E-1,9.745290619E0
1.925207238E1,8.877465729E-1,-6.516115927E-1,9.747994956E0
1.927197238E1,8.566822895E-1,-6.177062204E-1,9.752980877E0
1.929187238E1,8.047360642E-1,-5.800574971E-1,9.759714530E0
1.931177238E1,7.518301646E-1,-5.354081219E-1,9.766482682E0
1.933167137E1,7.223276726E-1,-4.823010050E-1,9.771475035E0
1.935157137E1,7.083121891E-1,-4.325331233E-1,9.774830167E0
1.937147137E1,6.777287661E-1,-3.997432170E-1,9.778394045E0
1.939137038E1,6.114878893E-1,-3.691221161E-1,9.783962933E0
1.941127037E1,5.162476733E-1,-3.217932177E-1,9.791120510E0
1.943117037E1,4.214326960E-1,-2.590617117E-1,9.797519118E0
1.945107037E1,3.500733127E-1,-1.921719401E-1,9.801868277E0
1.947096938E1,2.997690769E-1,-1.242238681E-1,9.804631671E0
1.949086938E1,2.623888688E-1,-4.424180606E-2,9.806390514E0
1.951076938E1,2.472426982E-1,3.749877185E-2,9.806812098E0
1.953066837E1,2.436044510E-1,1.211470907E-1,9.806226792E0
1.955056837E1,2.501326663E-1,2.039933474E-1,9.804688974E0
1.957046837E1,3.072350394E-1,2.844479467E-1,9.801060777E0
1.959036737E1,4.041471571E-1,3.644489848E-1,9.794893718E0
1.961026737E1,4.853428727E-1,4.368294746E-1,9.788244265E0
1.963016737E1,5.273508414E-1,5.143276304E-1,9.782304078E0
1.965006737E1,5.369848236E-1,5.979705885E-1,9.777022873E0
1.966996638E1,4.991658367E-1,6.861369161E-1,9.773236216E0
1.968986638E1,4.223893005E-1,7.643755120E-1,9.771049942E0
1.970976638E1,3.416288370E-1,8.433806779E-1,9.767707089E0
1.972966537E1,2.850539375E-1,9.198504911E-1,9.762618257E0
1.974956537E1,2.851640661E-1,1.002805305E0,9.754443265E0
1.976946537E1,3.242976533E-1,1.121068531E0,9.740335688E0
1.978936537E1,3.680099757E-1,1.247734571E0,9.723364729E0
1.980926437E1,3.541426825E-1,1.352482030E0,9.709864678E0
1.982916437E1,3.121894583E-1,1.434149653E0,9.699580010E0
1.984906437E1,3.369540246E-1,1.509848438E0,9.687255249E0
1.986896338E1,3.670316269E-1,1.586277393E0,9.673939970E0
1.988886338E1,3.499235875E-1,1.658965008E0,9.662374762E0
1.990876338E1,3.197916792E-1,1.704070284E0,9.655567433E0
1.992866338E1,3.182843767E-1,1.731357046E0,9.650761607E0
1.994856237E1,3.389039614E-1,1.765672016E0,9.643839673E0
1.996846237E1,3.485250431E-1,1.813566560E0,9.634604580E0
1.998836237E1,3.248003311E-1,1.849909198E0,9.628522307E0
2.000826137E1,2.693652001E-1,1.858796234E0,9.628521137E0
2.002816075E1,2.151002066E-1,1.859434750E0,9.629763086E0
2.004806075E1,1.889976695E-1,1.872318067E0,9.627814209E0
2.006796075E1,1.934872895E-1,1.887456216E0,9.624768979E0
2.008785975E1,2.030004719E-1,1.901698717E0,9.621768773E0
2.010775975E1,1.878062445E-1,1.907582186E0,9.620912740E0
2.012765975E1,1.265504935E-1,1.902708093E0,9.622878574E0
2.014755875E1,2.229317891E-2,1.901527540E0,9.623917624E0
2.016745875E1,-5.300327400E-2,1.909477122E0,9.622223686E0
2.018735875E1,-6.017856591E-2,1.920759471E0,9.619935670E0
2.020725875E1,-3.280269708E-2,1.931587930E0,9.617899670E0
2.022715775E1,7.603058568E-3,1.949852731E0,9.614266210E0
2.024705775E1,3.579757699E-2,1.975789956E0,9.608906068E0
2.026695775E1,5.655487278E-2,1.996652237E0,9.604492589E0
2.028685675E1,4.506063553E-2,2.013755782E0,9.600981921E0
2.030675675E1,2.114926938E-2,2.016405886E0,9.600508296E0
2.032665675E1,9.905756616E-3,2.016506312E0,9.600505373E0
2.034655675E1,-3.785302118E-3,2.032349927E0,9.597168367E0
2.036645575E1,-2.916808154E-2,2.049612954E0,9.593453046E0
2.038635575E1,-6.139859660E-2,2.051026373E0,9.592998717E0
2.040625575E1,-8.054322118E-2,2.043099595E0,9.594548230E0
2.042615475E1,-1.031442903E-1,2.043990272E0,9.594142433E0
2.044605475E1,-1.464341970E-1,2.043877421E0,9.593603320E0
2.046595475E1,-1.759248484E-1,2.040621252E0,9.593800955E0
2.048585475E1,-1.549913596E-1,2.045440089E0,9.593135542E0
2.050575375E1,-1.115181883E-1,2.048803115E0,9.593022106E0
2.052565375E1,-1.068948771E-1,2.045207077E0,9.593841886E0
2.054555375E1,-1.414286606E-1,2.037029746E0,9.595134705E0
2.056545275E1,-1.850150395E-1,2.029050051E0,9.596083708E0
2.058535275E1,-2.283652914E-1,2.021943345E0,9.596650304E0
2.060525275E1,-2.806531951E-1,1.997481811E0,9.600385505E0
2.062515275E1,-3.494872390E-1,1.949939855E0,9.607897423E0
2.064505175E1,-4.329349001E-1,1.890904319E0,9.616295779E0
2.066495175E1,-4.928704320E-1,1.832035721E0,9.624802308E0
2.068485175E1,-5.118337929E-1,1.776704250E0,9.634181242E0
2.070475075E1,-4.958923827E-1,1.720336799E0,9.645238912E0
2.072465075E1,-4.549040588E-1,1.648129533E0,9.659856951E0
2.074455075E1,-4.347062045E-1,1.562473086E0,9.675009425E0
2.076445075E1,-4.477254687E-1,1.479868301E0,9.687395582E0
2.078434975E1,-4.798248553E-1,1.403814006E0,9.697173296E0
2.080424975E1,-5.088087359E-1,1.323832720E0,9.706939901E0
2.082414975E1,-5.477757870E-1,1.235267430E0,9.716488988E0
2.084404875E1,-5.901933166E-1,1.147861423E0,9.724720114E0
2.086394875E1,-5.969596414E-1,1.074573080E0,9.732678759E0
2.088384875E1,-5.761915740E-1,1.004345827E0,9.741426778E0
2.090374875E1,-5.453467805E-1,9.259401470E-1,9.750965926E0
2.092364775E1,-5.104790296E-1,8.461479458E-1,9.760099862E0
2.094354775E1,-4.570001394E-1,7.735524977E-1,9.768770113E0
2.096344775E1,-3.611039389E-1,7.066153271E-1,9.777852593E0
2.098334675E1,-2.526334473E-1,6.403618421E-1,9.785817086E0
2.100324675E1,-1.730180513E-1,5.723890565E-1,9.791758441E0
2.102314679E1,-1.393429497E-1,5.040967937E-1,9.796048543E0
2.104304679E1,-1.507603143E-1,4.447865484E-1,9.798751711E0
2.106294579E1,-1.457785506E-1,4.045779507E-1,9.800569611E0
2.108284579E1,-7.114425599E-2,3.880117290E-1,9.802065328E0
2.110274579E1,6.900535364E-2,4.047960519E-1,9.801401669E0
2.112264479E1,2.291889813E-1,4.209195663E-1,9.798285688E0
2.114254479E1,3.562217331E-1,4.277708220E-1,9.794193222E0
2.116244479E1,4.221440829E-1,4.321241837E-1,9.791381881E0
2.118234479E1,4.153814491E-1,4.269950061E-1,9.791896436E0
2.120224379E1,3.802666168E-1,4.466894151E-1,9.792444320E0
2.122214379E1,3.595332306E-1,4.911896499E-1,9.791096537E0
2.124204379E1,3.631479428E-1,5.322873898E-1,9.788814953E0
2.126194279E1,3.679097690E-1,5.103902981E-1,9.789803132E0
2.128184279E1,3.729983084E-1,4.247032265E-1,9.793702056E0
2.130174279E1,4.102758797E-1,3.571978527E-1,9.794905998E0
2.132164279E1,4.859585115E-1,3.113124125E-1,9.793009161E0
2.134154179E1,5.614119324E-1,2.238754520E-1,9.791363170E0
2.136144179E1,6.350598063E-1,1.106518959E-1,9.788797411E0
2.138134179E1,7.766494755E-1,2.017125404E-2,9.779187512E0
2.140124079E1,9.784993798E-1,-3.148073527E-2,9.761027230E0
2.142114079E1,1.151579521E0,-7.047894335E-2,9.741919699E0
2.144104079E1,1.244157244E0,-1.102188182E-1,9.730160363E0
2.146094079E1,1.263685629E0,-1.603211149E-1,9.726946734E0
2.148083979E1,1.224909891E0,-2.139498400E-1,9.730874893E0
2.150073979E1,1.145079318E0,-2.713044657E-1,9.739162737E0
2.152063979E1,1.035786817E0,-3.265271966E-1,9.749698834E0
2.154053879E1,9.482757799E-1,-3.695835710E-1,9.757063403E0
2.156043879E1,9.365586175E-1,-3.970727936E-1,9.757114858E0
2.158033879E1,1.001523230E0,-4.106525500E-1,9.750098199E0
2.160023879E1,1.111293886E0,-4.005696478E-1,9.738617191E0
2.162013779E1,1.222089706E0,-3.830573101E-1,9.726040415E0
2.164003779E1,1.267647117E0,-3.710090491E-1,9.720675010E0
2.165993779E1,1.222479788E0,-3.648354857E-1,9.726691795E0
2.167983679E1,1.134586928E0,-3.588915718E-1,9.737556506E0
2.169973679E1,1.066321416E0,-3.546641079E-1,9.745423350E0
2.171963679E1,1.026156307E0,-3.532411515E-1,9.749785958E0
2.173953579E1,1.012335389E0,-3.510512961E-1,9.751309742E0
2.175943579E1,1.035713215E0,-3.369434631E-1,9.749352095E0
2.177933579E1,1.086034280E0,-3.148990215E-1,9.744612342E0
2.179923579E1,1.144948413E0,-2.964101805E-1,9.738446453E0
2.181913479E1,1.179242041E0,-2.858201603E-1,9.734669736E0
2.183903479E1,1.164111274E0,-2.809615443E-1,9.736632062E0
2.185893479E1,1.119041593E0,-2.758235229E-1,9.742061786E0
2.187883379E1,1.082383498E0,-2.702382442E-1,9.746358905E0
2.189873379E1,1.067786655E0,-2.640409631E-1,9.748138797E0
2.191863379E1,1.084487399E0,-2.581009959E-1,9.746454214E0
2.193853379E1,1.126627406E0,-2.453627453E-1,9.742002144E0
2.195843279E1,1.160688752E0,-2.274854499E-1,9.738437097E0
2.197833279E1,1.165379096E0,-2.101978462E-1,9.738265189E0
2.199823279E1,1.148770300E0,-1.941601031E-1,9.740571331E0
2.201813175E1,1.126724762E0,-1.762179949E-1,9.743486753E0
2.203803175E1,1.101960195E0,-1.590345630E-1,9.746614428E0
2.205793175E1,1.081226261E0,-1.415780753E-1,9.749205329E0
2.207783175E1,1.070456494E0,-1.182212901E-1,9.750705140E0
2.209773075E1,1.065097740E0,-8.591103824E-2,9.751630170E0
2.211763075E1,1.063054284E0,-4.369115823E-2,9.752133615E0
2.213753075E1,1.072565584E0,9.739708254E-3,9.751185197E0
2.215742975E1,1.080697965E0,6.438967124E-2,9.750079488E0
2.217732975E1,1.067997959E0,1.103793151E-1,9.751066498E0
2.219722975E1,1.047421095E0,1.473569242E-1,9.752809553E0
2.221712875E1,1.034773056E0,1.757330415E-1,9.753689559E0
2.223702875E1,1.039584949E0,2.034896280E-1,9.752638230E0
2.225692875E1,1.069652648E0,2.489925506E-1,9.748330586E0
2.227682875E1,1.111517177E0,3.035389779E-1,9.742099208E0
2.229672775E1,1.136512050E0,3.495347111E-1,9.737672281E0
2.231662775E1,1.122604156E0,3.748122974E-1,9.738345881E0
2.233652775E1,1.075253403E0,3.877147635E-1,9.743182697E0
2.235642675E1,1.022224054E0,3.922420068E-1,9.748707731E0
2.237632675E1,9.475106717E-1,3.892846678E-1,9.756371092E0
2.239622675E1,8.554598560E-1,3.843506411E-1,9.765068241E0
2.241612575E1,7.792036124E-1,4.000569932E-1,9.770818393E0
2.243602575E1,7.603231723E-1,4.515913553E-1,9.770060009E0
2.245592575E1,8.055006608E-1,5.245819290E-1,9.762790750E0
2.247582575E1,8.276791497E-1,5.770299916E-1,9.757975568E0
2.249572475E1,7.808291383E-1,6.031478959E-1,9.760257152E0
2.251562475E1,7.012643939E-1,6.291308027E-1,9.764656597E0
2.253552475E1,5.987420920E-1,6.783706442E-1,9.768184222E0
2.255542375E1,4.919337080E-1,7.485009062E-1,9.769025052E0
2.257532375E1,4.703312794E-1,8.234505896E-1,9.764057257E0
2.259522375E1,5.401925330E-1,9.112520143E-1,9.752635891E0
2.261512275E1,6.117437780E-1,1.021184200E0,9.737507390E0
2.263502275E1,6.434138694E-1,1.149719010E0,9.721124661E0
2.265492275E1,6.436293393E-1,1.280913865E0,9.704694570E0
2.267482275E1,6.008462126E-1,1.405352847E0,9.690204585E0
2.269472175E1,5.049406200E-1,1.518827422E0,9.678548160E0
2.271462175E1,3.751696720E-1,1.618961575E0,9.668211452E0
2.273452175E1,2.277413204E-1,1.716671180E0,9.655945163E0
2.275442075E1,1.026616391E-1,1.830462235E0,9.637166246E0
2.277432075E1,5.271463168E-2,1.952704418E0,9.613545833E0
2.279422075E1,5.313913040E-2,2.072228961E0,9.588489929E0
2.281412075E1,5.547090864E-2,2.169455732E0,9.566947618E0
2.283401975E1,5.388519857E-2,2.250956124E0,9.548109643E0
2.285391975E1,4.602009052E-2,2.321576748E0,9.531225808E0
2.287381975E1,-2.151875145E-3,2.370865853E0,9.519195746E0
2.289371875E1,-6.984881907E-2,2.414181295E0,9.508046860E0
2.291361875E1,-1.102126329E-1,2.450536651E0,9.498359193E0
2.293351875E1,-1.403949917E-1,2.478895501E0,9.490598769E0
2.295341775E1,-1.607080727E-1,2.511419469E0,9.481721526E0
2.297331775E1,-1.732385462E-1,2.545989669E0,9.472276518E0
2.299321775E1,-2.094941886E-1,2.577822788E0,9.462929744E0
2.301311675E1,-2.751156991E-1,2.601941091E0,9.454644824E0
2.303301712E1,-3.058407160E-1,2.623735710E0,9.447675528E0
2.305291712E1,-2.659725542E-1,2.632139329E0,9.446544676E0
2.307281712E1,-2.048519562E-1,2.643664191E0,9.444848984E0
2.309271613E1,-1.650296401E-1,2.670826846E0,9.437984353E0
2.311261612E1,-1.518692479E-1,2.698863368E0,9.430226267E0
2.313251612E1,-1.750365102E-1,2.706984566E0,9.427496787E0
2.315241513E1,-2.515409316E-1,2.692188187E0,9.430002903E0
2.317231513E1,-3.680015703E-1,2.692009555E0,9.426227356E0
2.319221513E1,-5.095675217E-1,2.718002475E0,9.412167726E0
2.321211412E1,-6.370546570E-1,2.738779386E0,9.398369467E0
2.323201412E1,-6.999030159E-1,2.742749353E0,9.392739767E0
2.325191412E1,-7.031145260E-1,2.754943429E0,9.388930306E0
2.327181412E1,-6.760933730E-1,2.792437238E0,9.379834378E0
2.329171312E1,-6.629644004E-1,2.817724399E0,9.373207144E0
2.331161312E1,-7.235188966E-1,2.807955163E0,9.371659970E0
2.333151312E1,-8.246538734E-1,2.776211506E0,9.372763340E0
2.335141213E1,-9.291464677E-1,2.744346520E0,9.372371576E0
2.337131213E1,-1.013196831E0,2.726605775E0,9.368839858E0
2.339121213E1,-1.058337701E0,2.720745403E0,9.365551969E0
2.341111112E1,-1.044271712E0,2.714230436E0,9.369020537E0
2.343101112E1,-1.001761723E0,2.690298952E0,9.380557678E0
2.345091112E1,-1.009055613E0,2.652411041E0,9.390560510E0
2.347081012E1,-1.059658368E0,2.609544810E0,9.396994202E0
2.349071012E1,-1.113132251E0,2.566538247E0,9.402654891E0
2.351061012E1,-1.141597739E0,2.526937102E0,9.409965080E0
2.353051012E1,-1.138544908E0,2.488066274E0,9.420687119E0
2.355040913E1,-1.139304754E0,2.449395859E0,9.430723280E0
2.357030913E1,-1.162371581E0,2.407243720E0,9.438759109E0
2.359020913E1,-1.185339883E0,2.356339615E0,9.448742645E0
2.361010812E1,-1.218159354E0,2.302349057E0,9.457873657E0
2.363000812E1,-1.221646779E0,2.257954364E0,9.468121487E0
2.364990812E1,-1.159882641E0,2.223240907E0,9.484090233E0
2.366980712E1,-1.086668118E0,2.178511900E0,9.503122335E0
2.368970712E1,-1.067656847E0,2.105100692E0,9.521804189E0
2.370960712E1,-1.116944270E0,2.017020721E0,9.535206592E0
2.372950712E1,-1.202109916E0,1.938144120E0,9.541207005E0
2.374940613E1,-1.244616543E0,1.871437622E0,9.549070925E0
2.376930613E1,-1.199468291E0,1.817476154E0,9.565257772E0
2.378920613E1,-1.090926792E0,1.782458641E0,9.584822556E0
2.380910512E1,-9.791498825E-1,1.755245700E0,9.601899934E0
2.382900512E1,-9.159096140E-1,1.720121037E0,9.614488989E0
2.384890512E1,-9.274848352E-1,1.657745718E0,9.624331023E0
2.386880412E1,-9.933813476E-1,1.578938553E0,9.631004450E0
2.388870412E1,-1.039370064E0,1.507082851E0,9.637660920E0
2.390860412E1,-1.020571924E0,1.449139283E0,9.648550774E0
2.392850313E1,-9.372357251E-1,1.397032844E0,9.664677395E0
2.394840313E1,-8.211335573E-1,1.343703167E0,9.682783883E0
2.396830313E1,-7.298246802E-1,1.285772316E0,9.697950391E0
2.398820212E1,-7.001206785E-1,1.222425848E0,9.708326860E0
2.400810212E1,-6.925266071E-1,1.153866148E0,9.717257897E0
2.402800217E1,-6.390537469E-1,1.086580776E0,9.728671662E0
2.404790217E1,-5.718520629E-1,1.015887646E0,9.740485377E0
2.406780117E1,-5.279431644E-1,9.475779878E-1,9.749844430E0
2.408770117E1,-5.272626946E-1,8.791630065E-1,9.756288646E0
2.410760117E1,-5.553075489E-1,8.096504297E-1,9.760747733E0
2.412750017E1,-5.640612327E-1,7.613264814E-1,9.764134440E0
2.414740017E1,-5.288680843E-1,7.339104221E-1,9.768202348E0
2.416730017E1,-4.606838122E-1,7.275854889E-1,9.772128169E0
2.418719917E1,-3.719475638E-1,7.277127390E-1,9.775898454E0
2.420709917E1,-2.724911947E-1,7.417666680E-1,9.778119811E0
2.422699917E1,-2.003110816E-1,7.830554657E-1,9.776645728E0
2.424689817E1,-2.019385079E-1,8.251198965E-1,9.773152016E0
2.426679817E1,-2.599895370E-1,8.525832452E-1,9.769422078E0
2.428669817E1,-2.680520616E-1,8.446710122E-1,9.769891609E0
2.430659817E1,-2.088178302E-1,7.752972338E-1,9.777086023E0
2.432649717E1,-1.433574652E-1,6.966399041E-1,9.784183373E0
2.434639717E1,-7.408206616E-2,6.301017328E-1,9.789462824E0
