"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
8.884276850E1,1.057665856E0,-1.174336300E0,9.681858269E0
8.886266850E1,1.061124411E0,-1.164130350E0,9.682711962E0
8.888256850E1,1.078837893E0,-1.141757807E0,9.683418891E0
8.890246850E1,1.133001967E0,-1.110056981E0,9.680918621E0
8.892236850E1,1.216282836E0,-1.078698656E0,9.674356291E0
8.894226850E1,1.284029554E0,-1.057399003E0,9.667950667E0
8.896216850E1,1.310065012E0,-1.014395948E0,9.669065731E0
8.898206850E1,1.293246812E0,-9.515408651E-1,9.677715517E0
8.900196850E1,1.239119722E0,-8.909733588E-1,9.690554833E0
8.902186850E1,1.162644500E0,-8.478612531E-1,9.703890578E0
8.904176850E1,1.061735152E0,-8.252627879E-1,9.717394722E0
8.906166850E1,9.263361496E-1,-7.998929617E-1,9.733353528E0
8.908156850E1,7.745756873E-1,-7.740887605E-1,9.748687851E0
8.910146850E1,6.690457240E-1,-7.635834336E-1,9.757326527E0
8.912136750E1,5.639222152E-1,-7.594218240E-1,9.764290561E0
8.914126750E1,4.481539234E-1,-7.294853955E-1,9.772569049E0
8.916116750E1,3.840562338E-1,-6.755419806E-1,9.779174064E0
8.918106750E1,3.366444511E-1,-6.387308344E-1,9.783393999E0
8.920096750E1,2.513872412E-1,-6.189841294E-1,9.787224510E0
8.922086750E1,1.565980283E-1,-5.648004670E-1,9.792475310E0
8.924076750E1,9.550751598E-2,-4.927143844E-1,9.797153082E0
8.926066750E1,1.389913539E-2,-4.321241106E-1,9.800467869E0
8.928056750E1,-2.320147990E-2,-3.583286676E-1,9.803425975E0
8.930046750E1,2.280610534E-2,-2.768071524E-1,9.806067163E0
8.932036750E1,1.871541383E-2,-1.957719429E-1,9.808028319E0
8.934026750E1,-7.657245926E-2,-1.331528314E-1,9.808797228E0
8.936016750E1,-1.970156639E-1,-8.373893467E-2,9.807664037E0
8.938006750E1,-3.216198112E-1,-4.429119220E-2,9.804626409E0
8.939996750E1,-4.471765613E-1,-6.906848187E-3,9.799800117E0
8.941986750E1,-5.212144079E-1,2.233000038E-2,9.796118710E0
8.943976750E1,-5.260980389E-1,4.706668274E-2,9.795769631E0
8.945966650E1,-4.924377380E-1,9.487352248E-2,9.797173548E0
8.947956650E1,-4.583802285E-1,1.503292558E-1,9.798131906E0
8.949946650E1,-4.737307410E-1,2.067175651E-1,9.796374233E0
8.951936650E1,-5.462905942E-1,2.424539565E-1,9.791775983E0
8.953926650E1,-6.273877477E-1,2.627647717E-1,9.786390697E0
8.955916650E1,-7.026180974E-1,2.724307308E-1,9.781012428E0
8.957906650E1,-7.823249292E-1,2.949920662E-1,9.774305672E0
8.959896650E1,-8.285820329E-1,3.311844308E-1,9.769333200E0
8.961886650E1,-8.665822104E-1,3.581810985E-1,9.765082859E0
8.963876650E1,-8.988793060E-1,3.719772018E-1,9.761647035E0
8.965866650E1,-8.451450752E-1,3.856625370E-1,9.765914918E0
8.967856650E1,-7.697240333E-1,3.878640868E-1,9.772061511E0
8.969846650E1,-8.031407245E-1,3.748313009E-1,9.769880499E0
8.971836650E1,-9.242650659E-1,3.686325214E-1,9.759402874E0
8.973826650E1,-1.026851906E0,3.762356194E-1,9.748852158E0
8.975816650E1,-1.073683280E0,3.866834243E-1,9.743396705E0
8.977806550E1,-1.085658450E0,4.080424991E-1,9.741198737E0
8.979796554E1,-1.049091353E0,4.361775101E-1,9.743985520E0
8.981786554E1,-9.991830280E-1,4.420775334E-1,9.748963839E0
8.983776554E1,-9.961092199E-1,4.444093665E-1,9.749172585E0
8.985766554E1,-1.043449959E0,4.509200218E-1,9.743920616E0
8.987756554E1,-1.130229729E0,4.473415259E-1,9.734401349E0
8.989746554E1,-1.237267178E0,4.359036046E-1,9.721895909E0
8.991736554E1,-1.312644804E0,4.235228198E-1,9.712553228E0
8.993726554E1,-1.309623548E0,4.200048425E-1,9.713113976E0
8.995716554E1,-1.247796697E0,4.286866787E-1,9.720870892E0
8.997706554E1,-1.187812816E0,4.297668056E-1,9.728334863E0
8.999696554E1,-1.180741851E0,4.195951354E-1,9.729639961E0
9.001686554E1,-1.201412270E0,4.175848992E-1,9.727195240E0
9.003676554E1,-1.195286435E0,4.202746915E-1,9.727834341E0
9.005666554E1,-1.192557978E0,4.148508508E-1,9.728402106E0
9.007656554E1,-1.228572368E0,4.007085192E-1,9.724512538E0
9.009646554E1,-1.271847757E0,3.831068652E-1,9.719657010E0
9.011636554E1,-1.258596212E0,3.628111797E-1,9.722160203E0
9.013626454E1,-1.251274914E0,3.491963035E-1,9.723603880E0
9.015616454E1,-1.266338657E0,3.513344841E-1,9.721576651E0
9.017606454E1,-1.310603980E0,3.697960077E-1,9.715023091E0
9.019596454E1,-1.340733805E0,3.596992184E-1,9.711289644E0
9.021586454E1,-1.366352064E0,3.928584860E-1,9.706432947E0
9.023576454E1,-1.324775876E0,4.383497873E-1,9.710248255E0
9.025566454E1,-1.204393839E0,4.777337448E-1,9.724058209E0
9.027556454E1,-1.025966784E0,4.978201366E-1,9.743493769E0
9.029546454E1,-8.729971907E-1,5.801107799E-1,9.753842756E0
9.031536454E1,-7.943230502E-1,6.751793801E-1,9.754449697E0
9.033526454E1,-7.566904434E-1,7.119582204E-1,9.754826258E0
9.035516454E1,-7.658399472E-1,7.273067960E-1,9.752979707E0
9.037506454E1,-7.437936784E-1,7.367328731E-1,9.753978412E0
9.039496454E1,-5.907781843E-1,7.031329447E-1,9.766917715E0
9.041486454E1,-3.720178765E-1,6.640210654E-1,9.780428292E0
9.043476454E1,-1.918685062E-1,6.063670805E-1,9.789361668E0
9.045466454E1,-3.086676164E-2,5.305043179E-1,9.795596554E0
9.047456454E1,9.339224917E-2,4.241477410E-1,9.800381330E0
9.049446454E1,1.035038575E-1,2.937976445E-1,9.805053256E0
9.051436354E1,2.535331465E-2,1.632805552E-1,9.808608363E0
9.053426354E1,-3.958677830E-2,7.550293042E-2,9.809629287E0
9.055416354E1,-5.749085669E-2,2.800089964E-2,9.809791839E0
9.057406354E1,-8.113051118E-3,-4.802587164E-3,9.809995322E0
9.059396354E1,1.072192605E-1,-3.965360558E-2,9.809334002E0
9.061386354E1,2.076137606E-1,-7.594863444E-2,9.807508501E0
9.063376354E1,2.738494115E-1,-9.670471511E-2,9.805699958E0
9.065366354E1,3.329157913E-1,-1.013858955E-1,9.803825340E0
9.067356354E1,3.663301802E-1,-1.030418543E-1,9.802616136E0
9.069346354E1,3.527271447E-1,-1.066212731E-1,9.803076897E0
9.071336354E1,3.173086591E-1,-1.145948744E-1,9.804197223E0
9.073326354E1,2.815130281E-1,-1.199348258E-1,9.805226333E0
9.075316354E1,2.395213038E-1,-1.197728853E-1,9.806344321E0
9.077306354E1,1.870061261E-1,-1.153146027E-1,9.807539492E0
9.079296363E1,1.377158523E-1,-1.066045537E-1,9.808453996E0
9.081286363E1,1.123927856E-1,-9.454978773E-2,9.808900723E0
9.083276363E1,1.059478657E-1,-8.834822168E-2,9.809029947E0
9.085266363E1,1.145308657E-1,-8.397268625E-2,9.808972059E0
9.087256363E1,1.304662368E-1,-6.987869469E-2,9.808883767E0
9.089246363E1,1.465808616E-1,-4.473435176E-2,9.808803075E0
9.091236363E1,1.463061887E-1,-2.631262347E-2,9.808873826E0
9.093226263E1,1.389658774E-1,-2.381440058E-2,9.808986678E0
9.095216263E1,1.278763771E-1,-2.693571967E-2,9.809129350E0
9.097206263E1,1.136722112E-1,-2.368500809E-2,9.809312952E0
9.099196263E1,1.051735390E-1,-1.164453697E-2,9.809429312E0
9.101186263E1,9.994417308E-2,1.373438095E-2,9.809481352E0
9.103176263E1,8.882689850E-2,3.342607194E-2,9.809540994E0
9.105166263E1,6.579160515E-2,3.728626439E-2,9.809708809E0
9.107156263E1,4.533408422E-2,4.244876652E-2,9.809803534E0
9.109146263E1,2.771599405E-2,5.825134648E-2,9.809787746E0
9.111136263E1,-1.138411203E-2,7.830086879E-2,9.809680742E0
9.113126263E1,-8.712063530E-2,8.545395956E-2,9.809241031E0
9.115116263E1,-1.822990444E-1,8.745228206E-2,9.807916052E0
9.117106263E1,-2.605000172E-1,9.801923314E-2,9.806050791E0
9.119096263E1,-3.080597527E-1,1.130062499E-1,9.804510634E0
9.121086263E1,-3.288196706E-1,1.188274911E-1,9.803767453E0
9.123076263E1,-3.170075275E-1,1.185689985E-1,9.804159801E0
9.125066263E1,-2.767152963E-1,1.224671453E-1,9.805331583E0
9.127056263E1,-2.237827554E-1,1.395074574E-1,9.806454833E0
9.129046263E1,-1.844214740E-1,1.634024697E-1,9.806905069E0
9.131036263E1,-1.790505872E-1,1.846672946E-1,9.806627326E0
9.133026163E1,-2.079601350E-1,1.925091052E-1,9.805905780E0
9.135016163E1,-2.651690554E-1,1.896284927E-1,9.804581970E0
9.137006163E1,-3.398982439E-1,1.844309209E-1,9.802374646E0
9.138996163E1,-4.226265147E-1,1.764236890E-1,9.799304273E0
9.140986163E1,-4.835132059E-1,1.649334169E-1,9.796688814E0
9.142976163E1,-4.924679608E-1,1.528124860E-1,9.796439137E0
9.144966163E1,-4.531542429E-1,1.428233404E-1,9.798487417E0
9.146956163E1,-3.994725640E-1,1.261201384E-1,9.801052006E0
9.148946163E1,-3.669238554E-1,1.005100191E-1,9.802620229E0
9.150936163E1,-3.763787300E-1,7.018201443E-2,9.802526089E0
9.152926163E1,-4.225601854E-1,3.361715256E-2,9.800837413E0
9.154916163E1,-4.891799984E-1,-1.061369341E-2,9.797789844E0
9.156906163E1,-5.778292329E-1,-5.269743264E-2,9.792825558E0
9.158896163E1,-6.719105673E-1,-8.323830337E-2,9.786608799E0
9.160886163E1,-7.456771396E-1,-1.082686896E-1,9.781019445E0
9.162876163E1,-7.952817012E-1,-1.441335369E-1,9.776648067E0
9.164866163E1,-8.452682322E-1,-2.040856055E-1,9.771385573E0
9.166856163E1,-9.050644176E-1,-2.537708038E-1,9.764863588E0
9.168846163E1,-9.456068914E-1,-2.790038783E-1,9.760331996E0
9.170836063E1,-9.411055586E-1,-3.075185928E-1,9.759910412E0
9.172826063E1,-8.986972383E-1,-3.441044385E-1,9.762686085E0
9.174816063E1,-8.251408734E-1,-3.836114799E-1,9.767706504E0
9.176806063E1,-7.138914561E-1,-4.151499724E-1,9.775178077E0
9.178796063E1,-5.928387797E-1,-4.450604174E-1,9.781950907E0
9.180786013E1,-4.904209968E-1,-4.494263140E-1,9.787420392E0
9.182776013E1,-4.451218497E-1,-4.511717079E-1,9.789504924E0
9.184766013E1,-4.740407531E-1,-4.521461464E-1,9.788102177E0
9.186756013E1,-5.427205401E-1,-4.643693122E-1,9.783962349E0
9.188746013E1,-6.412631173E-1,-5.046230431E-1,9.776003119E0
9.190736013E1,-7.400410084E-1,-5.446963508E-1,9.766869768E0
9.192726013E1,-7.974047522E-1,-5.561798804E-1,9.761706092E0
9.194716013E1,-7.864904125E-1,-5.272095215E-1,9.764198760E0
9.196706013E1,-7.423758017E-1,-4.962821361E-1,9.769272389E0
9.198696013E1,-7.257637889E-1,-5.136414231E-1,9.769623222E0
9.200686013E1,-7.745713019E-1,-5.427690355E-1,9.764299332E0
9.202676013E1,-8.500154404E-1,-5.355977909E-1,9.758417618E0
9.204666013E1,-9.370795313E-1,-5.359115671E-1,9.750424474E0
9.206656013E1,-1.058287634E0,-5.329204240E-1,9.738178650E0
9.208645913E1,-1.105192244E0,-5.112713638E-1,9.734128284E0
9.210635913E1,-1.058570932E0,-5.090898773E-1,9.739422938E0
9.212625913E1,-1.035896233E0,-5.108711219E-1,9.741767086E0
9.214615913E1,-1.071963248E0,-5.081436151E-1,9.738007327E0
9.216605913E1,-1.117231734E0,-5.132375997E-1,9.732650108E0
9.218595913E1,-1.189201822E0,-5.234310873E-1,9.723575229E0
9.220585913E1,-1.265805975E0,-5.129138102E-1,9.714461174E0
9.222575913E1,-1.274511602E0,-4.936785172E-1,9.714319671E0
9.224565913E1,-1.262977969E0,-4.979843703E-1,9.715606059E0
9.226555913E1,-1.299370309E0,-5.076814658E-1,9.710303804E0
9.228545913E1,-1.396289224E0,-4.908642523E-1,9.697707147E0
9.230535913E1,-1.498947473E0,-4.549163745E-1,9.684126404E0
9.232525913E1,-1.566754417E0,-4.346567224E-1,9.674319454E0
9.234515913E1,-1.589755171E0,-4.278245433E-1,9.670870766E0
9.236505913E1,-1.533229845E0,-3.943470410E-1,9.681415050E0
9.238495913E1,-1.428692154E0,-3.373530605E-1,9.699542588E0
9.240485913E1,-1.374962674E0,-3.133447585E-1,9.708109928E0
9.242475813E1,-1.376323029E0,-3.071573811E-1,9.708114606E0
9.244465813E1,-1.346303424E0,-2.862098955E-1,9.712963117E0
9.246455813E1,-1.320313281E0,-2.737045467E-1,9.716890107E0
9.248445813E1,-1.360431905E0,-2.815125348E-1,9.711131769E0
9.250435813E1,-1.427002016E0,-2.887359840E-1,9.701360487E0
9.252425813E1,-1.425917358E0,-2.936728795E-1,9.701371597E0
9.254415813E1,-1.399455199E0,-3.083044221E-1,9.704770584E0
9.256405813E1,-1.389133401E0,-3.391922291E-1,9.705223158E0
9.258395813E1,-1.419751177E0,-3.757789153E-1,9.699443185E0
9.260385813E1,-1.477292603E0,-4.075765856E-1,9.689560806E0
9.262375813E1,-1.527719575E0,-4.509214836E-1,9.679816421E0
9.264365813E1,-1.557737280E0,-4.926819324E-1,9.672994475E0
9.266355813E1,-1.540572925E0,-5.290519061E-1,9.673822441E0
9.268345813E1,-1.478340716E0,-5.635303055E-1,9.681582865E0
9.270335813E1,-1.420319380E0,-6.083893035E-1,9.687551703E0
9.272325813E1,-1.405514376E0,-6.661857046E-1,9.685908635E0
9.274315813E1,-1.425812108E0,-7.099217813E-1,9.679833378E0
9.276305813E1,-1.416361984E0,-7.281160507E-1,9.679869046E0
9.278295713E1,-1.375487023E0,-7.534090590E-1,9.683827026E0
9.280285775E1,-1.368558073E0,-7.970157661E-1,9.681317986E0
9.282275775E1,-1.396312320E0,-8.373295406E-1,9.673949325E0
9.284265775E1,-1.436619078E0,-8.609803585E-1,9.665967876E0
9.286255775E1,-1.453065688E0,-8.788683799E-1,9.661898798E0
9.288245775E1,-1.447914583E0,-8.971336198E-1,9.660993649E0
9.290235775E1,-1.413681474E0,-9.118505500E-1,9.664684997E0
9.292225775E1,-1.325461901E0,-9.221977097E-1,9.676197580E0
9.294215775E1,-1.204125159E0,-9.249654161E-1,9.691780994E0
9.296205775E1,-1.118510959E0,-9.216979920E-1,9.702345158E0
9.298195775E1,-1.093403745E0,-9.250032037E-1,9.704892206E0
9.300185775E1,-1.141168919E0,-9.209841201E-1,9.699774138E0
9.302175775E1,-1.230540833E0,-8.930130869E-1,9.691459982E0
9.304165775E1,-1.322183952E0,-8.855193684E-1,9.680071360E0
9.306155775E1,-1.428693762E0,-8.685609081E-1,9.666464304E0
9.308145775E1,-1.477930826E0,-8.301756915E-1,9.662433819E0
9.310135775E1,-1.417159106E0,-8.165846428E-1,9.672691004E0
9.312125775E1,-1.317038256E0,-8.610772761E-1,9.682977426E0
9.314115675E1,-1.188068851E0,-9.348436292E-1,9.692814782E0
9.316105675E1,-1.041287512E0,-1.011427829E0,9.702001342E0
9.318095675E1,-9.310525138E-1,-1.096592232E0,9.703954312E0
9.320085675E1,-8.773058577E-1,-1.182125230E0,9.698918105E0
9.322075675E1,-8.553127985E-1,-1.268874886E0,9.689917486E0
9.324065675E1,-8.657247162E-1,-1.356546576E0,9.677107406E0
9.326055675E1,-9.152792841E-1,-1.439218312E0,9.660590776E0
9.328045675E1,-9.638837526E-1,-1.498236452E0,9.646881394E0
9.330035675E1,-9.905007168E-1,-1.549992204E0,9.636002065E0
9.332025675E1,-1.008348465E0,-1.603088577E0,9.625457781E0
9.334015675E1,-1.018150226E0,-1.643320929E0,9.617638299E0
9.336005675E1,-1.031974579E0,-1.669135948E0,9.611717409E0
9.337995675E1,-1.055714421E0,-1.682403572E0,9.606825044E0
9.339985675E1,-1.057645025E0,-1.684676531E0,9.606214010E0
9.341975675E1,-1.028709055E0,-1.676206547E0,9.610836818E0
9.343965675E1,-9.842753325E-1,-1.669433132E0,9.616667662E0
9.345955675E1,-9.432873740E-1,-1.656132763E0,9.623073286E0
9.347945575E1,-9.212451252E-1,-1.631254469E0,9.629455522E0
9.349935575E1,-9.321659698E-1,-1.613296500E0,9.631430127E0
9.351925575E1,-9.787562187E-1,-1.602359283E0,9.628633404E0
9.353915575E1,-1.028729374E0,-1.585874228E0,9.626153015E0
9.355905575E1,-1.060897100E0,-1.561740722E0,9.626606759E0
9.357895575E1,-1.056387508E0,-1.534028575E0,9.631557596E0
9.359885575E1,-1.015022843E0,-1.505597512E0,9.640488049E0
9.361875575E1,-9.552236608E-1,-1.478164715E0,9.650838205E0
9.363865575E1,-8.972747570E-1,-1.451849759E0,9.660389632E0
9.365855575E1,-8.609701990E-1,-1.424751716E0,9.667725549E0
9.367845575E1,-8.524545334E-1,-1.391601950E0,9.673306716E0
9.369835575E1,-8.650595954E-1,-1.358002679E0,9.676962395E0
9.371825575E1,-8.802304888E-1,-1.330171248E0,9.679459741E0
9.373815575E1,-8.920232264E-1,-1.299191530E0,9.682587417E0
9.375805575E1,-8.973025312E-1,-1.260221300E0,9.687248817E0
9.377795575E1,-8.815043778E-1,-1.215990329E0,9.694349676E0
9.379785575E1,-8.551388439E-1,-1.172377336E0,9.702080864E0
9.381775475E1,-8.337965067E-1,-1.131682177E0,9.708768325E0
9.383765475E1,-8.319371653E-1,-1.092570517E0,9.713406921E0
9.385755475E1,-8.480732147E-1,-1.058941937E0,9.715735282E0
9.387745475E1,-8.746431088E-1,-1.030102447E0,9.716480218E0
9.389735475E1,-9.024689117E-1,-1.003378771E0,9.716732233E0
9.391725475E1,-9.092709777E-1,-9.698464508E-1,9.719502059E0
9.393715475E1,-8.933418466E-1,-9.256619657E-1,9.725286124E0
9.395705475E1,-8.612809054E-1,-8.738110500E-1,9.732972289E0
9.397695475E1,-8.230556832E-1,-8.189998352E-1,9.741043201E0
9.399685475E1,-7.937729734E-1,-7.643364087E-1,9.747913095E0
9.401675475E1,-7.815487113E-1,-7.018316469E-1,9.753600097E0
9.403665475E1,-7.763544104E-1,-6.288817844E-1,9.758990060E0
9.405655475E1,-7.689304930E-1,-5.445789680E-1,9.764644318E0
9.407645475E1,-7.460921457E-1,-4.585327312E-1,9.770833595E0
9.409635475E1,-7.096878196E-1,-3.631957803E-1,9.777552631E0
9.411625475E1,-6.543597841E-1,-2.687691861E-1,9.784461116E0
9.413615475E1,-5.850308099E-1,-1.832179161E-1,9.790825810E0
9.415605475E1,-5.150674859E-1,-7.542641869E-2,9.796178936E0
9.417595375E1,-4.603092615E-1,5.258783846E-2,9.799053428E0
9.419585375E1,-4.502858182E-1,1.676615998E-1,9.798226047E0
9.421575375E1,-4.583267995E-1,2.644805640E-1,9.795717591E0
9.423565375E1,-4.758019344E-1,3.690301321E-1,9.791502918E0
9.425555375E1,-4.846236652E-1,4.760816140E-1,9.786449170E0
9.427545375E1,-4.785575810E-1,5.697978995E-1,9.781738653E0
9.429535375E1,-4.769954608E-1,6.445633589E-1,9.777173147E0
9.431525375E1,-4.819681888E-1,7.135292210E-1,9.772138109E0
9.433515375E1,-4.814007165E-1,7.944024993E-1,9.765924273E0
9.435505375E1,-4.706877038E-1,8.891274659E-1,9.758279039E0
9.437495375E1,-4.186451456E-1,9.729931299E-1,9.752647001E0
9.439485375E1,-3.526080442E-1,1.034341824E0,9.748943959E0
9.441475375E1,-3.373799943E-1,1.079311956E0,9.744606494E0
9.443465375E1,-3.784025975E-1,1.107145652E0,9.739976669E0
9.445455375E1,-4.507359076E-1,1.126609060E0,9.734664474E0
9.447445375E1,-5.239112534E-1,1.135707474E0,9.729942847E0
9.449435375E1,-5.918022876E-1,1.120872137E0,9.727770606E0
9.451425275E1,-6.439191420E-1,1.094516397E0,9.727461289E0
9.453415275E1,-6.636026971E-1,1.085767209E0,9.727118642E0
9.455405275E1,-6.723066431E-1,1.090234481E0,9.726021704E0
9.457395275E1,-7.226141131E-1,1.082555260E0,9.723271174E0
9.459385275E1,-8.072166724E-1,1.065040583E0,9.718548962E0
9.461375275E1,-8.593203340E-1,1.059202065E0,9.714718451E0
9.463365275E1,-8.985874569E-1,1.072432341E0,9.709713235E0
9.465355275E1,-9.646576316E-1,1.077531332E0,9.702807088E0
9.467345275E1,-1.046813423E0,1.062501357E0,9.695945966E0
9.469335275E1,-1.107583828E0,1.058844289E0,9.689592966E0
9.471325275E1,-1.136263398E0,1.066645644E0,9.685415715E0
9.473315275E1,-1.143164062E0,1.080170985E0,9.683104311E0
9.475305275E1,-1.128191390E0,1.108517628E0,9.681656540E0
9.477295275E1,-1.066591923E0,1.133134041E0,9.685788183E0
9.479285313E1,-1.022101921E0,1.145708478E0,9.689105308E0
9.481275313E1,-1.064179800E0,1.143512191E0,9.684833332E0
9.483265313E1,-1.178401138E0,1.123425178E0,9.673954003E0
9.485255213E1,-1.301652477E0,1.084340342E0,9.662608650E0
9.487245213E1,-1.398642874E0,1.042382696E0,9.653669427E0
9.489235213E1,-1.429074270E0,1.007522327E0,9.652913967E0
9.491225213E1,-1.406343511E0,9.691896623E-1,9.660174454E0
9.493215213E1,-1.380334219E0,9.136823364E-1,9.669331194E0
9.495205213E1,-1.375671211E0,8.524574570E-1,9.675584791E0
9.497195213E1,-1.352061469E0,7.942362191E-1,9.683863864E0
9.499185213E1,-1.329396492E0,7.384110240E-1,9.691416712E0
9.501175213E1,-1.314636512E0,6.721820243E-1,9.698247430E0
9.503165213E1,-1.313150734E0,6.015038051E-1,9.703088340E0
9.505155213E1,-1.332654707E0,5.387228353E-1,9.704118034E0
9.507145213E1,-1.357182022E0,4.735862782E-1,9.704116280E0
9.509135213E1,-1.375082542E0,4.065089937E-1,9.704637852E0
9.511125213E1,-1.382273302E0,3.456343624E-1,9.705975110E0
9.513115213E1,-1.387868064E0,2.864376080E-1,9.707104207E0
9.515105213E1,-1.378723019E0,2.365098415E-1,9.709751827E0
9.517095213E1,-1.326786880E0,1.828520996E-1,9.718143166E0
9.519085213E1,-1.238765234E0,1.212702294E-1,9.730717018E0
9.521075213E1,-1.163459748E0,4.860370103E-2,9.740641497E0
9.523065113E1,-1.119432407E0,-4.678911359E-2,9.745808682E0
9.525055113E1,-1.109012449E0,-1.497903892E-1,9.745960709E0
9.527045113E1,-1.107362292E0,-2.399566472E-1,9.744345708E0
9.529035113E1,-1.088928652E0,-3.176570435E-1,9.744199528E0
9.531025113E1,-1.048803231E0,-4.028628527E-1,9.745450832E0
9.533015113E1,-1.024156486E0,-5.071605154E-1,9.743202578E0
9.535005113E1,-1.041956068E0,-6.132475723E-1,9.735212358E0
9.536995113E1,-1.086319113E0,-7.030942800E-1,9.724282157E0
9.538985113E1,-1.097959457E0,-7.802920716E-1,9.717084235E0
9.540975113E1,-1.035153491E0,-8.612124199E-1,9.717143292E0
9.542965113E1,-9.306464247E-1,-9.560796931E-1,9.718843077E0
9.544955113E1,-8.491569961E-1,-1.061021134E0,9.715413685E0
9.546945113E1,-8.264391015E-1,-1.185266427E0,9.703001801E0
9.548935113E1,-8.737636875E-1,-1.321339906E0,9.681254836E0
9.550925113E1,-9.336692890E-1,-1.467862798E0,9.654519027E0
9.552915113E1,-9.817987443E-1,-1.627145484E0,9.624166131E0
9.554905113E1,-1.041491434E0,-1.808882647E0,9.585371025E0
9.556895113E1,-1.122960982E0,-1.980816954E0,9.542087011E0
9.558885113E1,-1.187013940E0,-2.111224627E0,9.506304390E0
9.560875113E1,-1.215539655E0,-2.196242412E0,9.483410786E0
9.562865113E1,-1.219177500E0,-2.242778793E0,9.472045553E0
9.564855013E1,-1.182397929E0,-2.266604881E0,9.471036909E0
9.566845013E1,-1.110363448E0,-2.296725936E0,9.472499297E0
9.568835013E1,-1.054923365E0,-2.322628663E0,9.472519763E0
9.570825013E1,-1.025273231E0,-2.325061250E0,9.475178491E0
9.572815013E1,-1.007281056E0,-2.312695266E0,9.480133422E0
9.574805013E1,-9.943592213E-1,-2.287218217E0,9.487675161E0
9.576795013E1,-9.746662375E-1,-2.247253960E0,9.499262003E0
9.578785013E1,-9.479736250E-1,-2.203268426E0,9.512258025E0
9.580774975E1,-9.095079361E-1,-2.174068747E0,9.522726295E0
9.582764975E1,-8.841631068E-1,-2.151245310E0,9.530293761E0
9.584754975E1,-8.928158896E-1,-2.125537149E0,9.535253955E0
9.586744975E1,-9.315318393E-1,-2.102417112E0,9.536675997E0
9.588734975E1,-9.763495047E-1,-2.079878727E0,9.537135004E0
9.590724975E1,-9.941444823E-1,-2.051244474E0,9.541497611E0
9.592714975E1,-9.873170540E-1,-2.018723722E0,9.549139338E0
9.594704975E1,-9.506604206E-1,-1.988295689E0,9.559237479E0
9.596694975E1,-8.900418974E-1,-1.959190150E0,9.571076337E0
9.598684975E1,-8.310732391E-1,-1.927846296E0,9.582735685E0
9.600674975E1,-8.095125816E-1,-1.896191517E0,9.590893720E0
9.602664975E1,-8.282841904E-1,-1.863926581E0,9.595614762E0
9.604654975E1,-8.720065261E-1,-1.828193370E0,9.598614968E0
9.606644975E1,-9.231277093E-1,-1.787867170E0,9.601430402E0
9.608634975E1,-9.568548878E-1,-1.742450238E0,9.606476550E0
9.610624875E1,-9.645991594E-1,-1.693390490E0,9.614472032E0
9.612614875E1,-9.586390925E-1,-1.639639522E0,9.624380139E0
9.614604875E1,-9.476783406E-1,-1.583958241E0,9.634785259E0
9.616594875E1,-9.186144628E-1,-1.530477999E0,9.646237031E0
9.618584875E1,-8.785884444E-1,-1.476145817E0,9.658424968E0
9.620574875E1,-8.449278512E-1,-1.422063166E0,9.669536431E0
9.622564875E1,-8.114847744E-1,-1.370996946E0,9.679770813E0
9.624554875E1,-7.731982295E-1,-1.326354186E0,9.689119926E0
9.626544875E1,-7.479511949E-1,-1.283114465E0,9.696921281E0
9.628534875E1,-7.280087543E-1,-1.230778522E0,9.705219650E0
9.630524875E1,-6.970522059E-1,-1.152849171E0,9.717054999E0
9.632514875E1,-6.773944516E-1,-1.066292618E0,9.728322583E0
9.634504875E1,-6.691585752E-1,-9.840951651E-1,9.737550074E0
9.636494875E1,-6.766754633E-1,-9.295714872E-1,9.742386891E0
9.638484875E1,-7.058165243E-1,-8.877546128E-1,9.744219409E0
9.640474875E1,-7.340162567E-1,-8.213368942E-1,9.747959872E0
9.642464875E1,-7.287762013E-1,-7.284238335E-1,9.755736085E0
9.644454875E1,-6.900735540E-1,-6.408310812E-1,9.764693434E0
9.646444875E1,-6.697438084E-1,-5.636963299E-1,9.770864586E0
9.648434875E1,-6.275842141E-1,-4.762946720E-1,9.778311599E0
9.650424875E1,-5.383964876E-1,-3.662084485E-1,9.788366472E0
9.652414775E1,-4.440194303E-1,-2.512880578E-1,9.796723897E0
9.654404775E1,-4.121268523E-1,-1.401794396E-1,9.800336891E0
9.656394775E1,-4.496026076E-1,-5.708180741E-2,9.799525298E0
9.658384775E1,-5.311095047E-1,6.738971428E-3,9.795610002E0
9.660374775E1,-6.163656731E-1,8.612582291E-2,9.790238750E0
9.662364775E1,-6.694839728E-1,2.021935013E-1,9.785039991E0
9.664354775E1,-6.335524672E-1,3.369044329E-1,9.783721443E0
9.666344775E1,-5.391987987E-1,4.430608889E-1,9.785145240E0
9.668334775E1,-4.461518367E-1,5.106488181E-1,9.786535708E0
9.670324775E1,-3.551152937E-1,5.579085732E-1,9.787682347E0
9.672314775E1,-3.032005337E-1,5.957207261E-1,9.787199952E0
9.674304775E1,-3.312882919E-1,6.251602509E-1,9.784452930E0
9.676294775E1,-3.955374610E-1,6.422112434E-1,9.780962142E0
9.678284775E1,-4.425296328E-1,6.476012798E-1,9.778592851E0
