"Time (s)","X (hPa)"
-5.372793750E-1,1.013043289E3
4.943936250E-1,1.013039932E3
1.526066625E0,1.013036575E3
2.557710625E0,1.013036575E3
3.589374625E0,1.013051987E3
3.783153625E0,1.013051987E3
4.848110625E0,1.013051987E3
5.913084625E0,1.013057785E3
6.978021625E0,1.013059921E3
8.042954625E0,1.013064575E3
9.107949625E0,1.013065338E3
1.017293662E1,1.013071823E3
1.123797362E1,1.013074799E3
1.230299462E1,1.013078156E3
1.336802462E1,1.013080521E3
1.443303962E1,1.013080521E3
1.549806462E1,1.013078995E3
1.656308762E1,1.013077927E3
1.762809862E1,1.013073730E3
1.869312862E1,1.013070602E3
1.975815962E1,1.013069992E3
2.082319962E1,1.013070602E3
2.188818862E1,1.013072357E3
2.295316662E1,1.013080978E3
2.401814462E1,1.013081512E3
2.508313062E1,1.013087692E3
2.614809962E1,1.013087692E3
2.721311062E1,1.013088989E3
2.827808362E1,1.013085403E3
2.934303162E1,1.013084564E3
3.045479962E1,1.013072739E3
3.179048662E1,1.013071213E3
3.312624462E1,1.013063202E3
3.446198062E1,1.013052368E3
3.579767462E1,1.013047409E3
3.695479462E1,1.013047104E3
3.801977262E1,1.013041306E3
3.908473362E1,1.013032532E3
4.014972562E1,1.013033752E3
4.121477662E1,1.013033752E3
4.227981862E1,1.013033981E3
4.536947325E1,1.013053970E3
4.640103425E1,1.013050232E3
4.743270425E1,1.013053970E3
4.846437125E1,1.013054276E3
4.949608125E1,1.013055496E3
4.968990225E1,1.013054886E3
5.075483625E1,1.013055496E3
5.181973625E1,1.013058777E3
5.288468225E1,1.013059235E3
5.394964125E1,1.013059235E3
5.501456625E1,1.013061600E3
5.607950525E1,1.013064957E3
5.714445925E1,1.013061600E3
5.820939525E1,1.013068771E3
5.927435125E1,1.013058472E3
6.033935125E1,1.013056717E3
6.140427925E1,1.013055649E3
6.246921325E1,1.013051834E3
6.353423825E1,1.013051834E3
6.459922925E1,1.013052521E3
6.566422325E1,1.013053360E3
6.672916425E1,1.013063736E3
6.779410525E1,1.013064270E3
6.885904325E1,1.013068924E3
6.992398925E1,1.013073425E3
7.098896625E1,1.013077164E3
7.205397525E1,1.013078461E3
7.311896925E1,1.013081360E3
7.418393425E1,1.013081360E3
7.524891825E1,1.013079300E3
7.631393125E1,1.013077316E3
7.737891025E1,1.013075027E3
7.962649275E1,1.013004379E3
8.065817175E1,1.013001709E3
8.168983775E1,1.012998962E3
8.272150575E1,1.012998962E3
8.375319575E1,1.013005829E3
8.394694875E1,1.013008118E3
8.501189375E1,1.013019104E3
8.607683575E1,1.013019104E3
8.714175975E1,1.013020554E3
8.820673675E1,1.013028793E3
8.927168275E1,1.013030396E3
9.033661475E1,1.013036346E3
9.140159275E1,1.013042068E3
9.246651175E1,1.013048553E3
9.353149275E1,1.013055725E3
9.459643375E1,1.013055725E3
9.566140075E1,1.013063507E3
9.672636175E1,1.013065186E3
9.779129475E1,1.013064880E3
9.885618775E1,1.013064880E3
9.992110675E1,1.013060760E3
1.010973738E2,1.013059311E3
1.024329558E2,1.013058472E3
1.037685378E2,1.013054962E3
1.051041998E2,1.013054657E3
1.064398788E2,1.013053970E3
1.077755518E2,1.013054657E3
1.091112398E2,1.013056488E3
1.104469128E2,1.013058014E3
1.117825668E2,1.013065109E3
1.131181758E2,1.013067245E3
1.144536958E2,1.013065338E3
1.157892498E2,1.013069992E3
1.171248658E2,1.013067017E3
