"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.018249999E-3,8.194315247E-3,9.401039034E-2,-6.917731464E-2
2.891825000E-2,7.360054180E-3,1.513233930E-1,8.866257966E-3
4.881825000E-2,2.510428801E-2,1.037087366E-1,4.408093542E-2
6.871725000E-2,9.397387505E-3,-4.685058445E-2,2.778222412E-2
8.861725000E-2,-1.529400796E-2,-2.047700882E-1,1.002946589E-2
1.085172500E-1,-2.170825936E-2,-2.240428478E-1,-3.296306357E-3
1.284172500E-1,-1.917277090E-2,-1.527800411E-1,-2.496990142E-3
1.483172500E-1,-4.004738294E-3,-1.241787449E-1,1.545457914E-2
1.682172500E-1,-8.003978990E-3,-9.682168812E-2,1.824462041E-2
1.881162500E-1,2.955314121E-4,-2.179530077E-2,-1.490547135E-2
2.080162500E-1,-1.171881612E-2,6.244208664E-2,-2.528339066E-2
2.279162500E-1,-1.903072558E-2,7.481913269E-2,-4.547216929E-3
2.478162500E-1,-1.609596610E-2,3.915371746E-2,2.323070541E-2
2.677162500E-1,-1.523197815E-2,8.853068575E-3,4.184935614E-2
2.876152500E-1,-1.247693785E-2,-1.608130895E-2,7.708723843E-2
3.075152500E-1,-1.558881998E-2,-1.539696474E-2,1.019884124E-1
3.274152500E-1,-1.950283349E-2,5.006894469E-2,1.076991782E-1
3.473152500E-1,-1.718325354E-2,1.138054952E-1,1.245725527E-1
3.672152500E-1,-3.653737530E-2,1.092133150E-1,1.390614957E-1
3.871142500E-1,-4.343627766E-2,5.943467095E-2,1.449498236E-1
4.070142500E-1,-4.037310183E-2,-1.865365542E-2,1.577503085E-1
4.269142500E-1,-7.355172932E-2,-1.402356625E-1,1.719477773E-1
4.468142500E-1,-1.388344318E-1,-2.170756608E-1,1.804497689E-1
4.667132500E-1,-1.732065976E-1,-2.094046026E-1,2.039659619E-1
4.866132500E-1,-1.993997842E-1,-1.818056405E-1,2.565290630E-1
5.065132500E-1,-2.357201874E-1,-1.248013005E-1,3.204368949E-1
5.264132500E-1,-2.337736040E-1,-9.797164053E-2,3.650986552E-1
5.463122500E-1,-2.731150687E-1,-7.208598405E-2,3.921157122E-1
5.662122500E-1,-3.162899017E-1,-4.276076704E-2,4.105650187E-1
5.861122500E-1,-3.449924290E-1,-8.152662218E-2,4.828797281E-1
6.060122500E-1,-3.982384801E-1,-1.209184155E-1,6.058896184E-1
6.259112500E-1,-4.946937263E-1,-8.849283308E-2,7.186932564E-1
