"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
4.282166716E-3,6.511604855E-1,-9.061964396E-2,1.258054136E-1,7.429341102E-1,9.874169049E1,4.140704109E0,1.736680416E1,9.816538227E1
1.429016655E-2,6.496862783E-1,-8.996721601E-2,1.258638239E-1,7.442929193E-1,9.896409445E1,4.232214085E0,1.730558396E1,9.840953558E1
2.429716662E-2,6.476308292E-1,-8.993522787E-2,1.247430325E-1,7.462741900E-1,9.927357241E1,4.184047596E0,1.720596766E1,9.872915383E1
3.430416668E-2,6.451243982E-1,-9.026277605E-2,1.224696486E-1,7.487779235E-1,9.964999388E1,4.015182953E0,1.704902543E1,9.910768914E1
4.431116674E-2,6.424448228E-1,-9.056549316E-2,1.192129642E-1,7.515656478E-1,1.000512674E2,3.763186076E0,1.681649146E1,9.950823731E1
5.431916658E-2,6.398927205E-1,-9.062308156E-2,1.152874120E-1,7.543432357E-1,1.004323592E2,3.465539600E0,1.651491724E1,9.988868531E1
6.432616664E-2,6.376274011E-1,-9.052304931E-2,1.110963051E-1,7.568980196E-1,1.007697451E2,3.147872265E0,1.618320052E1,1.002246202E2
7.433316670E-2,6.357336905E-1,-9.037378822E-2,1.068776354E-1,7.591129735E-1,1.010511556E2,2.821723052E0,1.584877428E1,1.005025837E2
8.434116654E-2,6.341796203E-1,-9.039076352E-2,1.028041102E-1,7.609711753E-1,1.012816701E2,2.487485389E0,1.554303431E1,1.007251133E2
9.434816660E-2,6.328407309E-1,-9.067807859E-2,9.891199623E-2,7.625657276E-1,1.014799623E2,2.143709148E0,1.527707361E1,1.009100883E2
1.043551667E-1,6.320190412E-1,-9.103189150E-2,9.521768732E-2,7.636744373E-1,1.016015174E2,1.801617471E0,1.503424018E1,1.010152507E2
1.143621667E-1,6.306624131E-1,-9.158000945E-2,9.185687836E-2,7.651407315E-1,1.018019778E2,1.485184472E0,1.483311772E1,1.011996644E2
1.243701666E-1,6.291619168E-1,-9.213590268E-2,8.888982715E-2,7.666582551E-1,1.020233654E2,1.205866935E0,1.466255175E1,1.014067815E2
1.343771666E-1,6.275846132E-1,-9.281467586E-2,8.617559299E-2,7.681776490E-1,1.022557127E2,9.410070927E-1,1.452256487E1,1.016237439E2
1.443841667E-1,6.259119207E-1,-9.364432703E-2,8.326991451E-2,7.697604001E-1,1.025016973E2,6.488611793E-1,1.438324616E1,1.018509822E2
1.543911668E-1,6.240655884E-1,-9.452937858E-2,7.956201456E-2,7.715414048E-1,1.027727261E2,2.828343489E-1,1.419190937E1,1.020994880E2
1.643991666E-1,6.219537889E-1,-9.573093584E-2,7.510119936E-2,7.735430324E-1,1.030820974E2,-1.707794721E-1,1.397644341E1,1.023782333E2
1.744061667E-1,6.195239494E-1,-9.740156974E-2,7.023641386E-2,7.757383669E-1,1.034372419E2,-6.911225512E-1,1.377693807E1,1.026930467E2
1.844131667E-1,6.171123647E-1,-9.942615288E-2,6.495391094E-2,7.778610771E-1,1.037888614E2,-1.277074131E0,1.358261543E1,1.029947983E2
1.944211666E-1,6.151399396E-1,-1.012485141E-1,5.916053685E-2,7.796483932E-1,1.040758215E2,-1.903184366E0,1.333596130E1,1.032308444E2
2.044281666E-1,6.137835170E-1,-1.022501985E-1,5.307139067E-2,7.810236976E-1,1.042728369E2,-2.506867980E0,1.299513655E1,1.033889120E2
2.144351667E-1,6.129926050E-1,-1.024429176E-1,4.712396195E-2,7.820004771E-1,1.043875925E2,-3.047872307E0,1.259124418E1,1.034794631E2
2.244421667E-1,6.125738972E-1,-1.021281913E-1,4.181315874E-2,7.826715603E-1,1.044483078E2,-3.499842419E0,1.218641023E1,1.035278100E2
2.344501666E-1,6.122292255E-1,-1.017420866E-1,3.749150255E-2,7.832102761E-1,1.044982688E2,-3.858026986E0,1.184575481E1,1.035706943E2
2.444571666E-1,6.116973323E-1,-1.019317738E-1,3.428644019E-2,7.837479013E-1,1.045753348E2,-4.154621202E0,1.163776131E1,1.036339755E2
2.544641667E-1,6.108363775E-1,-1.032546685E-1,3.194199013E-2,7.843450167E-1,1.046999938E2,-4.451800780E0,1.159528029E1,1.037258934E2
2.644721665E-1,6.096406346E-1,-1.059209151E-1,3.000400955E-2,7.849960538E-1,1.048729539E2,-4.806086468E0,1.170532648E1,1.038400823E2
2.744791666E-1,6.081335792E-1,-1.095642836E-1,2.797708858E-2,7.857394926E-1,1.050906588E2,-5.235823503E0,1.190008185E1,1.039768185E2
2.844861667E-1,6.063895215E-1,-1.137456329E-1,2.544668399E-2,7.865788261E-1,1.053422056E2,-5.747549174E0,1.211069164E1,1.041310819E2
2.944931667E-1,6.045033341E-1,-1.185015597E-1,2.252295447E-2,7.874171585E-1,1.056137787E2,-6.335613048E0,1.234811060E1,1.042867518E2
3.045011666E-1,6.026610216E-1,-1.239759875E-1,1.927217332E-2,7.880724471E-1,1.058785641E2,-7.007943909E0,1.262877252E1,1.044112671E2
3.145081666E-1,6.010540993E-1,-1.301521761E-1,1.537647689E-2,7.883895074E-1,1.061091414E2,-7.796177992E0,1.292676323E1,1.044729392E2
3.245151667E-1,5.996791005E-1,-1.370144839E-1,1.042020770E-2,7.883549469E-1,1.063061633E2,-8.738213721E0,1.321052177E1,1.044677833E2
3.345221668E-1,5.977463198E-1,-1.451839761E-1,4.233461272E-3,7.884180935E-1,1.065826807E2,-9.884136764E0,1.353223678E1,1.044886141E2
3.445301666E-1,5.949576946E-1,-1.540632687E-1,-3.557515384E-3,7.888454836E-1,1.069807674E2,-1.121933765E1,1.381756033E1,1.045881077E2
3.545371667E-1,5.917497505E-1,-1.629645672E-1,-1.261226002E-2,7.893767657E-1,1.074374513E2,-1.266900823E1,1.402553378E1,1.047217757E2
3.645441667E-1,5.883650846E-1,-1.722764234E-1,-2.195884525E-2,7.897247511E-1,1.079178494E2,-1.417884365E1,1.425644256E1,1.048437775E2
3.745521666E-1,5.849688072E-1,-1.818179694E-1,-3.129723291E-2,7.897937877E-1,1.083984272E2,-1.571139408E1,1.451193067E1,1.049354251E2
3.845591666E-1,5.815707070E-1,-1.911004493E-1,-4.083142430E-2,7.896764192E-1,1.088778124E2,-1.724832074E1,1.473343294E1,1.050124622E2
3.945661667E-1,5.779657922E-1,-2.001367810E-1,-5.092797054E-2,7.894980643E-1,1.093848117E2,-1.882071727E1,1.490078022E1,1.051035174E2
4.045731667E-1,5.740496019E-1,-2.090622981E-1,-6.209543660E-2,7.892428124E-1,1.099337953E2,-2.048457701E1,1.499353846E1,1.052158066E2
4.145811666E-1,5.697117745E-1,-2.180744903E-1,-7.458077139E-2,7.888660934E-1,1.105397413E2,-2.227744230E1,1.501572017E1,1.053541873E2
4.245881666E-1,5.648783950E-1,-2.271307311E-1,-8.830180436E-2,7.883696667E-1,1.112123055E2,-2.418871896E1,1.497315183E1,1.055297347E2
4.345951667E-1,5.596509424E-1,-2.358032671E-1,-1.030415477E-1,7.877626467E-1,1.119366770E2,-2.616744572E1,1.484348215E1,1.057495597E2
4.446031665E-1,5.540266457E-1,-2.438842088E-1,-1.184606772E-1,7.871099290E-1,1.127126026E2,-2.816652661E1,1.463536538E1,1.060280983E2
4.546101666E-1,5.478942476E-1,-2.510894022E-1,-1.343832298E-1,7.865794161E-1,1.135546617E2,-3.014588778E1,1.434428524E1,1.063995513E2
4.646171667E-1,5.412441071E-1,-2.574802974E-1,-1.505178863E-1,7.861953319E-1,1.144632583E2,-3.208459953E1,1.400022924E1,1.068660995E2
4.746241667E-1,5.341661761E-1,-2.634993573E-1,-1.663012647E-1,7.858616553E-1,1.154252376E2,-3.396819123E1,1.367906027E1,1.073944751E2
4.846321666E-1,5.267441583E-1,-2.697481229E-1,-1.810085023E-1,7.855013419E-1,1.164285330E2,-3.577788260E1,1.347874822E1,1.079409925E2
4.946391666E-1,5.191237868E-1,-2.769580578E-1,-1.936442961E-1,7.850519406E-1,1.174530096E2,-3.747798664E1,1.352102714E1,1.084440242E2
5.046461667E-1,5.115575845E-1,-2.854857403E-1,-2.037813876E-1,7.843978215E-1,1.184647291E2,-3.905713710E1,1.384977077E1,1.088447137E2
5.146531668E-1,5.045357088E-1,-2.956512098E-1,-2.113316715E-1,7.831814213E-1,1.193989269E2,-4.053926577E1,1.446853673E1,1.090516765E2
5.246611666E-1,4.985618988E-1,-3.079524340E-1,-2.164248310E-1,7.808723640E-1,1.201901970E2,-4.199078906E1,1.537531581E1,1.089551790E2
5.346681667E-1,4.937470323E-1,-3.229056670E-1,-2.192873659E-1,7.770836258E-1,1.208256758E2,-4.349441196E1,1.657704732E1,1.084858339E2
5.446751667E-1,4.898102743E-1,-3.403840125E-1,-2.200351301E-1,7.718868245E-1,1.213437756E2,-4.507180525E1,1.805470673E1,1.076612036E2
