"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780744302935697E9,"2026-06-06 13:11:42.936 UTC+02:00"
"PAUSE",4.590879258333007E1,1.780744348844245E9,"2026-06-06 13:12:28.844 UTC+02:00"
"START",4.590879258333007E1,1.780744560743376E9,"2026-06-06 13:16:00.743 UTC+02:00"
"PAUSE",8.015640708334104E1,1.780744594990809E9,"2026-06-06 13:16:34.991 UTC+02:00"
"START",8.015640708334104E1,1.780744766173888E9,"2026-06-06 13:19:26.174 UTC+02:00"
"PAUSE",1.207271210416802E2,1.780744806744387E9,"2026-06-06 13:20:06.744 UTC+02:00"
