"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
2.373666735E-3,9.293440999E-1,-5.255808420E-2,1.862671172E-1,-3.144228867E-1,4.333439614E1,-1.307346927E1,1.824986469E1,-3.949299445E1
1.238366659E-2,9.296809586E-1,-5.218529006E-2,1.916900521E-1,-3.102014372E-1,4.322972646E1,-1.319545792E1,1.890774353E1,-3.911077121E1
2.239366667E-2,9.301124159E-1,-5.296301005E-2,1.978982565E-1,-3.048312122E-1,4.309530932E1,-1.345546810E1,1.962397235E1,-3.862914387E1
3.240466653E-2,9.307105850E-1,-5.433453172E-2,2.047208198E-1,-2.981860662E-1,4.290829110E1,-1.377889068E1,2.040586979E1,-3.802096880E1
4.241466662E-2,9.314299685E-1,-5.529606465E-2,2.123363180E-1,-2.903340029E-1,4.268234116E1,-1.405879174E1,2.131186525E1,-3.728344350E1
5.242466670E-2,9.320852045E-1,-5.500555696E-2,2.214374137E-1,-2.813488638E-1,4.247554232E1,-1.422702301E1,2.244804858E1,-3.643000761E1
6.243566656E-2,9.325796292E-1,-5.335841598E-2,2.322024353E-1,-2.711644572E-1,4.231885920E1,-1.426926915E1,2.383829305E1,-3.545244528E1
7.244566665E-2,9.329295323E-1,-5.093278055E-2,2.440407053E-1,-2.597929846E-1,4.220763965E1,-1.421520936E1,2.539660484E1,-3.434063703E1
8.245566674E-2,9.330683429E-1,-4.845846552E-2,2.565040131E-1,-2.474692671E-1,4.216344001E1,-1.412705594E1,2.704483483E1,-3.312187219E1
9.246566659E-2,9.329113459E-1,-4.662658436E-2,2.691674868E-1,-2.346302834E-1,4.221342723E1,-1.407548609E1,2.870753109E1,-3.185345229E1
1.024766667E-1,9.324958201E-1,-4.588746561E-2,2.814901611E-1,-2.216061064E-1,4.234545719E1,-1.410132343E1,3.030738548E1,-3.057350151E1
1.124866665E-1,9.319363629E-1,-4.643928376E-2,2.929273723E-1,-2.086423259E-1,4.252260235E1,-1.421752760E1,3.177608036E1,-2.930457640E1
1.224966666E-1,9.313465599E-1,-4.812995191E-2,3.030990189E-1,-1.959799796E-1,4.270859722E1,-1.440417923E1,3.307356808E1,-2.806378855E1
1.325066667E-1,9.305516282E-1,-5.016158805E-2,3.125283542E-1,-1.840745486E-1,4.295806479E1,-1.460856170E1,3.427604369E1,-2.690571303E1
1.425176666E-1,9.288660493E-1,-5.131691747E-2,3.231408042E-1,-1.736504107E-1,4.348252566E1,-1.479442632E1,3.562563016E1,-2.595572897E1
1.525276667E-1,9.259372226E-1,-5.107449933E-2,3.359970998E-1,-1.647346242E-1,4.437978572E1,-1.494665143E1,3.725741265E1,-2.523992901E1
1.625376667E-1,9.222927003E-1,-4.990004579E-2,3.497363718E-1,-1.567507467E-1,4.547281095E1,-1.504427843E1,3.901138977E1,-2.464745021E1
1.725486666E-1,9.183165666E-1,-4.843687579E-2,3.632884381E-1,-1.495658891E-1,4.663759367E1,-1.512178196E1,4.074839822E1,-2.414528546E1
1.825586667E-1,9.142975696E-1,-4.759127303E-2,3.757950201E-1,-1.434333119E-1,4.778766247E1,-1.528252576E1,4.233968141E1,-2.378001676E1
1.925686665E-1,9.106142722E-1,-4.851277173E-2,3.862530862E-1,-1.386964276E-1,4.881924423E1,-1.566982949E1,4.362995449E1,-2.362567449E1
2.025796666E-1,9.071804842E-1,-5.177516961E-2,3.948914832E-1,-1.356595786E-1,4.976284458E1,-1.641028989E1,4.462213676E1,-2.378252328E1
2.125896667E-1,9.037976095E-1,-5.738112193E-2,4.022147089E-1,-1.344639568E-1,5.067634993E1,-1.755305105E1,4.536606074E1,-2.430858162E1
2.225996666E-1,9.006315383E-1,-6.479895673E-2,4.080920553E-1,-1.346283295E-1,5.151759062E1,-1.898860347E1,4.585945013E1,-2.509705592E1
2.326096667E-1,8.979699648E-1,-7.267103973E-2,4.123718360E-1,-1.353452474E-1,5.221500401E1,-2.045050665E1,4.613079444E1,-2.592729590E1
2.426206665E-1,8.956271058E-1,-7.975963389E-2,4.158257281E-1,-1.363064484E-1,5.282181300E1,-2.177424938E1,4.631152335E1,-2.671211395E1
2.526306666E-1,8.934085800E-1,-8.589458184E-2,4.189805356E-1,-1.374719774E-1,5.339051410E1,-2.296104541E1,4.647096207E1,-2.746222121E1
2.626406667E-1,8.915020673E-1,-9.113000014E-2,4.215488170E-1,-1.386214484E-1,5.387478588E1,-2.398173543E1,4.658194650E1,-2.812456598E1
2.726516665E-1,8.897764910E-1,-9.557278374E-2,4.238848061E-1,-1.395894772E-1,5.430965146E1,-2.486360966E1,4.668920750E1,-2.870177906E1
2.826616666E-1,8.882603003E-1,-9.951247094E-2,4.259327531E-1,-1.402575890E-1,5.468911086E1,-2.563611336E1,4.678283815E1,-2.918776157E1
2.926716667E-1,8.868794431E-1,-1.034648338E-1,4.276172362E-1,-1.410081823E-1,5.503259801E1,-2.639114241E1,4.682867187E1,-2.966310289E1
3.026816666E-1,8.855290580E-1,-1.078184557E-1,4.288731912E-1,-1.424119252E-1,5.536660434E1,-2.721348665E1,4.679007849E1,-3.022870075E1
3.126926667E-1,8.844125037E-1,-1.128196640E-1,4.290613136E-1,-1.448884740E-1,5.564137941E1,-2.810928211E1,4.657225283E1,-3.090650967E1
3.227026665E-1,8.837731782E-1,-1.186057520E-1,4.275535944E-1,-1.485784727E-1,5.579815152E1,-2.904593061E1,4.609381659E1,-3.166466982E1
3.327126666E-1,8.833917492E-1,-1.249899669E-1,4.247889508E-1,-1.534628710E-1,5.589149090E1,-3.001827774E1,4.540990910E1,-3.251199999E1
3.427236667E-1,8.829871816E-1,-1.316803155E-1,4.213840334E-1,-1.594658888E-1,5.599033617E1,-3.102046697E1,4.460026634E1,-3.346111457E1
3.527336665E-1,8.823607951E-1,-1.385730006E-1,4.176855315E-1,-1.666606930E-1,5.614306135E1,-3.206223267E1,4.370213345E1,-3.453761519E1
3.627436666E-1,8.812020308E-1,-1.456951647E-1,4.142722900E-1,-1.750263999E-1,5.642458932E1,-3.318709720E1,4.277445959E1,-3.578115659E1
3.727536667E-1,8.794732935E-1,-1.531936791E-1,4.112817604E-1,-1.841353032E-1,5.684221547E1,-3.439929445E1,4.183639870E1,-3.714572592E1
3.827646666E-1,8.774703699E-1,-1.612100413E-1,4.083020731E-1,-1.932526149E-1,5.732258974E1,-3.564395225E1,4.086185222E1,-3.849908340E1
3.927746667E-1,8.754513883E-1,-1.697156863E-1,4.051685075E-1,-2.015441433E-1,5.780311525E1,-3.686522443E1,3.986644684E1,-3.971269089E1
4.027846665E-1,8.737955651E-1,-1.788305850E-1,4.015122158E-1,-2.080598354E-1,5.819449985E1,-3.801108430E1,3.884857197E1,-4.063699092E1
4.127956666E-1,8.728953927E-1,-1.888158056E-1,3.967763851E-1,-2.120628587E-1,5.840626754E1,-3.904748223E1,3.777823974E1,-4.114536163E1
4.228056667E-1,8.726873980E-1,-1.997856293E-1,3.910896268E-1,-2.134272787E-1,5.845509925E1,-4.001128039E1,3.667809487E1,-4.124817343E1
4.328156665E-1,8.725992057E-1,-2.115707469E-1,3.854160129E-1,-2.127509271E-1,5.847579327E1,-4.100111907E1,3.563387995E1,-4.110862067E1
4.428256666E-1,8.722877194E-1,-2.239457675E-1,3.802805986E-1,-2.105922709E-1,5.854882909E1,-4.206157021E1,3.468788678E1,-4.083996815E1
4.528366667E-1,8.716675075E-1,-2.368201757E-1,3.756307264E-1,-2.073967601E-1,5.869400675E1,-4.319680671E1,3.382228098E1,-4.049412546E1
4.628466666E-1,8.707374951E-1,-2.502607003E-1,3.711443841E-1,-2.035619869E-1,5.891109080E1,-4.440500565E1,3.298719120E1,-4.009802798E1
