"Time (s)","X (hPa)"
-5.197470835E-1,1.014975128E3
5.077839165E-1,1.014978104E3
1.535272917E0,1.014981079E3
2.562731917E0,1.014990692E3
3.590233916E0,1.014990692E3
3.789680917E0,1.014990692E3
4.850304917E0,1.014994583E3
5.910921916E0,1.014994583E3
6.971514917E0,1.014994583E3
8.032128917E0,1.014994812E3
9.092726917E0,1.014994812E3
1.015335392E1,1.014997635E3
1.121393792E1,1.014997635E3
1.227456892E1,1.015005112E3
1.333514692E1,1.015005112E3
1.439575792E1,1.015005112E3
1.545640092E1,1.015015335E3
1.651702092E1,1.015015335E3
1.757761692E1,1.015007553E3
1.863823192E1,1.015007553E3
1.969882892E1,1.015007553E3
2.075949392E1,1.015000687E3
2.182011892E1,1.014999619E3
2.288070392E1,1.014998093E3
2.394131592E1,1.014998093E3
2.500196892E1,1.014986343E3
2.606259292E1,1.014986343E3
2.712320992E1,1.014985046E3
2.818388392E1,1.014977264E3
2.924453392E1,1.014977264E3
3.030514292E1,1.014982147E3
3.136576192E1,1.014982758E3
3.242639492E1,1.014984665E3
3.348700892E1,1.014998322E3
3.454764392E1,1.015005264E3
3.560828992E1,1.015008087E3
3.666895792E1,1.015013123E3
3.772964392E1,1.015013123E3
3.879034592E1,1.015004196E3
3.985101392E1,1.014993896E3
4.091161692E1,1.014990768E3
4.197226392E1,1.014974976E3
4.303288692E1,1.014965744E3
4.409351792E1,1.014964905E3
4.515410892E1,1.014964905E3
4.621475692E1,1.014964905E3
4.727536792E1,1.014972916E3
4.833596892E1,1.014973068E3
4.939657492E1,1.014976501E3
5.045716192E1,1.014976501E3
5.151776992E1,1.014976501E3
