"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781210849648995E9,"2026-06-11 22:47:29.649 UTC+02:00"
"PAUSE",3.706141116656363E1,1.781210886709990E9,"2026-06-11 22:48:06.710 UTC+02:00"
