"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.203745836E-2,2.016901411E-2,5.052822828E-2,-3.568087891E-2
2.200545836E-2,5.698801577E-2,5.637759715E-2,-3.245978802E-2
3.197445837E-2,5.834982544E-2,7.269718498E-2,-3.285355121E-2
6.194345837E-2,4.625081643E-2,8.155991882E-2,-3.380190209E-2
8.194345837E-2,-2.776880283E-3,7.608664222E-3,-7.289727777E-2
1.019434584E-1,2.245507669E-3,-1.193747576E-2,-6.651999801E-2
1.219434584E-1,2.463949472E-2,1.269664383E-3,-5.284409970E-2
1.419434584E-1,2.668083645E-2,3.388745338E-2,-5.330523103E-2
1.619434584E-1,1.493084244E-2,3.178410232E-2,-6.674133241E-2
1.819434584E-1,9.451054968E-3,3.939554840E-2,-7.423378527E-2
2.019434584E-1,1.395505760E-2,8.876695484E-2,-1.010923386E-1
2.219434584E-1,4.747719690E-2,1.271439046E-1,-1.383184195E-1
2.419434584E-1,5.290827900E-2,1.103231758E-1,-1.483949721E-1
2.619434584E-1,1.275929995E-2,5.193384737E-2,-1.011360586E-1
2.819434584E-1,6.327390671E-3,3.246818483E-2,-4.267030582E-2
3.019434584E-1,1.272992510E-2,-4.336237442E-3,-4.318656772E-2
3.219434584E-1,1.927399263E-2,-9.395850450E-2,-6.253121048E-2
3.419434584E-1,2.513597719E-4,-1.113842502E-1,-4.661830142E-2
3.619434584E-1,6.358989514E-3,-1.005088314E-1,-2.193554863E-2
3.819434584E-1,1.227389928E-2,-4.687656462E-2,-1.301649492E-2
4.019434584E-1,3.132050484E-2,4.727032036E-2,-4.534912109E-2
4.219434584E-1,3.023253568E-2,2.036145329E-1,-1.094378233E-1
4.419434584E-1,-1.557919756E-2,2.263598293E-1,-1.295154244E-1
4.619434584E-1,-3.113458864E-2,8.664215356E-2,-7.432392240E-2
4.819434584E-1,-4.681545775E-3,5.336905830E-3,3.364098258E-3
5.019434584E-1,-2.031530812E-2,7.602717727E-2,-1.624876820E-2
5.219434584E-1,-5.333623290E-2,1.049232855E-1,-9.407160431E-2
5.419434584E-1,1.756657287E-2,7.219064236E-2,-1.471544206E-1
5.619434584E-1,3.995011002E-2,4.122354463E-2,-1.929998547E-1
5.819434584E-1,-1.466846652E-2,1.049091667E-1,-2.336616963E-1
6.019434584E-1,-2.988074347E-2,-2.700885199E-2,-1.562910974E-1
6.219434584E-1,-5.459421314E-3,-5.719977245E-2,-2.167724259E-2
6.419434584E-1,9.245358407E-3,-2.658460289E-2,-5.503321812E-2
6.619434584E-1,-1.802798174E-2,-9.927739203E-2,-2.910203636E-1
6.819434584E-1,-3.291783854E-2,5.396838766E-3,-4.169588089E-1
7.019434584E-1,1.348959468E-2,1.033627912E-1,-3.245422244E-1
7.219434584E-1,2.938367799E-2,1.271244586E-1,-2.620355487E-1
7.419434584E-1,1.518524066E-2,1.212709770E-1,-3.071694672E-1
7.619434584E-1,-1.563835591E-1,4.117152467E-2,-3.199220598E-1
7.819434584E-1,-2.100423276E-1,2.400482893E-1,-2.557486594E-1
8.019434584E-1,-8.912938088E-2,-2.217420004E-2,-3.042429984E-1
8.219434584E-1,-1.573610753E-1,-1.276782006E-1,-4.303049445E-1
8.419434584E-1,5.314090848E-2,-1.149480268E-1,-2.149624377E-1
8.619434584E-1,-2.737057954E-2,-1.408097148E-1,8.723965287E-2
8.819434584E-1,-1.766789854E-1,-2.587552667E-1,6.769459695E-2
9.019434584E-1,-1.473286748E-1,-2.870574594E-1,-1.844908893E-1
9.219434584E-1,-2.300399393E-1,-2.759185433E-1,-3.036853671E-1
9.419434584E-1,-2.687909007E-1,-2.777239680E-1,-1.505254060E-1
9.619434584E-1,-2.623268068E-1,-1.801021993E-1,-9.900397621E-3
9.819434584E-1,-2.685779333E-1,-9.984617680E-2,-7.775774598E-2
1.001943458E0,-1.885137707E-1,-9.809215367E-2,-1.608508378E-1
1.021943458E0,-7.874974608E-2,-1.284297407E-1,-1.376332939E-1
1.041943458E0,1.527371444E-2,-2.533022463E-1,-9.116043895E-2
1.061943458E0,1.863013953E-1,-4.003164470E-1,-6.903655827E-2
1.081943458E0,1.386568397E-1,-4.305474460E-1,-1.144756377E-1
1.101943458E0,1.281831786E-2,-3.799614310E-1,-1.049478203E-1
1.121943458E0,-7.772402465E-2,-5.088558793E-1,2.780425921E-2
1.141943458E0,-2.396976203E-1,-5.049296021E-1,1.050622091E-1
1.161943458E0,-4.985528067E-2,-5.457941890E-1,-5.188785121E-2
1.181943458E0,1.313396096E-1,-4.746955931E-1,-3.459813893E-1
1.201943458E0,1.269858330E-1,-1.587074846E-1,-3.379343748E-1
1.221943458E0,4.057714343E-2,1.242463943E-2,-6.734241545E-2
1.241943458E0,-8.929351345E-3,5.116418749E-2,4.668365046E-2
1.261943458E0,7.962085307E-2,1.298523992E-1,-1.469217241E-1
1.281943458E0,8.652205765E-2,3.129148185E-1,-3.850128055E-1
1.301943458E0,-2.684480883E-2,2.726253867E-1,-4.042688906E-1
1.321943458E0,-1.130208001E-1,1.300191879E-1,-2.784167528E-1
1.341943458E0,-5.360973999E-2,1.405694187E-1,-1.434167475E-1
1.361943458E0,3.949946724E-3,1.900879592E-1,-3.472509980E-2
1.381943458E0,-3.590188175E-2,-1.621463336E-3,-1.251132414E-2
1.401943458E0,-1.182330772E-1,-8.494038880E-2,-3.544941917E-2
1.421943458E0,-1.211989149E-1,-9.082279354E-2,-7.325252146E-2
1.441943458E0,-3.181815892E-2,-1.918889582E-1,-1.396188140E-1
1.461943458E0,-1.742761731E-1,-2.485092133E-1,-2.101862580E-1
1.481943458E0,-4.480585456E-1,-4.446626175E-3,-1.581631452E-1
1.501943458E0,-3.683473170E-1,7.018181682E-2,-1.369145215E-1
1.521943458E0,-2.007154673E-1,-3.077429719E-2,-2.903571427E-1
1.541943458E0,-2.557897195E-2,3.547749296E-2,-2.925339639E-1
1.561943458E0,1.187814027E-1,1.411951333E-1,-5.804398656E-2
1.581943458E0,2.737263143E-1,1.379584670E-1,1.688404530E-1
1.601943458E0,2.807317674E-1,1.814028919E-1,1.981831938E-1
