"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780513719489000E9,"2026-06-03 21:08:39.489 UTC+02:00"
"PAUSE",4.796332758339122E1,1.780513767452000E9,"2026-06-03 21:09:27.452 UTC+02:00"
