"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781784674231208E9,"2026-06-18 14:11:14.231 UTC+02:00"
"PAUSE",3.759927033330314E1,1.781784711829920E9,"2026-06-18 14:11:51.830 UTC+02:00"
"START",3.759927033330314E1,1.781784824067227E9,"2026-06-18 14:13:44.067 UTC+02:00"
"PAUSE",7.712215137493331E1,1.781784863589522E9,"2026-06-18 14:14:23.590 UTC+02:00"
"START",7.712215137493331E1,1.781785026393970E9,"2026-06-18 14:17:06.394 UTC+02:00"
"PAUSE",1.143801561665023E2,1.781785063651422E9,"2026-06-18 14:17:43.651 UTC+02:00"
