"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
-1.176375001E-3,4.317511676E-1,3.112240357E-1,-5.353359619E-1,-6.558551703E-1,1.288425099E2,7.649966923E1,-3.097088238E0,-1.157277329E2
8.773624999E-3,4.316902865E-1,3.111240844E-1,-5.353174805E-1,-6.559576925E-1,1.288502442E2,7.649000195E1,-3.096294830E0,-1.157423276E2
1.872262500E-2,4.317570893E-1,3.110879541E-1,-5.352778309E-1,-6.559632137E-1,1.288417576E2,7.648227780E1,-3.100956823E0,-1.157379643E2
2.867262500E-2,4.319022746E-1,3.111234733E-1,-5.351986475E-1,-6.559153876E-1,1.288233121E2,7.647482888E1,-3.104984379E0,-1.157192794E2
3.862262500E-2,4.320569536E-1,3.112245836E-1,-5.350604480E-1,-6.558782983E-1,1.288036588E2,7.646484525E1,-3.101346168E0,-1.156941491E2
4.857162500E-2,4.321423220E-1,3.113584736E-1,-5.348925033E-1,-6.558955996E-1,1.287928114E2,7.645365473E1,-3.087563492E0,-1.156737933E2
5.852162500E-2,4.320994165E-1,3.115018572E-1,-5.347046127E-1,-6.560089746E-1,1.287982633E2,7.644082091E1,-3.060767980E0,-1.156664517E2
6.847162500E-2,4.319243280E-1,3.116410261E-1,-5.345061853E-1,-6.562198037E-1,1.288205101E2,7.642650744E1,-3.022173575E0,-1.156736801E2
7.842062500E-2,4.316324294E-1,3.117693527E-1,-5.343159028E-1,-6.565057174E-1,1.288575942E2,7.641253897E1,-2.974954124E0,-1.156943893E2
8.837062500E-2,4.313505618E-1,3.119329773E-1,-5.340565206E-1,-6.568243370E-1,1.288933985E2,7.639254457E1,-2.921105100E0,-1.157110471E2
9.832062499E-2,4.311513232E-1,3.121357142E-1,-5.337096415E-1,-6.571407440E-1,1.289187036E2,7.636444031E1,-2.865126071E0,-1.157154600E2
1.082696250E-1,4.310086455E-1,3.124085939E-1,-5.333388967E-1,-6.574055632E-1,1.289368233E2,7.633854118E1,-2.807990061E0,-1.157080528E2
1.182196250E-1,4.309792376E-1,3.127094276E-1,-5.329801533E-1,-6.575727070E-1,1.289405578E2,7.631614859E1,-2.759766584E0,-1.156862054E2
1.281705000E-1,4.311499745E-1,3.128250996E-1,-5.325976917E-1,-6.577156270E-1,1.289188749E2,7.627682959E1,-2.737433277E0,-1.156577427E2
1.381205000E-1,4.315471242E-1,3.124948053E-1,-5.321181765E-1,-6.580001604E-1,1.288684307E2,7.619195005E1,-2.752681385E0,-1.156407667E2
1.480695000E-1,4.321102166E-1,3.115286310E-1,-5.314749313E-1,-6.586084131E-1,1.287968910E2,7.603920170E1,-2.806365788E0,-1.156568644E2
1.580195000E-1,4.326868277E-1,3.098822275E-1,-5.306340806E-1,-6.596837057E-1,1.287236116E2,7.581155773E1,-2.885961917E0,-1.157255426E2
1.679695000E-1,4.330775817E-1,3.076421542E-1,-5.296029685E-1,-6.613023449E-1,1.286739393E2,7.551715388E1,-2.970936433E0,-1.158608140E2
1.779185000E-1,4.330946090E-1,3.049081408E-1,-5.284416015E-1,-6.634830228E-1,1.286717745E2,7.517175145E1,-3.045424925E0,-1.160746080E2
1.878685000E-1,4.326629515E-1,3.017710771E-1,-5.272155392E-1,-6.661687780E-1,1.287266464E2,7.479099133E1,-3.104218002E0,-1.163674182E2
1.978185000E-1,4.317555298E-1,2.982339977E-1,-5.261175611E-1,-6.692113590E-1,1.288419557E2,7.439982165E1,-3.161189356E0,-1.167418771E2
2.077685000E-1,4.304438462E-1,2.941633075E-1,-5.253564522E-1,-6.724482265E-1,1.290085379E2,7.401537551E1,-3.247757698E0,-1.172005341E2
2.177175000E-1,4.290863067E-1,2.893715269E-1,-5.248273617E-1,-6.757998176E-1,1.291808223E2,7.361222082E1,-3.398372502E0,-1.177177390E2
2.276675000E-1,4.279602694E-1,2.838572124E-1,-5.243838821E-1,-6.791882135E-1,1.293236336E2,7.317360468E1,-3.626148444E0,-1.182616086E2
2.376175000E-1,4.270749537E-1,2.778573346E-1,-5.240048344E-1,-6.825109657E-1,1.294358559E2,7.271515965E1,-3.916197059E0,-1.188115209E2
2.475665000E-1,4.262770085E-1,2.717011130E-1,-5.237431867E-1,-6.856816942E-1,1.295369586E2,7.226731826E1,-4.239078612E0,-1.193585888E2
2.575165000E-1,4.255818489E-1,2.657273241E-1,-5.233428549E-1,-6.887535988E-1,1.296250038E2,7.182094212E1,-4.554603796E0,-1.198751278E2
2.674665000E-1,4.251317522E-1,2.602393618E-1,-5.224666430E-1,-6.917853586E-1,1.296819936E2,7.135261978E1,-4.828571934E0,-1.203226299E2
2.774155000E-1,4.250355942E-1,2.555526744E-1,-5.209552992E-1,-6.947251645E-1,1.296941671E2,7.086093080E1,-5.035406967E0,-1.206667251E2
2.873655000E-1,4.253977936E-1,2.519404366E-1,-5.187262366E-1,-6.974854565E-1,1.296483099E2,7.035087425E1,-5.156727335E0,-1.208774024E2
2.973155000E-1,4.263171850E-1,2.493611022E-1,-5.157368766E-1,-7.000629891E-1,1.295318691E2,6.981282090E1,-5.198012225E0,-1.209480246E2
3.072655000E-1,4.278433435E-1,2.474745144E-1,-5.119731735E-1,-7.025594945E-1,1.293384581E2,6.922305663E1,-5.184173508E0,-1.208981388E2
3.172145000E-1,4.298645167E-1,2.459374610E-1,-5.076242510E-1,-7.050170140E-1,1.290820753E2,6.858412963E1,-5.142846150E0,-1.207652550E2
3.271645000E-1,4.322071228E-1,2.445147941E-1,-5.029293028E-1,-7.074402892E-1,1.287845771E2,6.791175934E1,-5.093426456E0,-1.205858233E2
3.371145000E-1,4.347632132E-1,2.430432158E-1,-4.980633438E-1,-7.098196790E-1,1.284595445E2,6.721777376E1,-5.051177488E0,-1.203835620E2
3.470635000E-1,4.374960149E-1,2.414208572E-1,-4.931155988E-1,-7.121449206E-1,1.281115483E2,6.650687357E1,-5.026641415E0,-1.201694763E2
3.570135000E-1,4.403477339E-1,2.395800198E-1,-4.881533447E-1,-7.144239061E-1,1.277478599E2,6.578310110E1,-5.025037083E0,-1.199543314E2
3.669635000E-1,4.432704809E-1,2.374649013E-1,-4.832439323E-1,-7.166568145E-1,1.273745248E2,6.505109450E1,-5.051656994E0,-1.197469743E2
3.769135000E-1,4.461594366E-1,2.349680272E-1,-4.784286654E-1,-7.189142419E-1,1.270049139E2,6.430915773E1,-5.109946381E0,-1.195659128E2
3.868625000E-1,4.488658859E-1,2.320543418E-1,-4.737702058E-1,-7.212573222E-1,1.266581128E2,6.356289302E1,-5.196789683E0,-1.194300305E2
3.968125000E-1,4.512662438E-1,2.287965168E-1,-4.692951799E-1,-7.237215536E-1,1.263500922E2,6.282035949E1,-5.300783574E0,-1.193483235E2
4.067625000E-1,4.533700880E-1,2.253430146E-1,-4.648415119E-1,-7.263598198E-1,1.260797765E2,6.207175992E1,-5.401262561E0,-1.193094246E2
4.167115000E-1,4.552949662E-1,2.217929961E-1,-4.601352578E-1,-7.292392609E-1,1.258321710E2,6.129088642E1,-5.480916588E0,-1.192923233E2
4.266615000E-1,4.571251931E-1,2.181398969E-1,-4.551077499E-1,-7.323445986E-1,1.255964870E2,6.046943939E1,-5.541993979E0,-1.192873488E2
4.366115000E-1,4.589619422E-1,2.143075051E-1,-4.499168387E-1,-7.355277920E-1,1.253597124E2,5.962116088E1,-5.608535498E0,-1.192876447E2
4.465605000E-1,4.609170924E-1,2.101799693E-1,-4.447533545E-1,-7.386299265E-1,1.251073967E2,5.876086130E1,-5.710287744E0,-1.192871584E2
4.565105000E-1,4.630064486E-1,2.056101130E-1,-4.397297452E-1,-7.416113419E-1,1.248374421E2,5.789252360E1,-5.867588628E0,-1.192921203E2
4.664605000E-1,4.652565424E-1,2.006247836E-1,-4.348630381E-1,-7.444328626E-1,1.245463474E2,5.701966851E1,-6.081463991E0,-1.192962923E2
4.764105000E-1,4.675264242E-1,1.953147653E-1,-4.301407998E-1,-7.471613442E-1,1.242522984E2,5.614702995E1,-6.334978556E0,-1.193097967E2
4.863595000E-1,4.696602981E-1,1.899014768E-1,-4.255603962E-1,-7.498366787E-1,1.239755040E2,5.528839223E1,-6.600594618E0,-1.193380193E2
4.963095000E-1,4.715613949E-1,1.846299281E-1,-4.210609145E-1,-7.524954494E-1,1.237286043E2,5.445182189E1,-6.848576580E0,-1.193789590E2
5.062595000E-1,4.732755704E-1,1.796103333E-1,-4.164249193E-1,-7.552090531E-1,1.235057363E2,5.361870523E1,-7.058390083E0,-1.194210354E2
5.162085000E-1,4.749310565E-1,1.748360120E-1,-4.115434397E-1,-7.579610316E-1,1.232902776E2,5.277546882E1,-7.231101196E0,-1.194494959E2
5.261585000E-1,4.766484563E-1,1.702367899E-1,-4.064941945E-1,-7.606498320E-1,1.230665296E2,5.192600429E1,-7.384567617E0,-1.194543453E2
