"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781785628572365E9,"2026-06-18 14:27:08.572 UTC+02:00"
"PAUSE",4.148803200002294E1,1.781785670059781E9,"2026-06-18 14:27:50.060 UTC+02:00"
"START",4.148803200002294E1,1.781785790595482E9,"2026-06-18 14:29:50.595 UTC+02:00"
"PAUSE",8.447503970831167E1,1.781785833581851E9,"2026-06-18 14:30:33.582 UTC+02:00"
"START",8.447503970831167E1,1.781785955065613E9,"2026-06-18 14:32:35.066 UTC+02:00"
"PAUSE",1.300728975416860E2,1.781786000662794E9,"2026-06-18 14:33:20.663 UTC+02:00"
