"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
8.476916468E-3,7.105719107E-1,-4.022351080E-1,1.093993103E-1,5.668565837E-1,8.943706676E1,-3.445053995E1,3.769741862E1,6.507878479E1
1.848491654E-2,7.091089778E-1,-4.042316253E-1,1.111751888E-1,5.669226857E-1,8.967506904E1,-3.459287584E1,3.802511310E1,6.503499913E1
2.849191660E-2,7.075772612E-1,-4.056840899E-1,1.131723172E-1,5.674035971E-1,8.992373006E1,-3.463404492E1,3.835481463E1,6.507412232E1
3.849891666E-2,7.060418673E-1,-4.066857203E-1,1.153529425E-1,5.681595271E-1,9.017244699E1,-3.459371141E1,3.868312305E1,6.517197855E1
4.850591649E-2,7.046425129E-1,-4.073902997E-1,1.172934571E-1,5.689941138E-1,9.039865912E1,-3.452502957E1,3.896940203E1,6.529255390E1
5.851391656E-2,7.034615898E-1,-4.079635074E-1,1.187062511E-1,5.697512081E-1,9.058921631E1,-3.447378080E1,3.918940410E1,6.540474799E1
6.852091663E-2,7.024055742E-1,-4.085848468E-1,1.197256043E-1,5.703951962E-1,9.075935281E1,-3.445703599E1,3.936819958E1,6.549700754E1
7.852791646E-2,7.013489527E-1,-4.093368519E-1,1.206116364E-1,5.709692363E-1,9.092933779E1,-3.446797088E1,3.954018042E1,6.557415757E1
8.853491652E-2,7.002254125E-1,-4.102771587E-1,1.214356810E-1,5.714984216E-1,9.110981664E1,-3.450846751E1,3.971805191E1,6.563871229E1
9.854291659E-2,6.990837756E-1,-4.114089385E-1,1.220130402E-1,5.719593869E-1,9.129291734E1,-3.459123502E1,3.988233556E1,6.568610048E1
1.085499167E-1,6.980419529E-1,-4.125883127E-1,1.221257619E-1,5.723578801E-1,9.145976011E1,-3.471076758E1,4.000048953E1,6.572071910E1
1.185569165E-1,6.971796811E-1,-4.135570791E-1,1.218420083E-1,5.727701079E-1,9.159766978E1,-3.482625250E1,4.006361985E1,6.576294900E1
1.285639165E-1,6.964340243E-1,-4.142973885E-1,1.214252602E-1,5.732305148E-1,9.171679831E1,-3.491797109E1,4.009861774E1,6.581969909E1
1.385719166E-1,6.956667725E-1,-4.149933278E-1,1.209293920E-1,5.737634301E-1,9.183925160E1,-3.500461344E1,4.012588283E1,6.589004116E1
1.485789164E-1,6.947482663E-1,-4.158221983E-1,1.204502982E-1,5.743766246E-1,9.198567864E1,-3.510251077E1,4.016885253E1,6.597045592E1
1.585859165E-1,6.935735756E-1,-4.169268250E-1,1.201625617E-1,5.750553311E-1,9.217268333E1,-3.522035262E1,4.025534236E1,6.605467486E1
1.685929166E-1,6.920917504E-1,-4.183030250E-1,1.201956259E-1,5.758338097E-1,9.240816406E1,-3.534809028E1,4.039992101E1,6.614889933E1
1.786009166E-1,6.901734524E-1,-4.201005986E-1,1.207077417E-1,5.767199314E-1,9.271231861E1,-3.549499716E1,4.063057776E1,6.625054565E1
1.886079165E-1,6.876211552E-1,-4.226628741E-1,1.217175381E-1,5.776834610E-1,9.311580715E1,-3.570563488E1,4.097440426E1,6.634460785E1
1.986149165E-1,6.842477372E-1,-4.262994306E-1,1.230148181E-1,5.787409940E-1,9.364705075E1,-3.603207673E1,4.143570124E1,6.642408070E1
2.086219166E-1,6.799293132E-1,-4.311747779E-1,1.244936562E-1,5.799014389E-1,9.432376086E1,-3.650367119E1,4.201857697E1,6.648405825E1
2.186289167E-1,6.747037625E-1,-4.371696824E-1,1.261240016E-1,5.811628256E-1,9.513770023E1,-3.711068378E1,4.271298545E1,6.652552398E1
2.286369165E-1,6.686991589E-1,-4.438998703E-1,1.281145025E-1,5.825642347E-1,9.606651102E1,-3.779221674E1,4.351468728E1,6.656553205E1
2.386439166E-1,6.620997738E-1,-4.508881339E-1,1.307131718E-1,5.841558156E-1,9.707957848E1,-3.847000338E1,4.441642854E1,6.662793141E1
2.486509166E-1,6.552603254E-1,-4.579357191E-1,1.339135506E-1,5.856585457E-1,9.812121569E1,-3.913759104E1,4.538844350E1,6.666871301E1
2.586579164E-1,6.484359920E-1,-4.651350858E-1,1.373997166E-1,5.867719811E-1,9.915242819E1,-3.984970516E1,4.638957017E1,6.662654837E1
2.686659165E-1,6.417959747E-1,-4.724926295E-1,1.405218603E-1,5.874540357E-1,1.001482569E2,-4.065321548E1,4.735017010E1,6.648672988E1
2.786729166E-1,6.358001324E-1,-4.797703998E-1,1.427684770E-1,5.875335562E-1,1.010412918E2,-4.156090412E1,4.818546192E1,6.621966487E1
2.886799166E-1,6.305279541E-1,-4.869519277E-1,1.444094645E-1,5.869055972E-1,1.018218304E2,-4.256532839E1,4.891173639E1,6.580329743E1
2.986869165E-1,6.257617119E-1,-4.938487432E-1,1.457833359E-1,5.859034531E-1,1.025237661E2,-4.359512678E1,4.956538658E1,6.530888776E1
3.086949165E-1,6.211619735E-1,-5.004407421E-1,1.473676570E-1,5.848073822E-1,1.031979247E2,-4.459878825E1,5.021053877E1,6.479199484E1
3.187019166E-1,6.163884675E-1,-5.069872224E-1,1.495401795E-1,5.836669266E-1,1.038942435E2,-4.559343741E1,5.091150508E1,6.424850355E1
3.287089167E-1,6.113095971E-1,-5.138582967E-1,1.522050405E-1,5.823091303E-1,1.046314886E2,-4.666147052E1,5.167792839E1,6.362172227E1
3.387159165E-1,6.058068901E-1,-5.215657963E-1,1.551532336E-1,5.804262765E-1,1.054261451E2,-4.793235224E1,5.250879549E1,6.281506263E1
3.487239166E-1,5.999714719E-1,-5.302637046E-1,1.581141972E-1,5.778014735E-1,1.062642910E2,-4.948129768E1,5.336972463E1,6.176253539E1
3.587309166E-1,5.943295900E-1,-5.396761495E-1,1.610058503E-1,5.741072384E-1,1.070702903E2,-5.131295431E1,5.419816162E1,6.039909407E1
3.687379165E-1,5.894922434E-1,-5.489192485E-1,1.634822727E-1,5.696140313E-1,1.077580309E2,-5.327120469E1,5.489377851E1,5.883348005E1
3.787449165E-1,5.858915170E-1,-5.573606722E-1,1.650388401E-1,5.646612235E-1,1.082680068E2,-5.521315576E1,5.536906209E1,5.720078142E1
3.887519166E-1,5.838761765E-1,-5.648134783E-1,1.653137430E-1,5.592367179E-1,1.085527267E2,-5.707951545E1,5.556562400E1,5.555283317E1
3.987599167E-1,5.836254568E-1,-5.709587838E-1,1.637152394E-1,5.537008440E-1,1.085881118E2,-5.874928138E1,5.542433617E1,5.404231874E1
4.087669165E-1,5.849287163E-1,-5.759043793E-1,1.600599276E-1,5.482457826E-1,1.084040914E2,-6.019171359E1,5.495702404E1,5.274241130E1
4.187739165E-1,5.872855747E-1,-5.801784280E-1,1.546417605E-1,5.427472982E-1,1.080707599E2,-6.149165643E1,5.423473542E1,5.160214150E1
4.287809166E-1,5.901805390E-1,-5.842973974E-1,1.480230616E-1,5.370035441E-1,1.076603583E2,-6.274651166E1,5.334648151E1,5.053604264E1
4.387889164E-1,5.930262310E-1,-5.884757306E-1,1.404444049E-1,5.313111697E-1,1.072558918E2,-6.397361058E1,5.236360294E1,4.957605806E1
4.487959165E-1,5.956458657E-1,-5.923791399E-1,1.318966658E-1,5.262092542E-1,1.068826238E2,-6.507998104E1,5.131171011E1,4.883914996E1
4.588029166E-1,5.980430389E-1,-5.958052993E-1,1.226207767E-1,5.218474478E-1,1.065402624E2,-6.602823306E1,5.021973461E1,4.834383198E1
4.688099166E-1,6.002960961E-1,-5.988104961E-1,1.130393228E-1,5.179697982E-1,1.062177862E2,-6.685201325E1,4.911681885E1,4.801175991E1
4.788179165E-1,6.025069670E-1,-6.013521618E-1,1.032234483E-1,5.144957862E-1,1.059006846E2,-6.755677537E1,4.800232693E1,4.781971166E1
4.888249165E-1,6.047106808E-1,-6.033907838E-1,9.323129450E-2,5.114219929E-1,1.055839489E2,-6.814427193E1,4.688057241E1,4.775748361E1
4.988319166E-1,6.067655978E-1,-6.049520506E-1,8.318826948E-2,5.088696587E-1,1.052879995E2,-6.862270013E1,4.577735795E1,4.782524582E1
5.088389167E-1,6.084207836E-1,-6.060912799E-1,7.312511934E-2,5.070802774E-1,1.050491946E2,-6.900199715E1,4.472103034E1,4.804342784E1
5.188459165E-1,6.094484660E-1,-6.069192336E-1,6.307547727E-2,5.062045765E-1,1.049007317E2,-6.930485770E1,4.373572759E1,4.841631654E1
5.288539166E-1,6.097386576E-1,-6.074993218E-1,5.302440220E-2,5.063118297E-1,1.048587828E2,-6.954715312E1,4.283037898E1,4.894409282E1
5.388609166E-1,6.093903139E-1,-6.079093895E-1,4.308699719E-2,5.071815299E-1,1.049091365E2,-6.975232553E1,4.200183650E1,4.958098625E1
5.488679165E-1,6.085259453E-1,-6.083538070E-1,3.333166656E-2,5.084198254E-1,1.050340093E2,-6.996832349E1,4.123619461E1,5.025601133E1
5.588749165E-1,6.072552230E-1,-6.090990686E-1,2.374399609E-2,5.095836632E-1,1.052173975E2,-7.025301496E1,4.051229448E1,5.089614100E1
5.688829166E-1,6.055953326E-1,-6.104389380E-1,1.428445204E-2,5.103081465E-1,1.054566125E2,-7.066434020E1,3.981606723E1,5.144210322E1
5.788899167E-1,6.034962247E-1,-6.125538669E-1,4.888402225E-3,5.104373108E-1,1.057585824E2,-7.123412300E1,3.914173789E1,5.187231899E1
5.888969165E-1,6.008298728E-1,-6.154634114E-1,-4.436061173E-3,5.100868755E-1,1.061412879E2,-7.195846895E1,3.850251443E1,5.220610887E1
5.989039165E-1,5.975030877E-1,-6.189608201E-1,-1.362118709E-2,5.095998766E-1,1.066174440E2,-7.279008670E1,3.792048716E1,5.249865930E1
