"Time (s)","X (hPa)"
-5.166122917E-1,1.018780823E3
5.149947084E-1,1.018793716E3
1.546588708E0,1.018806610E3
2.578207708E0,1.018838120E3
3.609853708E0,1.018855133E3
3.803764708E0,1.018864517E3
4.868730708E0,1.018866348E3
5.933634708E0,1.018876266E3
6.998674708E0,1.018877563E3
8.063679708E0,1.018880005E3
9.128697708E0,1.018881302E3
1.019369871E1,1.018882370E3
1.125868271E1,1.018882370E3
1.232361571E1,1.018882599E3
1.338857671E1,1.018882599E3
1.445356871E1,1.018882599E3
1.551854871E1,1.018882141E3
1.658346971E1,1.018881912E3
1.764844771E1,1.018881531E3
1.871337671E1,1.018881302E3
1.977832271E1,1.018880539E3
2.084324171E1,1.018880463E3
2.190816571E1,1.018880463E3
2.297311671E1,1.018880463E3
2.403806371E1,1.018880463E3
2.510307871E1,1.018880005E3
2.616808671E1,1.018878632E3
2.723307971E1,1.018878098E3
2.829806071E1,1.018877945E3
2.936301471E1,1.018878098E3
3.042797271E1,1.018878632E3
3.149294371E1,1.018878784E3
3.255794571E1,1.018878632E3
3.362287671E1,1.018878632E3
3.468781671E1,1.018878632E3
3.708053283E1,1.018760605E3
3.811227383E1,1.018772736E3
3.914398583E1,1.018784866E3
4.017570483E1,1.018805008E3
4.120747783E1,1.018815460E3
4.140121883E1,1.018824615E3
4.246633583E1,1.018825531E3
4.353145683E1,1.018829956E3
4.459654483E1,1.018832016E3
4.566163483E1,1.018833542E3
4.672676383E1,1.018834152E3
4.779181683E1,1.018834991E3
4.885688983E1,1.018834991E3
4.992191683E1,1.018834534E3
5.098700283E1,1.018834534E3
5.205211783E1,1.018834610E3
5.311728083E1,1.018834991E3
5.418234983E1,1.018835831E3
5.524738883E1,1.018836060E3
5.631244983E1,1.018837128E3
5.737750083E1,1.018837357E3
5.844257483E1,1.018838196E3
5.950761883E1,1.018838806E3
6.057273583E1,1.018840714E3
6.163780683E1,1.018840866E3
6.270287083E1,1.018841171E3
6.376790383E1,1.018842163E3
6.483294783E1,1.018841171E3
6.589800083E1,1.018840866E3
6.696304583E1,1.018840485E3
6.802813783E1,1.018840866E3
6.909320783E1,1.018840714E3
7.015825383E1,1.018840714E3
7.122332283E1,1.018840714E3
7.228847783E1,1.018840027E3
7.335362883E1,1.018838806E3
7.659973550E1,1.018708115E3
7.763143750E1,1.018726807E3
7.866317050E1,1.018745575E3
7.969483350E1,1.018774872E3
8.072652150E1,1.018791199E3
8.092029250E1,1.018803024E3
8.198528650E1,1.018805923E3
8.305023550E1,1.018813324E3
8.411521350E1,1.018815994E3
8.518020550E1,1.018817139E3
8.624516150E1,1.018817139E3
8.731014050E1,1.018816223E3
8.837509550E1,1.018814011E3
8.944008450E1,1.018810425E3
9.050502950E1,1.018807831E3
9.157003750E1,1.018804321E3
9.263501650E1,1.018803177E3
9.369996650E1,1.018801346E3
9.476493650E1,1.018801270E3
9.582991650E1,1.018799820E3
9.689487050E1,1.018797913E3
9.795985950E1,1.018793869E3
9.902483050E1,1.018790588E3
1.000898035E2,1.018785324E3
1.011548395E2,1.018782578E3
1.022198525E2,1.018780060E3
1.032848355E2,1.018779907E3
1.043498855E2,1.018779602E3
1.054149365E2,1.018778992E3
1.064800245E2,1.018778610E3
1.075451365E2,1.018778381E3
1.086102245E2,1.018776474E3
1.096752455E2,1.018775253E3
1.107403135E2,1.018774185E3
