"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.531274996E-2,-3.465242684E-2,-1.633397192E-1,5.964712240E-3
3.526375000E-2,-2.958808653E-2,-1.320559531E-1,2.419490740E-2
4.521474999E-2,-2.919127606E-2,-9.416157752E-2,3.587073833E-2
7.516474997E-2,-2.690089867E-2,-5.970383435E-2,3.242122754E-2
9.516474997E-2,-5.504390225E-3,4.111237824E-2,1.439414546E-2
1.151647500E-1,7.997175679E-3,6.205692887E-2,7.939827628E-3
1.351647500E-1,3.313775733E-2,7.645123452E-2,-9.173605591E-3
1.551647500E-1,4.572024941E-2,4.882551730E-2,-3.882586583E-2
1.751647500E-1,4.169094190E-2,1.754978672E-2,-3.719326854E-2
1.951647500E-1,4.394985735E-2,5.772326142E-2,-4.116463289E-2
2.151647500E-1,4.109414294E-2,5.876446143E-2,-4.484695569E-2
2.351647500E-1,4.192245007E-2,5.884030834E-3,-2.723300457E-2
2.551647500E-1,2.598115802E-2,-2.190237679E-2,-3.719946370E-2
2.751647500E-1,7.348624058E-3,3.050270304E-2,-7.851628214E-2
2.951647500E-1,3.255351633E-2,1.360304207E-1,-6.587247550E-2
3.151647500E-1,1.459724903E-1,2.861977816E-1,-8.587573469E-2
3.351647500E-1,1.610548943E-1,6.815668941E-1,-2.798695564E-1
3.551647500E-1,1.845258623E-1,9.349123240E-1,-3.600022197E-1
3.751647500E-1,2.356445789E-1,1.057734489E0,-2.695305049E-1
3.951647500E-1,2.286639810E-1,6.771406531E-1,-2.216934264E-1
4.151647500E-1,1.464572251E-1,-1.252818108E-1,-2.932450771E-1
4.351647500E-1,-3.627735004E-2,-8.206259012E-1,-4.883836210E-1
4.551647500E-1,-1.402290463E-1,-1.237528920E0,-6.202742457E-1
4.751647500E-1,-1.463626474E-1,-1.406325817E0,-5.403875113E-1
4.951647500E-1,-3.740047663E-2,-1.456308126E0,-3.543148339E-1
5.151647500E-1,1.128797829E-1,-1.237173915E0,-3.389732540E-1
5.351647500E-1,2.172379345E-1,-7.743289471E-1,-5.536652207E-1
5.551647500E-1,3.121688068E-1,-4.091083407E-1,-6.933666468E-1
5.751647500E-1,4.053701162E-1,-3.718445003E-1,-6.083292365E-1
5.951647500E-1,3.971858025E-1,-6.713186502E-1,-4.341610372E-1
6.151647500E-1,3.517104387E-1,-1.168869734E0,-4.276594222E-1
6.351647500E-1,2.257343680E-1,-1.454923749E0,-6.339575648E-1
6.551647500E-1,1.649968475E-1,-1.328814149E0,-7.289459705E-1
6.751647500E-1,3.172524273E-1,-1.048740029E0,-4.357822537E-1
6.951647500E-1,4.296879470E-1,-9.110087752E-1,-2.337627858E-1
7.151647500E-1,4.480780661E-1,-5.903173089E-1,-4.309326410E-1
7.351647500E-1,4.648813009E-1,-9.142712504E-2,-6.613237858E-1
7.551647500E-1,4.747956395E-1,1.268948466E-1,-6.293438077E-1
7.751647500E-1,4.752123356E-1,1.562236547E-1,-3.699373603E-1
7.951647500E-1,5.139341950E-1,-1.683025435E-2,-2.574802041E-1
8.151647500E-1,4.591571689E-1,-2.252945155E-1,-4.910433292E-1
8.351647500E-1,3.659233451E-1,-3.435116708E-1,-7.518030405E-1
8.551647500E-1,3.568489850E-1,-4.262736142E-1,-7.211002111E-1
8.751647500E-1,3.032076955E-1,-4.640953541E-1,-5.451726913E-1
8.951647500E-1,2.366615832E-1,-4.850960672E-1,-4.317181706E-1
9.151647500E-1,2.593169510E-1,-4.953494370E-1,-4.056571126E-1
9.351647500E-1,3.164918721E-1,-4.485509098E-1,-4.221244454E-1
9.551647500E-1,3.474593163E-1,-4.313305020E-1,-4.395511746E-1
9.751647500E-1,3.577421904E-1,-3.675584495E-1,-4.411039352E-1
9.951647500E-1,3.643092811E-1,-1.159840226E-1,-3.649524450E-1
1.015164750E0,4.197433889E-1,-8.859279752E-2,-3.073848784E-1
1.035164750E0,4.382869005E-1,-1.730655432E-1,-3.715439737E-1
1.055164750E0,3.731638193E-1,-1.754913479E-1,-4.871922433E-1
1.075164750E0,3.132125437E-1,-1.704533398E-1,-5.021723509E-1
1.095164750E0,3.880747259E-1,-2.330716401E-1,-4.176740348E-1
1.115164750E0,4.389437735E-1,-2.865132391E-1,-4.256997705E-1
1.135164750E0,4.707954526E-1,-2.756165266E-1,-5.474440455E-1
1.155164750E0,5.112587810E-1,-2.949167788E-1,-6.225517392E-1
1.175164750E0,4.893310964E-1,-3.210357428E-1,-5.068424344E-1
1.195164750E0,6.066609621E-1,-3.817823827E-1,-2.717590332E-1
1.215164750E0,7.591004968E-1,-5.252016783E-1,-2.383903116E-1
1.235164750E0,8.039920926E-1,-6.479058266E-1,-4.173059165E-1
1.255164750E0,8.461412191E-1,-6.871193647E-1,-5.902683139E-1
1.275164750E0,8.349620104E-1,-6.045128107E-1,-6.233954430E-1
1.295164750E0,7.486768961E-1,-3.868001997E-1,-5.910028815E-1
1.315164750E0,6.373818517E-1,4.292889312E-2,-5.500383973E-1
1.335164750E0,6.917418242E-1,6.966766715E-1,-5.516002178E-1
1.355164750E0,9.160073996E-1,9.420071244E-1,-6.817976832E-1
1.375164750E0,8.974796534E-1,8.839101195E-1,-7.980629206E-1
1.395164750E0,7.540953755E-1,9.565877318E-1,-7.303213477E-1
1.415164750E0,4.781487584E-1,1.143051386E0,-6.162682772E-1
1.435164750E0,4.440944493E-1,1.130663991E0,-5.851390958E-1
1.455164750E0,5.390560627E-1,7.325267792E-1,-5.237446427E-1
1.475164750E0,4.488895833E-1,3.125658333E-1,-3.368383050E-1
1.495164750E0,3.599870205E-1,4.214391112E-3,-1.353327632E-1
1.515164750E0,2.740785778E-1,-3.332481980E-1,5.476104561E-3
1.535164750E0,3.049360812E-1,-6.066930294E-1,6.603372097E-2
1.555164750E0,4.699130654E-1,-5.109108686E-1,9.015441872E-3
1.575164750E0,3.021069467E-1,-8.213134855E-2,-2.769150771E-2
1.595164750E0,2.077309191E-1,1.933022141E-1,-1.227996424E-1
1.615164750E0,1.541644782E-1,6.111438572E-2,-1.565667987E-1
1.635164750E0,-1.483631879E-2,-1.624504775E-1,-1.462042332E-1
1.655164750E0,-1.609435827E-1,3.511650860E-2,-4.898062348E-2
1.675164750E0,-2.158614993E-1,6.733329296E-1,8.299599588E-2
1.695164750E0,-1.835430562E-1,1.087623835E0,1.477139443E-1
1.715164750E0,-1.798831820E-1,1.024805188E0,1.043562070E-1
1.735164750E0,-4.175334424E-2,3.563135266E-1,-3.963246197E-2
1.755164750E0,-5.782370456E-3,-6.388759017E-1,-1.243322268E-1
1.775164750E0,-3.973361850E-2,-7.685841322E-1,-1.539108306E-1
1.795164750E0,-9.946212173E-2,-7.608505897E-3,-9.502640367E-2
1.815164750E0,-1.275013387E-1,5.358520150E-1,2.630280890E-2
1.835164750E0,-1.845654398E-1,3.741871417E-1,4.175901040E-2
1.855164750E0,-2.634768188E-1,4.200601280E-1,3.303653374E-2
1.875164750E0,-4.216569364E-1,5.625536442E-1,2.852575481E-1
1.895164750E0,-4.253395498E-1,2.899476290E-1,4.955324829E-1
1.915164750E0,-3.437659442E-1,-1.307241023E-1,-3.295804560E-2
1.935164750E0,-6.193720102E-1,4.778851569E-1,-1.520059556E-1
1.955164750E0,-7.607272267E-1,1.406407595E0,4.531780481E-1
1.975164750E0,-7.194330692E-1,1.414025664E0,2.077197433E-1
1.995164750E0,-5.382126570E-1,1.262038112E0,-1.502480060E-1
2.015164750E0,-3.861433566E-1,1.714203119E0,-1.576289982E-1
2.035164750E0,-1.205580756E-1,1.742492914E0,-2.144465446E-1
2.055164750E0,8.428388089E-2,9.552654028E-1,-2.255249172E-1
2.075164750E0,2.958711088E-1,9.148516059E-1,-5.042985678E-1
2.095164750E0,3.842664957E-1,3.358013868E0,-7.581958771E-1
2.115164750E0,-3.206681907E-1,4.138107777E0,-1.457362413E0
2.135164750E0,1.519213766E-1,1.321765184E0,-4.093348086E-1
2.155164750E0,1.149871826E0,-2.069239616E0,8.425384760E-1
2.175164750E0,7.348663807E-1,-4.102768421E0,1.058847547E0
2.195164750E0,4.882557094E-1,-2.966147184E0,-4.589013159E-1
2.215164750E0,7.183300257E-1,2.007678270E0,-1.473573923E0
2.235164750E0,2.984445095E-1,4.365393639E0,-7.280608416E-1
2.255164750E0,3.376930952E-1,2.134095907E0,3.904705048E-1
2.275164750E0,4.596748054E-1,-7.872596979E-1,4.244837463E-1
2.295164750E0,1.877167970E-1,-6.946603656E-1,-1.246877760E-1
2.315164750E0,2.255308069E-2,3.929743171E-1,-2.079633027E-1
2.335164750E0,2.635214925E-1,-3.357835412E-1,5.458449945E-3
2.355164750E0,2.881171703E-1,-8.050057292E-1,6.053853035E-2
2.375164750E0,9.451109916E-2,7.704473734E-1,1.494906396E-1
2.395164750E0,7.097840309E-2,1.030794501E0,4.327940643E-1
2.415164750E0,6.315203756E-2,-7.873803377E-1,3.820500672E-1
2.435164750E0,-3.201575950E-2,-1.002229691E0,2.969307080E-2
2.455164750E0,-1.207285896E-1,8.140780926E-1,-2.772716805E-3
2.475164750E0,6.616520695E-3,1.218891978E0,1.854778081E-1
2.495164750E0,-2.801756188E-2,6.981714070E-2,1.913120747E-1
2.515164750E0,-7.400903106E-2,8.430918306E-2,2.245995030E-2
2.535164750E0,-1.251837909E-1,5.892475843E-1,-2.199090272E-2
2.555164750E0,5.458491668E-2,-4.408295155E-1,4.601957276E-2
2.575164750E0,2.676588595E-1,-1.115556955E0,1.726568937E-1
2.595164750E0,1.842713952E-1,-9.628580511E-2,2.745255828E-1
2.615164750E0,1.108623594E-1,5.014223456E-1,1.688683480E-1
2.635164750E0,-1.592094824E-2,-3.091823459E-1,-7.511030138E-2
2.655164750E0,5.050700903E-2,-7.361376286E-1,-2.038976252E-1
2.675164750E0,1.326276362E-1,-2.485601157E-1,6.332867593E-2
2.695164750E0,1.883101463E-1,-2.421651036E-1,1.681757718E-1
2.715164750E0,1.736500561E-1,-6.078504920E-1,-1.209923178E-1
2.735164750E0,2.148673236E-1,-4.804460108E-1,-2.039779276E-1
2.755164750E0,1.285817027E-1,8.111249655E-2,1.669074744E-1
2.775164750E0,2.359363995E-2,1.970096529E-1,3.277460039E-1
2.795164750E0,-1.430215687E-1,-1.370396167E-1,-5.329335853E-2
2.815164750E0,-1.496876031E-1,-1.612521261E-1,-2.454184443E-1
2.835164750E0,-2.899954282E-2,2.319165319E-1,1.913010925E-1
2.855164750E0,-8.719333261E-2,1.259595156E-1,4.641382098E-1
2.875164750E0,-1.751222014E-1,-4.130365551E-1,6.020879000E-2
2.895164750E0,-2.292031944E-1,-8.702145517E-2,-2.941095531E-1
2.915164750E0,-4.013881981E-1,8.160043955E-1,-7.364639314E-4
2.935164750E0,-1.853109151E-1,1.659158617E-1,2.660317421E-1
2.955164750E0,-6.278818846E-2,-8.292912245E-1,7.336079329E-2
2.975164750E0,-2.659669518E-1,-1.474745199E-2,-2.551676333E-1
2.995164750E0,-5.654860139E-1,1.512935638E0,-1.638017446E-1
3.015164750E0,-2.717987001E-1,1.578726530E0,2.474494278E-1
3.035164750E0,-1.651951075E-1,1.942566633E-1,4.037031233E-1
3.055164750E0,-3.020850122E-1,2.824517712E-2,1.769904047E-3
3.075164750E0,-4.119895995E-1,8.409915566E-1,-5.462084413E-1
3.095164750E0,-4.467095733E-1,4.926680923E-1,-4.414091408E-1
3.115164750E0,-1.559901088E-1,-5.410919189E-1,2.275207490E-1
3.135164750E0,-1.299589723E-1,-1.091952562E0,4.373004138E-1
3.155164750E0,-1.855340898E-1,-5.359075665E-1,7.582460530E-4
3.175164750E0,-1.196102574E-1,4.636927843E-1,-4.382114708E-1
3.195164750E0,-1.390811056E-1,8.896390200E-1,-4.271416962E-1
3.215164750E0,-1.062459275E-1,5.101330280E-1,-2.109827697E-1
3.235164750E0,-1.252975762E-1,-2.798579447E-2,-3.081856966E-1
3.255164750E0,-1.862914711E-1,-1.612689644E-1,-4.058715999E-1
3.275164750E0,-3.697438538E-2,1.637261547E-2,-1.830245554E-1
3.295164750E0,5.589438602E-2,4.460295439E-1,1.988785341E-2
3.315164750E0,-1.032055914E-1,7.964894772E-1,-1.600273699E-1
3.335164750E0,1.438902225E-2,4.024222791E-1,-2.735192776E-1
3.355164750E0,2.243821919E-1,-4.341749847E-1,6.018093973E-2
3.375164750E0,6.842123717E-2,-9.072036743E-1,3.743989170E-1
3.395164750E0,-4.384425282E-2,-4.594196975E-1,9.777058661E-2
3.415164750E0,5.956455134E-3,7.281945646E-2,-1.877014935E-1
3.435164750E0,1.817142814E-1,-1.606800109E-1,2.518003434E-2
3.455164750E0,3.408170044E-1,-1.058337450E0,4.169566929E-1
3.475164750E0,2.433069497E-1,-1.484825253E0,4.389432371E-1
3.495164750E0,-4.801458120E-2,-4.423102140E-1,1.298107654E-1
3.515164750E0,-1.427982002E-1,5.721784234E-1,3.239778802E-2
3.535164750E0,9.603819996E-2,3.512539268E-1,1.782696396E-1
3.555164750E0,1.501030326E-1,-5.870156884E-1,1.595934182E-1
3.575164750E0,1.951330304E-1,-8.089061379E-1,1.003308445E-1
3.595164750E0,2.495134324E-1,-8.184744716E-1,1.995290667E-1
3.615164750E0,1.676266938E-1,-6.675670743E-1,4.845529497E-1
3.635164750E0,-1.108583212E-1,-1.604871154E-1,4.949100912E-1
3.655164750E0,-1.105815470E-1,-4.073006660E-2,1.227648333E-1
3.675164750E0,1.661331952E-1,-6.641249061E-1,5.749696121E-2
3.695164750E0,4.298358262E-1,-1.617287874E0,4.487649798E-1
3.715164750E0,1.473612487E-1,-1.218282461E0,5.991467237E-1
