"Time (s)","X (hPa)"
-5.000612501E-1,1.018180847E3
5.318077499E-1,1.018196411E3
1.563720750E0,1.018212051E3
2.595611750E0,1.018246155E3
3.627516750E0,1.018264618E3
3.821061750E0,1.018277512E3
4.886283750E0,1.018277588E3
5.951501750E0,1.018286972E3
7.016691750E0,1.018288040E3
8.081918750E0,1.018288498E3
9.147124750E0,1.018288498E3
1.021228675E1,1.018288116E3
1.127751275E1,1.018288116E3
1.234273175E1,1.018288040E3
1.340793975E1,1.018287659E3
1.447313475E1,1.018287659E3
1.553833375E1,1.018288116E3
1.660356375E1,1.018288116E3
1.766878875E1,1.018288116E3
1.873399475E1,1.018288269E3
1.979923475E1,1.018288345E3
2.086445775E1,1.018288269E3
2.192971375E1,1.018288040E3
2.299497275E1,1.018287811E3
2.406022175E1,1.018287277E3
2.512544975E1,1.018287048E3
2.619067675E1,1.018286057E3
2.725589275E1,1.018286057E3
2.832110575E1,1.018285980E3
2.938628775E1,1.018285980E3
3.045144775E1,1.018285522E3
3.151666975E1,1.018285980E3
3.258183875E1,1.018285522E3
3.364699375E1,1.018285522E3
3.471216875E1,1.018284988E3
3.577738475E1,1.018283920E3
3.684260675E1,1.018283920E3
3.790781075E1,1.018281097E3
4.030978921E1,1.018177567E3
4.134156621E1,1.018194427E3
4.237338221E1,1.018211212E3
4.340516121E1,1.018237534E3
4.443696321E1,1.018251877E3
4.463055821E1,1.018260269E3
4.569558221E1,1.018263092E3
4.676059321E1,1.018268509E3
4.782558821E1,1.018268738E3
4.889060821E1,1.018269501E3
4.995561021E1,1.018269577E3
5.102063721E1,1.018269577E3
5.208571121E1,1.018269501E3
5.315073621E1,1.018269501E3
5.421581821E1,1.018269730E3
5.528089521E1,1.018270035E3
5.634592821E1,1.018270187E3
5.741096221E1,1.018270340E3
5.847596121E1,1.018270187E3
5.954102621E1,1.018270874E3
6.060606621E1,1.018270340E3
6.167108921E1,1.018271027E3
6.273613521E1,1.018270416E3
6.380114921E1,1.018270569E3
6.486624321E1,1.018270569E3
6.593126221E1,1.018270569E3
6.699635721E1,1.018270645E3
6.806146921E1,1.018271027E3
6.912658321E1,1.018271027E3
7.019167721E1,1.018271713E3
7.125674221E1,1.018272476E3
7.232185121E1,1.018272476E3
7.338695421E1,1.018273163E3
7.445201421E1,1.018273163E3
7.551717921E1,1.018273544E3
7.658226421E1,1.018273544E3
7.961495812E1,1.018220444E3
8.064667212E1,1.018224716E3
8.167839512E1,1.018228989E3
8.271010412E1,1.018251572E3
8.374183112E1,1.018285446E3
8.393555312E1,1.018297958E3
8.500052312E1,1.018303680E3
8.606545012E1,1.018314819E3
8.713043412E1,1.018325348E3
8.819544512E1,1.018325958E3
8.926043913E1,1.018326569E3
9.032538212E1,1.018326874E3
9.139033612E1,1.018327179E3
9.245535413E1,1.018327255E3
9.352034312E1,1.018327866E3
9.458532413E1,1.018327866E3
9.565035812E1,1.018327866E3
9.671536612E1,1.018327713E3
9.778033813E1,1.018327713E3
9.884534112E1,1.018327713E3
9.991032712E1,1.018327713E3
1.009752911E2,1.018328094E3
1.020402951E2,1.018328323E3
1.031052951E2,1.018328705E3
1.041703011E2,1.018329544E3
1.052353281E2,1.018329620E3
1.063003281E2,1.018330231E3
1.073653721E2,1.018330383E3
1.084303581E2,1.018331070E3
1.094954031E2,1.018331070E3
1.105604521E2,1.018331451E3
1.116254661E2,1.018331833E3
1.126904491E2,1.018331833E3
1.137553861E2,1.018331757E3
1.148203501E2,1.018331757E3
1.158852961E2,1.018332443E3
1.169502741E2,1.018332748E3
1.180151781E2,1.018332748E3
1.190801581E2,1.018333588E3
1.201451761E2,1.018333969E3
1.212101911E2,1.018334122E3
1.222751821E2,1.018334808E3
1.233401561E2,1.018334808E3
1.244051261E2,1.018334198E3
1.254701021E2,1.018334122E3
