"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
2.531274996E-2,1.618490402E-1,1.411220630E-1,3.979094505E-1,8.919402680E-1,1.613715251E2,4.957709006E1,-7.061946079E0,1.561657264E2
3.526375000E-2,1.620990974E-1,1.417854860E-1,3.976362651E-1,8.919114817E-1,1.613424872E2,4.956607597E1,-7.123429144E0,1.561063268E2
4.521474999E-2,1.622076677E-1,1.423267780E-1,3.973925720E-1,8.919140949E-1,1.613298791E2,4.955408996E1,-7.178808164E0,1.560681447E2
5.516474997E-2,1.622234307E-1,1.427135596E-1,3.971835237E-1,8.919425861E-1,1.613280486E2,4.954092616E1,-7.222316856E0,1.560476929E2
6.511574995E-2,1.621919048E-1,1.429452303E-1,3.970213953E-1,8.919834686E-1,1.613317097E2,4.952828178E1,-7.251344765E0,1.560400758E2
7.506574999E-2,1.621171784E-1,1.430224960E-1,3.969330028E-1,8.920239717E-1,1.613403875E2,4.951948819E1,-7.265057871E0,1.560446127E2
8.501674997E-2,1.619972707E-1,1.429341352E-1,3.969039847E-1,8.920728199E-1,1.613543120E2,4.951239719E1,-7.262800437E0,1.560622166E2
9.496674995E-2,1.618586075E-1,1.427373199E-1,3.969177562E-1,8.921233961E-1,1.613704141E2,4.950696930E1,-7.249452773E0,1.560871940E2
1.049177500E-1,1.617023692E-1,1.424978521E-1,3.969740538E-1,8.921649950E-1,1.613885567E2,4.950532390E1,-7.231571780E0,1.561159596E2
1.148687500E-1,1.615406517E-1,1.422297033E-1,3.970825925E-1,8.921888080E-1,1.614073351E2,4.950918283E1,-7.209719843E0,1.561464208E2
1.248187500E-1,1.613844133E-1,1.419270573E-1,3.972609474E-1,8.921858999E-1,1.614254767E2,4.952059092E1,-7.182325902E0,1.561775903E2
1.347697500E-1,1.612806057E-1,1.415908203E-1,3.975036185E-1,8.921499486E-1,1.614375301E2,4.953914959E1,-7.147334211E0,1.562044738E2
1.447197500E-1,1.612718813E-1,1.412929053E-1,3.977740959E-1,8.920782568E-1,1.614385431E2,4.956289764E1,-7.110833436E0,1.562190551E2
1.546707500E-1,1.613397798E-1,1.410771556E-1,3.980269348E-1,8.919872618E-1,1.614306592E2,4.958751915E1,-7.079296505E0,1.562213151E2
1.646217500E-1,1.614411851E-1,1.409304424E-1,3.982506081E-1,8.918923471E-1,1.614188847E2,4.961094287E1,-7.053810862E0,1.562166254E2
1.745717500E-1,1.615229079E-1,1.407958570E-1,3.984892120E-1,8.917921640E-1,1.614093954E2,4.963649635E1,-7.030114810E0,1.562132790E2
1.845227500E-1,1.615667406E-1,1.405611517E-1,3.987540944E-1,8.917028970E-1,1.614043057E2,4.966189094E1,-6.997542625E0,1.562190403E2
1.944727500E-1,1.616063586E-1,1.402221014E-1,3.990276064E-1,8.916266955E-1,1.613997053E2,4.968498874E1,-6.954479297E0,1.562306715E2
2.044237500E-1,1.616510343E-1,1.398759388E-1,3.992975675E-1,8.915520956E-1,1.613945177E2,4.970746414E1,-6.910550444E0,1.562421780E2
2.143747500E-1,1.617105878E-1,1.396145335E-1,3.995454436E-1,8.914712158E-1,1.613876024E2,4.973001474E1,-6.874974805E0,1.562478232E2
2.243247500E-1,1.617900346E-1,1.394942464E-1,3.997659138E-1,8.913768490E-1,1.613783770E2,4.975380115E1,-6.853298154E0,1.562441534E2
